TEMP:	MU:	SIGMA:	H:	ERROR:
2.3925	0.792374	0.78631	-0.294437	0.0170676
2.3925	0.778395	0.833676	-0.273064	0.0126888
2.3925	0.766125	0.960746	-0.0540008	0.0323234
2.3925	0.807144	1.0405	0.235337	0.044931
2.3925	0.732827	1.06115	0.19532	0.043014
2.3925	0.897196	1.06723	0.498148	0.0497874
2.3925	0.800339	0.974915	0.069285	0.0368883
2.3925	0.841018	1.08616	0.457186	0.0502658
2.3925	0.890402	1.06904	0.463548	0.0457931
2.3925	0.753362	0.940094	-0.0748283	0.0214518
2.3925	0.879361	0.906483	0.00784093	0.0255705
2.3925	0.850605	0.86788	-0.09969	0.0284386
2.3925	0.904891	0.87528	-0.0121283	0.028991
2.3925	0.929898	0.989105	0.399884	0.0432592
2.3925	0.788067	1.02152	0.190038	0.0408641
2.3925	0.895437	1.02663	0.400123	0.0448946
2.3925	0.877953	1.10124	0.660394	0.0526481
2.3925	0.936386	1.12588	1.05546	0.079795
2.3925	1.0098	1.15101	1.5537	0.0898211
2.3925	0.887325	1.26469	1.60174	0.133743
2.3925	0.949359	1.38833	2.70801	0.189076
2.3925	0.781206	1.29526	1.27602	0.0935917
2.3925	0.8979	1.25217	1.5508	0.112438
2.3925	0.815879	1.36567	1.78485	0.11411
2.3925	0.89728	1.34603	2.20655	0.163063
2.3925	0.863402	1.29979	1.48623	0.0996313
2.3925	0.907661	1.25819	1.6306	0.0980063
2.3925	0.779513	1.16403	0.680543	0.0684325
2.3925	0.811232	1.16305	0.789037	0.0743843
2.3925	0.983488	1.20078	1.70776	0.101827
2.3925	0.924035	1.32164	2.01744	0.144793
2.3925	0.84483	1.30943	1.78287	0.128365
2.3925	1.00127	1.36888	3.16531	0.169309
2.3925	1.00127	1.36888	3.16531	0.169309
2.3925	1.00127	1.36888	3.16531	0.169309
2.3925	1.06866	1.27624	2.72953	0.153479
2.3925	0.899951	1.42461	2.89016	0.155429
2.3925	0.892232	1.52993	3.56029	0.207946
2.3925	1.0456	1.53909	5.12757	0.316609
2.3925	1.0456	1.53909	5.12757	0.316609
2.3925	0.885357	1.41732	2.2376	0.140526
2.3925	0.883608	1.29343	1.63969	0.119125
2.3925	1.02993	1.3149	2.61079	0.143726
2.3925	1.05614	1.16711	1.97676	0.10647
2.3925	1.15937	1.30003	3.49054	0.171842
2.3925	1.15235	1.19115	2.96949	0.146623
2.3925	1.23152	1.27161	4.29441	0.183164
2.3925	1.31867	1.20331	4.69072	0.202208
2.3925	1.16666	1.15409	2.69637	0.130062
2.3925	1.1497	1.28175	3.46469	0.167576
2.3925	1.264	1.25132	4.24319	0.198647
2.3925	1.08257	1.13443	2.05464	0.138893
2.3925	0.88924	1.01477	0.301618	0.0388584
2.3925	0.958103	0.987182	0.505773	0.0533335
2.3925	1.00064	1.0032	0.704329	0.0490335
2.3925	1.10259	0.867849	0.539958	0.0408584
2.3925	1.11588	0.857277	0.624757	0.0480137
2.3925	1.12683	0.808591	0.476398	0.0375916
2.3925	1.19664	0.887182	1.24948	0.0673784
2.3925	1.19441	0.787441	0.7408	0.0443365
2.3925	1.29295	0.923919	2.0517	0.0740552
2.3925	1.16001	0.979654	1.49917	0.081067
2.3925	1.28732	0.841943	1.63233	0.0584269
2.3925	1.28385	0.71671	0.9949	0.0343568
2.3925	1.23488	0.60181	0.439371	0.0180336
2.3925	1.15268	0.606164	0.0977249	0.0147479
2.3925	1.19735	0.67457	0.399657	0.0263661
2.3925	1.16179	0.615082	0.14719	0.0175125
2.3925	1.16179	0.615082	0.14719	0.0175125
2.3925	1.13348	0.528505	0.0441165	0.00812635
2.3925	1.25142	0.52859	0.416929	0.0125123
2.3925	1.05909	0.416628	0.246161	0.0131574
2.3925	1.23815	0.468635	0.410923	0.010187
2.3925	1.28344	0.433641	0.644154	0.0121245
2.3925	1.19341	0.458492	0.315397	0.0093238
2.3925	1.28205	0.604795	0.641806	0.0234709
2.3925	1.1967	0.5466	0.224575	0.0128569
2.3925	1.16525	0.474761	0.192237	0.00786283
2.3925	1.16525	0.474761	0.192237	0.00786283
2.3925	1.08536	0.583401	-0.0976308	0.00922668
2.3925	0.909281	0.563234	-0.365968	0.00484729
2.3925	0.961935	0.419923	0.192447	0.0144247
2.3925	0.807998	0.389949	0.402788	0.023444
2.3925	0.985279	0.437641	0.121845	0.0116725
2.3925	1.10609	0.380414	0.513332	0.0184844
2.3925	1.02733	0.334605	0.945342	0.0284097
2.3925	1.20132	0.324375	1.19835	0.036085
2.3925	1.20632	0.395145	0.594709	0.0165353
2.3925	1.35239	0.433616	0.935193	0.0146094
2.3925	1.20612	0.582981	0.265897	0.0166451
2.3925	1.03609	0.476063	-0.0141593	0.00741681
2.3925	0.855697	0.45251	-0.0661484	0.0125215
2.3925	0.705292	0.456485	-0.135053	0.0116542
2.3925	0.695516	0.34454	0.868577	0.0302944
2.3925	0.695516	0.34454	0.868577	0.0302944
2.3925	0.695516	0.34454	0.868577	0.0302944
2.3925	0.695516	0.34454	0.868577	0.0302944
2.3925	0.629316	0.48578	-0.21041	0.00930108
2.3925	0.667649	0.452231	-0.107317	0.012968
2.3925	0.667649	0.452231	-0.107317	0.012968
2.3925	0.704003	0.558079	-0.387445	0.00505409
2.3925	0.556776	0.665804	-0.287036	0.00578632
2.3925	0.681059	0.562934	-0.378281	0.00533046
2.3925	0.572031	0.593355	-0.275881	0.00545348
2.3925	0.458596	0.63688	-0.154058	0.00775635
2.3925	0.346741	0.542407	0.14046	0.0102253
2.3925	0.525457	0.59675	-0.222299	0.00678037
2.3925	0.525457	0.59675	-0.222299	0.00678037
2.3925	0.598746	0.697384	-0.321007	0.00549874
2.3925	0.630444	0.783394	-0.321226	0.00764235
2.3925	0.803223	0.896834	-0.0970729	0.0277331
2.3925	0.909305	1.0176	0.434817	0.051342
2.3925	0.752148	0.869756	-0.230306	0.0185045
2.3925	0.690433	0.919413	-0.184621	0.0206535
2.3925	0.742393	0.865354	-0.207752	0.0180414
2.3925	0.61516	0.726897	-0.341566	0.00558442
2.3925	0.461104	0.65636	-0.160407	0.00654596
2.3925	0.478369	0.56881	-0.117162	0.00741414
2.3925	0.487305	0.63157	-0.167669	0.00568609
2.3925	0.515247	0.627356	-0.218174	0.00679503
2.3925	0.392168	0.695489	-0.14072	0.00739403
2.3925	0.411624	0.573769	-0.00123454	0.00848103
2.3925	0.524821	0.688806	-0.262333	0.00610322
2.3925	0.528797	0.635494	-0.241752	0.0060029
2.3925	0.535711	0.503829	-0.155077	0.00777902
2.3925	0.502765	0.4713	-0.0339628	0.00946195
2.3925	0.340321	0.497163	0.266655	0.00946543
2.3925	0.51066	0.568536	-0.166486	0.00694483
2.3925	0.454372	0.462017	0.0758692	0.00870433
2.3925	0.451035	0.438601	0.111244	0.0100999
2.3925	0.289914	0.359546	0.815202	0.0153326
2.3925	0.476888	0.493844	-0.0240678	0.00830218
2.3925	0.577052	0.429566	-0.00515347	0.0128057
2.3925	0.77152	0.512983	-0.347864	0.00760327
2.3925	0.969419	0.555033	-0.300184	0.00571523
2.3925	0.880431	0.422398	0.124603	0.0177619
2.3925	0.750308	0.490263	-0.274605	0.00972913
2.3925	0.604997	0.42719	-0.0156389	0.0153271
2.3925	0.727064	0.54956	-0.38812	0.00497192
2.3925	0.69379	0.496918	-0.280591	0.00913275
2.3925	0.87682	0.478013	-0.16098	0.0101714
2.3925	0.87682	0.478013	-0.16098	0.0101714
2.3925	0.751392	0.335988	1.0766	0.0314467
2.3925	0.573969	0.370142	0.409301	0.019741
2.3925	0.573969	0.370142	0.409301	0.019741
2.3925	0.573969	0.370142	0.409301	0.019741
2.3925	0.682056	0.446635	-0.0629008	0.0125817
2.3925	0.76956	0.537233	-0.39036	0.00574311
2.3925	0.771073	0.491144	-0.282836	0.00903957
2.3925	0.704867	0.559075	-0.385557	0.00453218
2.3925	0.741797	0.516083	-0.330642	0.00736085
2.3925	0.6836	0.497654	-0.280729	0.0086651
2.3925	0.6836	0.497654	-0.280729	0.0086651
2.3925	0.6836	0.497654	-0.280729	0.0086651
2.3925	0.731056	0.537513	-0.393209	0.00486933
2.3925	0.731056	0.537513	-0.393209	0.00486933
2.3925	0.889198	0.564166	-0.378307	0.00483711
2.3925	1.06283	0.678203	-0.0887435	0.0134548
2.3925	1.04483	0.727534	-0.00846351	0.0239685
2.3925	1.0298	0.692573	-0.139288	0.0165459
2.3925	0.853888	0.621757	-0.429593	0.00626792
2.3925	0.756087	0.700711	-0.416894	0.00540017
2.3925	0.638957	0.67647	-0.36299	0.00383588
2.3925	0.522542	0.779993	-0.29293	0.00633214
2.3925	0.592719	0.693261	-0.318079	0.00428888
2.3925	0.631307	0.840245	-0.278567	0.0156942
2.3925	0.814492	0.728108	-0.365934	0.0142036
2.3925	0.96363	0.779438	-0.113474	0.0228183
2.3925	1.0483	0.801386	0.155011	0.0316943
2.3925	1.00196	0.92262	0.396465	0.0449946
2.3925	1.00381	0.827239	0.115788	0.024608
2.3925	0.829897	0.721523	-0.381611	0.0103991
2.3925	0.679536	0.807404	-0.318422	0.00915165
2.3925	0.876032	0.949734	0.0848697	0.0395976
2.3925	0.925541	1.05362	0.61852	0.0472394
2.3925	0.821526	1.03853	0.258919	0.0456756
2.3925	0.744841	1.01202	0.0194667	0.0335418
2.3925	0.69213	0.93146	-0.182455	0.0202786
2.3925	0.568675	0.940958	-0.185555	0.0233575
2.3925	0.385731	0.94168	-0.257173	0.00938472
2.3925	0.33084	0.889596	-0.245262	0.00684296
2.3925	0.44027	0.963508	-0.260127	0.00985046
2.385	0.517552	1.09217	-0.0340659	0.026579
2.385	0.714823	1.19788	0.710848	0.0885958
2.385	0.535987	1.10302	0.0155203	0.0343771
2.385	0.57576	0.95325	-0.216705	0.0184297
2.385	0.752678	0.88139	-0.197204	0.0182472
2.385	0.840194	0.985141	0.161608	0.0433748
2.385	0.709168	0.955975	-0.110667	0.0231997
2.385	0.666224	0.899145	-0.226612	0.0174787
2.385	0.794884	0.9827	0.0367035	0.029373
2.385	0.922452	1.01305	0.481432	0.0464676
2.385	0.922452	1.01305	0.481432	0.0464676
2.385	0.936385	1.13064	1.04407	0.0795765
2.385	0.919961	1.05674	0.56074	0.0540254
2.385	1.11257	1.15344	2.19982	0.101735
2.385	1.10484	1.29783	3.07593	0.155158
2.385	1.06696	1.18951	1.95488	0.1039
2.385	1.26567	1.07062	2.95132	0.128952
2.385	1.08796	0.971834	0.982111	0.0652936
2.385	0.991789	0.92726	0.325849	0.0375528
2.385	0.93158	0.966407	0.363614	0.0475079
2.385	1.0727	0.918693	0.658292	0.0469402
2.385	1.25402	0.813499	1.25224	0.0530415
2.385	1.07697	0.940397	0.792455	0.0565285
2.385	1.06267	0.8455	0.374795	0.0360634
2.385	1.09773	0.828856	0.472761	0.0483886
2.385	0.97365	0.960082	0.484907	0.0451892
2.385	0.965161	0.908476	0.282963	0.0366949
2.385	0.981312	0.987263	0.534702	0.0494392
2.385	0.981312	0.987263	0.534702	0.0494392
2.385	1.15424	1.05887	1.86539	0.0958118
2.385	1.15424	1.05887	1.86539	0.0958118
2.385	1.29012	1.07905	3.21552	0.143798
2.385	1.44159	0.989873	4.06442	0.114637
2.385	1.27894	1.01737	2.73129	0.129662
2.385	1.1601	0.952168	1.32872	0.0666329
2.385	1.15604	0.934111	1.13433	0.0577752
2.385	1.17912	0.85632	0.95897	0.052074
2.385	1.16447	0.875585	0.982552	0.0521743
2.385	1.3195	0.830079	1.72123	0.0597842
2.385	1.3195	0.830079	1.72123	0.0597842
2.385	1.24868	0.717427	0.787373	0.0302705
2.385	1.21501	0.680022	0.53178	0.028012
2.385	1.03027	0.596551	-0.227171	0.00785011
2.385	0.892133	0.566374	-0.382603	0.0049172
2.385	0.84281	0.644189	-0.43692	0.00483712
2.385	0.772142	0.500859	-0.299199	0.00863437
2.385	0.749123	0.409172	0.169308	0.0174646
2.385	0.856693	0.36418	0.641148	0.0246514
2.385	0.683532	0.504427	-0.307548	0.00796111
2.385	0.730746	0.484433	-0.239743	0.0101028
2.385	0.626629	0.39085	0.245101	0.0174198
2.385	0.433773	0.421287	0.192287	0.00932831
2.385	0.611222	0.309214	1.4334	0.0402804
2.385	0.489019	0.376296	0.303312	0.0190472
2.385	0.587439	0.332131	0.96686	0.029029
2.385	0.587439	0.332131	0.96686	0.029029
2.385	0.410198	0.386725	0.357053	0.0131046
2.385	0.422906	0.455512	0.143619	0.00972326
2.385	0.366202	0.506659	0.196713	0.0107626
2.385	0.255724	0.413589	0.723005	0.0161731
2.385	0.134039	0.294673	2.2227	0.0492242
2.385	0.134039	0.294673	2.25054	0.041576
2.385	0.227818	0.389403	0.94081	0.0209034
2.385	0.227818	0.389403	0.94081	0.0209034
2.385	0.117825	0.491858	0.659143	0.0174691
2.385	0.117825	0.491858	0.686296	0.0202811
2.385	0.00726246	0.627997	0.271241	0.0113222
2.385	0.00726246	0.627997	0.251583	0.0121762
2.385	0.137521	0.624262	0.243023	0.0101208
2.385	0.040976	0.708199	0.0529268	0.0108286
2.385	0.154023	0.570378	0.380802	0.0125148
2.385	0.120275	0.505738	0.624027	0.0154569
2.385	0.2778	0.440083	0.545553	0.0147013
2.385	0.250372	0.547261	0.306838	0.0122851
2.385	0.231359	0.566168	0.307796	0.011389
2.385	0.100676	0.614157	0.257271	0.0112174
2.385	0.29502	0.729487	-0.0779771	0.00776361
2.385	0.11138	0.857528	-0.189488	0.00662836
2.385	0.269442	0.919311	-0.247458	0.00678269
2.385	0.261015	0.877605	-0.205458	0.00880308
2.385	0.298735	1.00766	-0.244258	0.0129075
2.385	0.306455	1.01842	-0.248285	0.0109872
2.385	0.119394	1.0205	-0.263147	0.00852058
2.385	0.0298672	1.0994	-0.191314	0.0205088
2.385	0.0298672	1.0994	-0.215265	0.0158072
2.385	0.127063	1.01401	-0.23591	0.0139033
2.385	0.305058	1.06107	-0.196457	0.0170342
2.385	0.445052	0.974598	-0.239857	0.012843
2.385	0.248359	1.0343	-0.228665	0.0149702
2.385	0.386298	1.14367	-0.0574916	0.0312555
2.385	0.52094	1.25934	0.382273	0.0519308
2.385	0.52094	1.25934	0.382273	0.0519308
2.385	0.406268	1.31853	0.426834	0.0515604
2.385	0.48468	1.26595	0.405993	0.0659398
2.385	0.661784	1.16142	0.337987	0.0511013
2.385	0.530076	1.18482	0.124643	0.036221
2.385	0.603604	1.2882	0.720238	0.069708
2.385	0.705991	1.19231	0.653348	0.0710039
2.385	0.572352	1.22256	0.389635	0.0543418
2.385	0.554831	1.18587	0.191008	0.0602327
2.385	0.750255	1.22599	0.761089	0.0729485
2.385	0.905351	1.13332	0.817939	0.0698891
2.385	0.81688	1.01427	0.205017	0.0383413
2.385	0.634096	0.991555	-0.107829	0.0263062
2.385	0.656335	1.11046	0.203643	0.0460075
2.385	0.459199	1.21789	0.127854	0.0414665
2.385	0.459199	1.21789	0.127854	0.0414665
2.385	0.267199	1.16379	-0.110597	0.0232323
2.385	0.180886	1.14193	-0.0948106	0.026867
2.385	0.200205	1.06497	-0.211603	0.0158335
2.385	0.310642	1.18556	0.00959937	0.0401767
2.385	0.402091	1.31377	0.440228	0.0753478
2.385	0.249762	1.24599	0.0730104	0.0393554
2.385	0.174931	1.17679	-0.0893124	0.0285048
2.385	0.16281	1.10085	-0.196813	0.0173826
2.385	0.0775953	1.04266	-0.231118	0.0118264
2.385	0.252147	1.07299	-0.229993	0.0145971
2.385	0.29604	0.937147	-0.222846	0.0146276
2.385	0.186486	0.970011	-0.244672	0.00875198
2.385	0.269192	0.946123	-0.235822	0.0177722
2.385	0.215222	0.799718	-0.14551	0.00822925
2.385	0.0634369	0.722522	0.0174966	0.00907607
2.385	0.113401	0.645773	0.174203	0.011417
2.385	0.205126	0.589755	0.248966	0.0112417
2.385	0.205126	0.589755	0.248966	0.0112417
2.385	0.305337	0.656634	0.0043531	0.00867384
2.385	0.446177	0.75635	-0.229163	0.00680923
2.385	0.485048	0.783144	-0.262321	0.00765052
2.385	0.393497	0.878509	-0.248803	0.00763812
2.385	0.225709	0.914918	-0.222243	0.00856042
2.385	0.240943	0.920855	-0.248593	0.00606053
2.385	0.0969754	0.784082	-0.0803646	0.00850479
2.385	0.179431	0.860606	-0.191235	0.00715179
2.385	0.318846	0.733361	-0.105061	0.00807154
2.385	0.459525	0.707661	-0.217006	0.00608958
2.385	0.342293	0.582574	0.0945399	0.0101236
2.385	0.45543	0.565674	-0.0721623	0.00766044
2.385	0.339729	0.431326	0.408304	0.0119142
2.385	0.337191	0.437169	0.412083	0.0127913
2.385	0.318273	0.342048	0.753015	0.0179734
2.385	0.38786	0.387956	0.3932	0.0118521
2.385	0.223493	0.351069	1.15822	0.0245171
2.385	0.351009	0.269554	1.3288	0.0419858
2.385	0.361026	0.269937	1.34084	0.0369266
2.385	0.472949	0.38193	0.27661	0.016459
2.385	0.504953	0.266167	2.31778	0.0572813
2.385	0.645945	0.404878	0.153763	0.0171051
2.385	0.818942	0.328833	1.15277	0.0331424
2.385	0.862928	0.300723	1.48934	0.0394769
2.385	0.862928	0.300723	1.48934	0.0394769
2.385	0.833936	0.391792	0.361717	0.0224803
2.385	0.780088	0.381301	0.465619	0.0221837
2.385	0.780088	0.381301	0.465619	0.0221837
2.385	0.772068	0.323449	1.20074	0.0338683
2.385	0.772068	0.323449	1.20074	0.0338683
2.385	0.772068	0.323449	1.20074	0.0338683
2.385	0.772068	0.323449	1.20074	0.0338683
2.385	0.742377	0.30789	1.44439	0.0406207
2.385	0.742377	0.30789	1.44439	0.0406207
2.385	0.561373	0.203427	5.42639	0.0938329
2.385	0.561373	0.203427	5.36596	0.0908104
2.385	0.561373	0.203427	5.46783	0.0979165
2.385	0.561373	0.203427	5.21907	0.108689
2.385	0.561373	0.203427	5.30902	0.101604
2.385	0.682114	0.215506	4.50445	0.0932686
2.385	0.839681	0.229416	3.55599	0.0833088
2.385	0.839681	0.229416	3.5837	0.0858722
2.385	0.839681	0.229416	3.58722	0.0800128
2.385	0.839681	0.229416	3.54813	0.0832254
2.385	0.942591	0.3469	0.808437	0.027858
2.385	0.917135	0.331788	1.04387	0.029456
2.385	0.851612	0.330998	1.13654	0.0308963
2.385	0.793504	0.363171	0.6617	0.024481
2.385	0.729947	0.359579	0.712809	0.0278154
2.385	0.687837	0.502918	-0.294294	0.00811901
2.385	0.706324	0.407953	0.182021	0.0187017
2.385	0.758066	0.28884	1.86062	0.0475658
2.385	0.706508	0.341616	0.924578	0.0315146
2.385	0.702471	0.433872	-0.00434472	0.0154311
2.385	0.634191	0.330032	1.03517	0.0342121
2.385	0.7592	0.37787	0.477581	0.0235637
2.385	0.700121	0.503509	-0.298205	0.00929175
2.385	0.700544	0.588456	-0.399778	0.00366457
2.385	0.518436	0.661952	-0.241133	0.00588442
2.385	0.524326	0.524973	-0.155437	0.00793649
2.385	0.383811	0.657175	-0.0941371	0.00817708
2.385	0.504326	0.761661	-0.263066	0.00727311
2.385	0.392386	0.672991	-0.0999548	0.00771918
2.385	0.204578	0.579413	0.284502	0.0125576
2.385	0.0867296	0.439153	1.03109	0.0229534
2.385	0.0553812	0.511803	0.668681	0.0162881
2.385	0.225576	0.394651	0.91428	0.0209792
2.385	0.306398	0.393409	0.611932	0.0145262
2.385	0.325735	0.530473	0.223101	0.0105257
2.385	0.259572	0.592546	0.196871	0.0102868
2.385	0.188917	0.736958	-0.0412277	0.00847609
2.385	0.0770789	0.858727	-0.188059	0.0066084
2.385	0.159052	0.900933	-0.236286	0.00622381
2.385	0.334916	0.781723	-0.176748	0.00737896
2.385	0.286239	0.799059	-0.174335	0.00738238
2.3775	0.445783	0.765995	-0.232385	0.00600638
2.3775	0.44097	0.685507	-0.165052	0.00628638
2.3775	0.515145	0.638991	-0.215579	0.00589677
2.3775	0.411358	0.680265	-0.133753	0.00797431
2.3775	0.482355	0.566894	-0.112955	0.00671149
2.3775	0.444014	0.457795	0.106741	0.0087253
2.3775	0.245416	0.408571	0.787707	0.0165171
2.3775	0.222887	0.543189	0.374829	0.0119578
2.3775	0.338821	0.398727	0.511636	0.0129658
2.3775	0.401104	0.423499	0.271729	0.011043
2.3775	0.506341	0.394209	0.192233	0.0143344
2.3775	0.506341	0.394209	0.192233	0.0143344
2.3775	0.6867	0.395154	0.287161	0.0189101
2.3775	0.6867	0.395154	0.287161	0.0189101
2.3775	0.790051	0.450659	-0.0615101	0.0138576
2.3775	0.790051	0.450659	-0.0615101	0.0138576
2.3775	0.841337	0.459092	-0.104441	0.0119953
2.3775	0.917218	0.480353	-0.15252	0.0102396
2.3775	0.818992	0.509775	-0.311419	0.00740036
2.3775	1.01276	0.635445	-0.23476	0.0119027
2.3775	1.01276	0.635445	-0.23476	0.0119027
2.3775	1.19066	0.526477	0.203071	0.0102282
2.3775	1.09318	0.440842	0.176779	0.0112299
2.3775	1.18888	0.315874	1.22606	0.032835
2.3775	1.10998	0.274596	1.94434	0.0599025
2.3775	1.10998	0.274596	1.96415	0.0534407
2.3775	1.03338	0.33441	0.918802	0.0317052
2.3775	0.84518	0.229021	3.54667	0.0872319
2.3775	0.84518	0.229021	3.54163	0.080016
2.3775	0.84518	0.229021	3.45379	0.0878579
2.3775	0.8971	0.330184	1.00805	0.0323738
2.3775	0.898081	0.443513	0.0150742	0.0144056
2.3775	0.900168	0.491112	-0.194928	0.00990471
2.3775	0.942911	0.541304	-0.307066	0.00594483
2.3775	0.766231	0.561464	-0.414385	0.00505303
2.3775	0.910171	0.467566	-0.114506	0.0119489
2.3775	0.893972	0.473578	-0.136905	0.0123325
2.3775	0.762092	0.47698	-0.220463	0.0105279
2.3775	0.726678	0.53203	-0.37223	0.00650488
2.3775	0.762817	0.425551	0.0811019	0.0174442
2.3775	0.739529	0.538172	-0.377167	0.00602642
2.3775	0.851373	0.640763	-0.42636	0.00545424
2.3775	0.936139	0.665458	-0.321023	0.0119965
2.3775	0.973353	0.612578	-0.328201	0.00736621
2.3775	0.952296	0.688438	-0.295357	0.0120046
2.3775	1.04273	0.609511	-0.203204	0.0080211
2.3775	1.0489	0.575617	-0.180554	0.00727357
2.3775	0.850921	0.665358	-0.419566	0.00750891
2.3775	0.965859	0.523324	-0.252814	0.00564841
2.3775	0.963286	0.519497	-0.238018	0.00547024
2.3775	0.963286	0.519497	-0.238018	0.00547024
2.3775	0.94356	0.49498	-0.201115	0.00772639
2.3775	0.997531	0.466285	-0.0251438	0.00967185
2.3775	0.997531	0.466285	-0.0251438	0.00967185
2.3775	0.864809	0.428738	0.0921159	0.0153166
2.3775	0.843504	0.348411	0.859565	0.0308534
2.3775	0.753686	0.440151	-0.00660953	0.0140155
2.3775	0.554318	0.437084	-0.0294419	0.0119495
2.3775	0.648361	0.33542	0.98459	0.0296618
2.3775	0.587889	0.422594	0.0105814	0.0130318
2.3775	0.64081	0.570187	-0.339348	0.00487239
2.3775	0.823872	0.684449	-0.413605	0.00701647
2.3775	0.938133	0.559275	-0.341209	0.00443499
2.3775	0.90902	0.498334	-0.225348	0.0083612
2.3775	0.887839	0.529928	-0.337784	0.00590214
2.3775	0.957917	0.55396	-0.306165	0.00460656
2.3775	0.855702	0.666128	-0.417385	0.00664596
2.3775	0.756262	0.641634	-0.435466	0.00401406
2.3775	0.660289	0.495208	-0.268383	0.00783509
2.3775	0.491182	0.41952	0.103686	0.0124734
2.3775	0.466673	0.316831	0.811094	0.0297019
2.3775	0.376157	0.246606	2.04899	0.0577801
2.3775	0.436109	0.38648	0.303169	0.0136989
2.3775	0.608127	0.434726	-0.0328723	0.0124073
2.3775	0.608127	0.434726	-0.0328723	0.0124073
2.3775	0.608127	0.434726	-0.0328723	0.0124073
2.3775	0.747892	0.434846	-0.025764	0.0171666
2.3775	0.627919	0.584029	-0.346321	0.00472615
2.3775	0.482021	0.483472	-0.0258143	0.00954135
2.3775	0.383739	0.579414	0.0351235	0.00929591
2.3775	0.3382	0.532652	0.196366	0.0103054
2.3775	0.349044	0.493316	0.241464	0.0123113
2.3775	0.521851	0.345006	0.628849	0.0247699
2.3775	0.600243	0.469096	-0.166895	0.0113663
2.3775	0.612768	0.403707	0.138305	0.0179603
2.3775	0.447554	0.30341	0.999318	0.0346224
2.3775	0.447554	0.30341	1.02087	0.0362738
2.3775	0.546134	0.38929	0.221784	0.0139132
2.3775	0.565864	0.308436	1.38715	0.0362669
2.3775	0.565864	0.308436	1.38715	0.0362669
2.3775	0.536617	0.388342	0.240181	0.0171686
2.3775	0.597191	0.525495	-0.253593	0.00740609
2.3775	0.673776	0.512003	-0.314459	0.00749595
2.3775	0.601845	0.438825	-0.0366274	0.0123444
2.3775	0.491273	0.577084	-0.127833	0.00692167
2.3775	0.639968	0.719371	-0.363549	0.00502275
2.3775	0.828738	0.762181	-0.325673	0.0106615
2.3775	0.774232	0.881249	-0.148323	0.0228743
2.3775	0.93509	0.804383	-0.0561099	0.0286853
2.3775	1.09307	0.706113	0.102942	0.022636
2.3775	1.14	0.793268	0.45102	0.034714
2.3775	1.03769	0.891422	0.4111	0.0388575
2.3775	0.995568	0.882625	0.241507	0.0371483
2.3775	0.92928	1.03144	0.63522	0.0586835
2.3775	0.739093	1.11465	0.27471	0.0451917
2.3775	0.782556	1.18196	0.671912	0.0601472
2.3775	0.692522	1.26939	0.827347	0.0787962
2.3775	0.762338	1.26117	1.09532	0.105227
2.3775	0.762338	1.26117	1.09532	0.105227
2.3775	0.597746	1.31156	0.875436	0.0840263
2.3775	0.585561	1.4184	1.36792	0.121326
2.3775	0.516597	1.40676	1.0938	0.0821024
2.3775	0.621377	1.32212	0.960862	0.094863
2.3775	0.557149	1.17908	0.258886	0.0533008
2.3775	0.489561	1.11379	-0.0374407	0.0252835
2.3775	0.687412	0.989432	-0.065979	0.0228629
2.3775	0.840622	1.10239	0.472091	0.053745
2.3775	1.00261	1.04729	0.946073	0.0689773
2.3775	0.911312	1.11366	0.879363	0.0616559
2.3775	0.836803	1.07021	0.493858	0.0629286
2.3775	0.7592	1.069	0.271157	0.0443979
2.3775	0.877006	1.07662	0.564179	0.059941
2.3775	0.84688	1.02496	0.369669	0.052879
2.3775	0.812635	1.00383	0.186575	0.0389137
2.3775	0.851267	0.953139	0.0324455	0.0261146
2.3775	0.877648	1.02748	0.368992	0.0486889
2.3775	1.05006	1.02459	1.09417	0.0608347
2.3775	0.942396	1.10831	0.949312	0.0742779
2.3775	1.05643	0.966115	0.849401	0.0574321
2.3775	1.24154	0.983733	2.2546	0.0888132
2.3775	1.25288	0.93428	1.80721	0.0729949
2.3775	1.28188	0.824921	1.55951	0.0578658
2.3775	1.18024	0.920766	1.29801	0.0736412
2.3775	1.18024	0.920766	1.29801	0.0736412
2.3775	1.04502	1.06657	1.27411	0.0825038
2.3775	0.944796	1.07584	0.778547	0.0643439
2.3775	0.832529	1.06573	0.334065	0.045219
2.3775	0.677433	1.19687	0.513071	0.0537371
2.3775	0.826408	1.2483	1.09508	0.0864538
2.3775	0.826408	1.2483	1.09508	0.0864538
2.3775	0.955144	1.2407	1.73864	0.102039
2.3775	0.758289	1.3824	1.62925	0.119931
2.3775	0.758289	1.3824	1.62925	0.119931
2.3775	0.788195	1.30678	1.53351	0.144866
2.3775	0.68642	1.27834	0.83013	0.101541
2.3775	0.616782	1.229	0.594223	0.0644797
2.3775	0.703827	1.09691	0.141874	0.0429951
2.3775	0.897087	1.0025	0.346688	0.0380672
2.3775	0.897087	1.0025	0.346688	0.0380672
2.3775	1.01739	0.901862	0.380704	0.0447538
2.3775	1.03832	0.831351	0.166088	0.0309176
2.3775	1.03832	0.831351	0.166088	0.0309176
2.3775	1.04632	0.960125	0.671915	0.0445716
2.3775	0.902451	0.857666	-0.00774254	0.0320089
2.3775	0.719133	0.860886	-0.277353	0.0162593
2.3775	0.91828	0.977778	0.350085	0.0425375
