TEMP:	MU:	SIGMA:	H:	ERROR:
1.2825	0.749165	0.728801	-0.380067	0.00760399
1.2825	0.67134	0.830355	-0.302658	0.0116625
1.2825	0.73041	0.714269	-0.393355	0.00504825
1.2825	0.582434	0.822098	-0.29367	0.012116
1.2825	0.531057	0.892434	-0.273261	0.00988484
1.2825	0.718708	1.01337	0.0445337	0.0300796
1.2825	0.6187	1.16092	0.31122	0.0656388
1.2825	0.420064	1.30081	0.477043	0.0570611
1.2825	0.420064	1.30081	0.477043	0.0570611
1.2825	0.428925	1.26904	0.353709	0.0531548
1.2825	0.411893	1.41077	0.952498	0.0988216
1.2825	0.358933	1.41284	0.864894	0.0781504
1.2825	0.250106	1.42499	0.65375	0.0698954
1.2825	0.124178	1.41432	0.600475	0.0591713
1.2825	0.124178	1.41432	0.600475	0.0591713
1.2825	0.124178	1.41432	0.638412	0.0724853
1.2825	0.124178	1.41432	0.638412	0.0724853
1.2825	0.000393563	1.49482	0.925309	0.0925064
1.2825	0.000393563	1.49482	0.925309	0.0925064
1.2825	0.0797258	1.4019	0.570581	0.0691726
1.2825	0.1217	1.4605	1.10983	0.10283
1.2825	0.109964	1.55187	1.43641	0.136915
1.2825	0.16538	1.54381	1.45161	0.104312
1.2825	0.156371	1.57767	1.77045	0.116767
1.2825	0.287109	1.5394	1.49513	0.114751
1.2825	0.112124	1.60499	1.9689	0.150581
1.2825	0.112124	1.60499	1.9264	0.184825
1.2825	0.112124	1.60499	1.9264	0.184825
1.2825	0.0675845	1.49726	1.1806	0.112534
1.2825	0.0675845	1.49726	1.29546	0.12527
1.2825	0.261582	1.62708	2.00515	0.116459
1.2825	0.261582	1.62708	2.00515	0.116459
1.2825	0.385547	1.52965	1.75516	0.145919
1.2825	0.21987	1.61958	2.09249	0.179162
1.2825	0.152337	1.50287	1.16063	0.107657
1.2825	0.152337	1.50287	1.05662	0.0922102
1.2825	0.0167526	1.47259	0.906588	0.0886995
1.2825	0.0167526	1.47259	0.879109	0.0807971
1.2825	0.0428018	1.33946	0.381581	0.0556639
1.2825	0.0644915	1.4894	0.995784	0.089916
1.2825	0.244554	1.45964	1.05245	0.0990321
1.2825	0.262422	1.44341	0.896042	0.0928207
1.2825	0.16119	1.35911	0.495914	0.0591458
1.2825	0.0149962	1.29937	0.21414	0.0588844
1.2825	0.0149962	1.29937	0.138783	0.0459434
1.2825	0.0917212	1.37909	0.44739	0.0554656
1.2825	0.167432	1.35984	0.466357	0.10452
1.2825	0.337515	1.33928	0.478767	0.0758109
1.2825	0.387578	1.41825	0.870041	0.0858428
1.2825	0.387578	1.41825	0.870041	0.0858428
1.2825	0.479464	1.37825	0.884469	0.0910697
1.2825	0.665465	1.36473	1.22423	0.106726
1.2825	0.740745	1.27831	0.937293	0.0809362
1.2825	0.598184	1.37349	1.05986	0.101339
1.2825	0.63729	1.45387	1.66431	0.110049
1.2825	0.757072	1.34437	1.51374	0.130349
1.2825	0.627435	1.2426	0.543579	0.0673374
1.2825	0.700953	1.15733	0.447985	0.0650529
1.2825	0.653965	1.08727	0.136626	0.0371573
1.2825	0.759832	1.06883	0.216057	0.0398244
1.2825	0.682629	0.924942	-0.156476	0.0186975
1.2825	0.786004	1.0166	0.174481	0.0399738
1.2825	0.650495	1.02109	-0.0687866	0.0241587
1.2825	0.768444	1.00363	0.0384259	0.0319248
1.2825	0.768444	1.00363	0.0384259	0.0319248
1.2825	0.776912	0.976973	0.00705901	0.0333353
1.2825	0.642601	1.09586	0.107443	0.0386757
1.2825	0.757117	1.17544	0.600831	0.0623639
1.2825	0.760825	1.16135	0.586237	0.0610328
1.2825	0.593544	1.02754	-0.100726	0.0317601
1.2825	0.560358	1.09446	-0.0527952	0.0296876
1.2825	0.505071	1.07624	-0.100205	0.0292677
1.2825	0.663634	0.938576	-0.184961	0.0209234
1.2825	0.708343	0.804293	-0.330839	0.0100624
1.2825	0.837694	0.948325	0.107778	0.0374708
1.2825	0.881216	0.995422	0.321333	0.0384492
1.2825	0.750964	0.912706	-0.138715	0.0218634
1.2825	0.804129	0.945114	-0.0284431	0.0233504
1.2825	0.804129	0.945114	-0.0284431	0.0233504
1.2825	0.804129	0.945114	-0.0284431	0.0233504
1.2825	0.804129	0.945114	-0.0284431	0.0233504
1.2825	0.996081	0.966861	0.632211	0.058759
1.2825	1.0468	0.92845	0.670792	0.0544268
1.2825	1.03227	0.78845	0.114324	0.0310068
1.2825	0.968527	0.772135	-0.104266	0.0234904
1.2825	1.15189	0.899958	1.06461	0.0552003
1.2825	1.00575	0.774804	-0.0529156	0.0201626
1.2825	0.80902	0.647273	-0.442561	0.00441426
1.2825	0.747738	0.642061	-0.433093	0.00321444
1.2825	0.822389	0.702918	-0.382988	0.0101623
1.2825	0.799609	0.563887	-0.423233	0.0042151
1.2825	0.624944	0.654906	-0.339063	0.00458009
1.2825	0.642579	0.559045	-0.333546	0.00544432
1.2825	0.702438	0.433314	-0.0374543	0.014267
1.2825	0.746863	0.343137	0.960046	0.0304216
1.2825	0.637523	0.437862	-0.0600456	0.0140508
1.2825	0.568887	0.45439	-0.0907115	0.0111148
1.2825	0.568887	0.45439	-0.0907115	0.0111148
1.2825	0.467952	0.504237	-0.0283203	0.00800505
1.2825	0.502951	0.517143	-0.108192	0.00709758
1.2825	0.687283	0.620293	-0.397895	0.00361268
1.2825	0.569279	0.721014	-0.30349	0.00588043
1.2825	0.6514	0.7986	-0.324893	0.00940415
1.2825	0.655092	0.846154	-0.288137	0.0114924
1.2825	0.586356	0.946567	-0.235418	0.0127325
1.2825	0.472488	0.97804	-0.192781	0.0194602
1.275	0.496187	0.867393	-0.261491	0.0105137
1.275	0.671786	0.86442	-0.253176	0.0170943
1.275	0.544867	0.868699	-0.267092	0.011284
1.275	0.730335	0.825181	-0.297707	0.0127044
1.275	0.915322	0.954958	0.251659	0.0360241
1.275	0.915322	0.954958	0.251659	0.0360241
1.275	0.919265	0.990668	0.321416	0.0364491
1.275	1.0165	0.920569	0.475929	0.0509618
1.275	0.895518	1.05044	0.56327	0.0510442
1.275	0.754468	0.923704	-0.117127	0.0244925
1.275	0.607833	0.83718	-0.283329	0.0110727
1.275	0.60647	0.88019	-0.291771	0.0109101
1.275	0.475903	0.925252	-0.254015	0.0101916
1.275	0.316238	0.842833	-0.214473	0.00624653
1.275	0.26445	0.816331	-0.18245	0.00662688
1.275	0.315982	0.752956	-0.144389	0.00796911
1.275	0.144808	0.785829	-0.0958957	0.00755516
1.275	0.296513	0.920358	-0.253662	0.00739604
1.275	0.195599	0.91821	-0.236257	0.00764194
1.275	0.319461	0.792291	-0.181586	0.00718606
1.275	0.272781	0.806071	-0.174665	0.0068362
1.275	0.35428	0.746595	-0.146812	0.00650571
1.275	0.238155	0.733683	-0.0549413	0.00791392
1.275	0.140218	0.721646	0.00450968	0.00809892
1.275	0.126683	0.764653	-0.054654	0.00840141
1.275	0.0894511	0.782403	-0.0877044	0.00808982
1.275	0.124971	0.731397	-0.00474841	0.00902376
1.275	0.124417	0.768081	-0.0802793	0.00905899
1.275	0.32391	0.83021	-0.210703	0.00682052
1.275	0.223328	0.923657	-0.241752	0.00863331
1.275	0.229454	0.878564	-0.223445	0.00725792
1.275	0.0888333	0.883791	-0.205591	0.00706998
1.275	0.0787213	0.980732	-0.253922	0.0070796
1.275	0.0787213	0.980732	-0.254591	0.00815944
1.275	0.0787213	0.980732	-0.226266	0.0133813
1.275	0.114812	0.94972	-0.23396	0.00964322
1.275	0.182119	1.04235	-0.233327	0.0118519
1.275	0.182119	1.04235	-0.233327	0.0118519
1.275	0.343617	1.02322	-0.245174	0.0100816
1.275	0.523021	0.885567	-0.272496	0.00889922
1.275	0.676785	0.807476	-0.310973	0.0100275
1.275	0.658411	0.752611	-0.356566	0.00743763
1.275	0.60632	0.665611	-0.331582	0.00455474
1.275	0.49131	0.662524	-0.20856	0.00646246
1.275	0.370867	0.693263	-0.10423	0.007687
1.275	0.347446	0.700185	-0.0856376	0.00777081
1.275	0.306242	0.660131	0.0211384	0.00867515
1.275	0.299294	0.801305	-0.172192	0.00714414
1.275	0.440854	0.68797	-0.175251	0.00584024
1.275	0.337452	0.816696	-0.196502	0.00669846
1.275	0.341889	0.916803	-0.262114	0.00721199
1.275	0.324897	0.994084	-0.259721	0.0120591
1.275	0.451945	1.11829	-0.107733	0.0234386
1.275	0.451945	1.11829	-0.107733	0.0234386
1.275	0.614051	1.00159	-0.122089	0.0286006
1.275	0.453109	0.907671	-0.252488	0.0100757
1.275	0.356001	0.929043	-0.248986	0.00844791
1.275	0.36759	1.0719	-0.191313	0.0166964
1.275	0.305699	1.00799	-0.256863	0.0106903
1.275	0.439348	0.991225	-0.243978	0.0150246
1.275	0.462255	0.933779	-0.259099	0.0112307
1.275	0.359074	0.920821	-0.260277	0.00661487
1.275	0.480525	0.778248	-0.267731	0.00659495
1.275	0.5178	0.861118	-0.278759	0.00914082
1.275	0.516572	0.981506	-0.205093	0.0158376
1.275	0.662895	0.943493	-0.171717	0.0197281
1.275	0.647992	1.0205	-0.0744735	0.0244735
1.275	0.66883	0.95703	-0.106668	0.0301241
1.275	0.652359	0.925195	-0.216658	0.0156277
1.275	0.652359	0.925195	-0.216658	0.0156277
1.275	0.63276	0.811137	-0.303545	0.00864389
1.275	0.473167	0.872731	-0.267276	0.00872548
1.275	0.662904	0.955843	-0.130001	0.0237191
1.275	0.755286	0.943219	-0.0721555	0.0298701
1.275	0.634196	1.02519	-0.0142302	0.043177
1.275	0.649949	1.06671	0.0272707	0.0365952
1.275	0.70292	1.02543	-0.0148515	0.0292325
1.275	0.630368	0.977964	-0.137961	0.0273688
1.275	0.588773	1.00837	-0.160335	0.0206308
1.275	0.416793	1.06694	-0.164236	0.0196676
1.275	0.305959	1.09996	-0.134167	0.0383154
1.275	0.165415	1.00494	-0.25491	0.0100647
1.275	0.174307	0.861134	-0.192348	0.00824824
1.275	0.199615	0.968234	-0.226386	0.0104728
1.275	0.00199454	1.06071	-0.251676	0.0122315
1.275	0.00199454	1.06071	-0.2097	0.0158599
1.275	0.00199454	1.06071	-0.2097	0.0158599
1.275	0.00199454	1.06071	-0.239355	0.01664
1.275	0.188446	1.14441	-0.148336	0.0211604
1.275	0.0708396	1.02037	-0.250663	0.0121461
1.275	0.14497	1.06416	-0.266731	0.00928569
1.275	0.14497	1.06416	-0.204747	0.0174362
1.275	0.2709	0.947697	-0.259006	0.00748238
1.275	0.345591	0.878117	-0.241747	0.00690989
1.275	0.451601	0.777214	-0.234669	0.00568773
1.275	0.313036	0.706165	-0.0719752	0.00806517
1.275	0.313036	0.706165	-0.0719752	0.00806517
1.275	0.280905	0.641715	0.0623042	0.0103214
1.275	0.248624	0.670568	0.0365287	0.0101985
1.275	0.35859	0.681937	-0.0729932	0.00785018
1.275	0.378157	0.755359	-0.174364	0.00712819
1.275	0.470843	0.855026	-0.278651	0.00625474
1.275	0.515844	0.782341	-0.267073	0.00758772
1.275	0.601077	0.815239	-0.301355	0.00880231
1.275	0.549775	0.680062	-0.281689	0.00557013
1.275	0.516318	0.617673	-0.199449	0.00603637
1.275	0.513715	0.541518	-0.149149	0.00712625
1.275	0.640217	0.679006	-0.360386	0.00409938
1.275	0.508927	0.747706	-0.270438	0.00529718
1.275	0.663477	0.708655	-0.366648	0.00539738
1.275	0.666252	0.844997	-0.294417	0.00938296
1.275	0.666252	0.844997	-0.294417	0.00938296
1.275	0.606898	0.854514	-0.299229	0.00915876
1.275	0.495501	0.828327	-0.257625	0.00932657
1.275	0.390189	0.868028	-0.243532	0.00777751
1.275	0.294508	0.912721	-0.247878	0.0103497
1.275	0.480411	0.81349	-0.274003	0.00806673
1.275	0.521475	0.932954	-0.232216	0.0149355
1.275	0.331598	0.958568	-0.262681	0.0109747
1.275	0.436498	0.948586	-0.227473	0.0114337
1.275	0.551193	1.04375	-0.12605	0.0250077
1.275	0.551193	1.04375	-0.12605	0.0250077
1.275	0.536958	1.18344	0.190046	0.0437825
1.275	0.522863	1.2186	0.299229	0.052052
1.275	0.452101	1.15353	0.00372486	0.0340912
1.275	0.38066	1.25258	0.262367	0.045809
1.275	0.379213	1.30882	0.369774	0.0561481
1.275	0.51281	1.41448	1.08543	0.105125
1.275	0.317482	1.3617	0.564064	0.0554408
1.275	0.237177	1.48475	1.38942	0.176189
1.275	0.430527	1.5665	2.09784	0.160782
1.275	0.387931	1.4286	0.961575	0.0879191
1.275	0.387931	1.4286	0.961575	0.0879191
1.275	0.445393	1.36582	0.574305	0.0554677
1.275	0.26229	1.36885	0.499836	0.0697725
1.275	0.382581	1.30323	0.314623	0.052982
1.275	0.365496	1.26628	0.16879	0.0408048
1.275	0.557282	1.27181	0.562951	0.0563193
1.275	0.567323	1.42151	1.30648	0.10033
1.275	0.381139	1.4081	1.0407	0.121458
1.275	0.216954	1.45565	0.878485	0.0816783
1.275	0.21202	1.32809	0.431989	0.0644393
1.275	0.0266606	1.43434	0.782835	0.0796111
1.275	0.11156	1.31201	0.174125	0.0394595
1.275	0.261448	1.34608	0.429199	0.0493679
1.275	0.261448	1.34608	0.429199	0.0493679
1.275	0.261448	1.34608	0.429199	0.0493679
1.275	0.193878	1.44063	0.932318	0.081556
1.275	0.201198	1.47349	1.10735	0.135315
1.275	0.102595	1.60408	1.90977	0.147406
1.275	0.294765	1.572	1.66779	0.138354
1.275	0.379195	1.49806	1.40164	0.119907
1.275	0.294528	1.54718	1.57793	0.144263
1.275	0.473234	1.68476	3.412	0.206286
1.275	0.316919	1.72562	3.39812	0.261521
1.275	0.316919	1.72562	3.39812	0.261521
1.275	0.179425	1.75853	4.1503	0.317165
1.275	0.106074	1.76503	3.36949	0.212341
1.275	0.106074	1.76503	3.14446	0.19966
1.275	0.291154	1.6989	2.90935	0.185656
1.275	0.46287	1.57419	2.22786	0.178196
1.275	0.654516	1.64407	3.37365	0.227366
1.275	0.654516	1.64407	3.37365	0.227366
1.275	0.712618	1.54285	2.78992	0.179651
1.275	0.832453	1.63182	5.01589	0.392653
1.275	0.945591	1.58918	4.9716	0.375208
1.275	0.945591	1.58918	4.9716	0.375208
1.275	0.975477	1.61336	5.61956	0.362471
1.275	0.788547	1.69162	5.00714	0.29975
1.275	0.835717	1.62403	4.88271	0.340478
1.275	0.787904	1.49601	2.77476	0.205143
1.275	0.750053	1.37961	1.49386	0.105088
1.275	0.750053	1.37961	1.49386	0.105088
1.275	0.694353	1.45576	2.08319	0.131134
1.275	0.536654	1.48058	1.6814	0.151664
1.275	0.536654	1.48058	1.6814	0.151664
1.275	0.516321	1.33488	0.695733	0.0873949
1.275	0.488024	1.316	0.507767	0.0555799
1.275	0.342764	1.27025	0.184176	0.0415966
1.275	0.342764	1.27025	0.184176	0.0415966
1.275	0.499885	1.29888	0.743304	0.214198
1.275	0.477639	1.2954	0.352594	0.0475907
1.275	0.36455	1.18716	-0.0678068	0.0224811
1.275	0.283742	1.28955	0.135981	0.0381558
1.275	0.295077	1.28951	0.210317	0.0532583
1.275	0.121694	1.23604	-0.0303866	0.0299237
1.275	0.121694	1.23604	0.0250484	0.0305153
1.275	0.188707	1.15616	-0.140047	0.0273167
1.275	0.299376	1.21584	0.0919291	0.0402515
1.275	0.118381	1.21068	-0.0358447	0.0264323
1.275	0.118381	1.21068	-0.0671782	0.0244075
1.275	0.118381	1.21068	0.0551682	0.0404562
1.275	0.187888	1.25325	0.154512	0.0571106
1.275	0.351654	1.33848	0.483451	0.0764859
1.275	0.380186	1.2162	0.085624	0.0421839
1.275	0.313694	1.20888	-0.00405747	0.0245694
1.275	0.315499	1.09895	-0.122708	0.0293635
1.275	0.15238	1.09919	-0.165566	0.0242688
1.275	0.0143859	1.02492	-0.260304	0.0129217
1.275	0.0143859	1.02492	-0.236242	0.0147823
1.2675	0.0143859	1.02492	-0.246334	0.0104235
1.2675	0.0996752	0.9888	-0.232956	0.0114129
1.2675	0.0996752	0.9888	-0.226503	0.0115132
1.2675	0.198515	0.876597	-0.206597	0.00761407
1.2675	0.217661	0.837899	-0.178255	0.00737013
1.2675	0.309002	0.738756	-0.111624	0.00759659
1.2675	0.486572	0.828338	-0.280758	0.00864961
1.2675	0.577041	0.862005	-0.298952	0.00824984
1.2675	0.437055	0.95516	-0.228337	0.0177594
1.2675	0.597053	0.906821	-0.252667	0.014033
1.2675	0.578987	0.801722	-0.307742	0.00583107
1.2675	0.515241	0.7716	-0.290689	0.00710248
1.2675	0.323865	0.793623	-0.183126	0.00687746
1.2675	0.462671	0.735547	-0.232198	0.00594198
1.2675	0.662631	0.724942	-0.360858	0.00463043
1.2675	0.559172	0.651992	-0.288367	0.00501766
1.2675	0.659562	0.519025	-0.305163	0.00582964
1.2675	0.465193	0.613914	-0.129133	0.00673705
1.2675	0.464321	0.735761	-0.212966	0.00637801
1.2675	0.414849	0.869748	-0.261685	0.00842811
1.2675	0.359412	0.83147	-0.224882	0.00700837
1.2675	0.459125	0.882424	-0.252829	0.010238
1.2675	0.492534	0.748781	-0.243127	0.00694116
1.2675	0.555345	0.76056	-0.302849	0.00558181
1.2675	0.496558	0.702442	-0.250815	0.00558624
1.2675	0.324864	0.78045	-0.174206	0.00708052
1.2675	0.519419	0.65629	-0.246668	0.00592318
1.2675	0.664579	0.546808	-0.343265	0.00614637
1.2675	0.847739	0.400337	0.279918	0.0191614
1.2675	0.665252	0.495946	-0.2859	0.00840309
1.2675	0.687868	0.582882	-0.388048	0.00401551
1.2675	0.693116	0.666293	-0.396334	0.00391216
1.2675	0.587136	0.75671	-0.308309	0.0077243
1.2675	0.404682	0.692697	-0.138208	0.00693197
1.2675	0.218149	0.546629	0.362661	0.0143189
1.2675	0.29539	0.560555	0.215811	0.0106273
1.2675	0.357439	0.59557	0.0561947	0.00906912
1.2675	0.265301	0.677271	0.0360737	0.00831728
1.2675	0.398389	0.621911	-0.0517227	0.00842049
1.2675	0.454388	0.697348	-0.189934	0.00624084
1.2675	0.535352	0.787864	-0.299169	0.00560313
1.2675	0.562616	0.76351	-0.29789	0.00687674
1.2675	0.662816	0.79143	-0.318724	0.0085859
1.2675	0.627046	0.724569	-0.343073	0.00570776
1.2675	0.651448	0.587292	-0.360278	0.00405589
1.2675	0.642755	0.619003	-0.363383	0.00412855
1.2675	0.663503	0.690067	-0.370597	0.00537841
1.2675	0.553253	0.609282	-0.247503	0.00553218
1.2675	0.622006	0.619039	-0.33926	0.00435643
1.2675	0.452143	0.606088	-0.0915361	0.00616946
1.2675	0.378834	0.499267	0.183023	0.00931596
1.2675	0.398907	0.378286	0.389293	0.0144017
1.2675	0.434847	0.305078	0.911766	0.0273253
1.2675	0.257109	0.453578	0.594246	0.0158718
1.2675	0.309806	0.435915	0.489571	0.0154803
1.2675	0.12828	0.530006	0.531629	0.0151971
1.2675	0.165053	0.62615	0.200266	0.0113069
1.2675	0.165053	0.62615	0.198945	0.0105106
1.2675	0.165053	0.62615	0.192699	0.0107103
1.2675	0.301471	0.749346	-0.119776	0.0073114
1.2675	0.329469	0.755637	-0.160145	0.0068917
1.2675	0.301115	0.620021	0.0717753	0.0100516
1.2675	0.425757	0.631131	-0.110989	0.00862743
1.2675	0.237052	0.723109	-0.0515516	0.00915846
1.2675	0.147686	0.767356	-0.0756836	0.00829414
1.2675	0.250245	0.841917	-0.201264	0.00661012
1.2675	0.38534	0.988818	-0.23548	0.0137919
1.2675	0.473311	0.931584	-0.25744	0.00903142
1.2675	0.513012	1.0156	-0.155099	0.0215195
1.2675	0.70305	1.01813	-0.0328628	0.0247392
1.2675	0.782074	0.910128	-0.072616	0.0278655
1.2675	0.804141	0.896576	-0.0815578	0.0312769
1.2675	0.823833	0.93752	0.0219886	0.0316189
1.2675	0.715331	0.802378	-0.318039	0.0103298
1.2675	0.607142	0.728775	-0.330808	0.00437813
1.2675	0.636419	0.655564	-0.351754	0.00455077
1.2675	0.683495	0.676914	-0.39091	0.00387058
1.2675	0.656289	0.712498	-0.356857	0.00580254
1.2675	0.717838	0.692417	-0.405138	0.00449627
1.2675	0.575783	0.6359	-0.300074	0.00450228
1.2675	0.515249	0.50958	-0.12062	0.00721378
1.2675	0.709863	0.387683	0.362549	0.0225554
1.2675	0.672778	0.342047	0.872844	0.0296934
1.2675	0.672778	0.342047	0.872844	0.0296934
1.2675	0.829638	0.361377	0.694138	0.0274465
1.2675	0.797661	0.37713	0.4969	0.0208783
1.2675	0.860047	0.363153	0.678252	0.0288672
1.2675	1.05812	0.502503	-0.070372	0.00626725
1.2675	0.915335	0.509098	-0.248364	0.00736438
1.2675	0.915335	0.509098	-0.248364	0.00736438
1.2675	0.727945	0.55382	-0.405664	0.00468999
1.2675	0.630252	0.662962	-0.353904	0.00449428
1.2675	0.537758	0.624389	-0.236953	0.00520739
1.2675	0.450701	0.595432	-0.077512	0.00779229
1.2675	0.422561	0.710413	-0.173381	0.0070491
1.2675	0.494857	0.771029	-0.264804	0.00712193
1.2675	0.346109	0.667143	-0.0445993	0.00834929
1.2675	0.183804	0.574973	0.331383	0.0101864
1.2675	0.286679	0.494277	0.367054	0.0125568
1.2675	0.484979	0.545437	-0.0902852	0.00684038
1.2675	0.544805	0.59207	-0.225888	0.00515629
1.2675	0.498392	0.506192	-0.070001	0.00715735
1.2675	0.437529	0.58629	-0.0631809	0.00824074
1.2675	0.573033	0.438455	-0.0210772	0.0104993
1.2675	0.573033	0.438455	-0.0210772	0.0104993
1.2675	0.524603	0.538888	-0.156925	0.00617559
1.2675	0.682247	0.667701	-0.389058	0.0036766
1.2675	0.703857	0.679457	-0.39414	0.00587931
1.2675	0.578342	0.757735	-0.312409	0.00532566
1.2675	0.475749	0.751008	-0.249541	0.00574151
1.2675	0.531658	0.610317	-0.219155	0.00581552
1.2675	0.355808	0.461462	0.311181	0.0111128
1.2675	0.41075	0.569215	-0.00805045	0.00872438
1.2675	0.377474	0.4998	0.164589	0.0117131
1.2675	0.377474	0.4998	0.164589	0.0117131
1.2675	0.340659	0.441757	0.418896	0.010058
1.2675	0.340659	0.441757	0.418896	0.010058
1.2675	0.308514	0.570934	0.162465	0.0112863
1.2675	0.30425	0.706293	-0.0560674	0.00769625
1.2675	0.261336	0.604356	0.164657	0.0115823
1.2675	0.394661	0.551547	0.0623676	0.00901713
1.2675	0.425988	0.582058	-0.043982	0.00864372
1.2675	0.58232	0.463519	-0.113453	0.00869219
1.2675	0.469811	0.515642	-0.0487949	0.00843396
1.2675	0.469811	0.515642	-0.0487949	0.00843396
1.2675	0.644326	0.442413	-0.0836969	0.0133838
1.2675	0.6676	0.379901	0.380071	0.0220896
1.2675	0.811387	0.430767	0.0376674	0.0142542
1.2675	0.961706	0.335015	0.953813	0.0261233
1.2675	1.11542	0.427347	0.260574	0.0108746
1.2675	1.13438	0.568514	0.0346708	0.0101868
1.2675	0.954033	0.430135	0.12084	0.0156248
1.2675	1.00427	0.424895	0.182419	0.0108707
1.2675	0.886217	0.45305	-0.0415488	0.013272
1.2675	0.832444	0.522772	-0.341747	0.0070575
1.2675	0.721164	0.666395	-0.421637	0.00386582
1.2675	0.819341	0.718144	-0.37989	0.00868168
1.2675	0.989482	0.783359	-0.0458665	0.0277338
1.2675	1.14141	0.822199	0.686219	0.044765
1.2675	0.982025	0.722123	-0.195745	0.0140896
1.2675	0.901257	0.618164	-0.399037	0.00617828
1.2675	1.05611	0.59875	-0.171676	0.0107712
1.2675	1.17253	0.571153	0.151877	0.0121768
1.2675	1.17253	0.571153	0.151877	0.0121768
1.2675	1.06647	0.623793	-0.139078	0.0129151
1.2675	1.06647	0.623793	-0.139078	0.0129151
1.2675	1.02821	0.640542	-0.211618	0.0128918
1.2675	1.10546	0.604896	-0.0519394	0.0104513
1.2675	1.10546	0.604896	-0.0519394	0.0104513
1.2675	1.2823	0.637688	0.759124	0.0267259
1.2675	1.2823	0.637688	0.759124	0.0267259
1.2675	1.2823	0.637688	0.759124	0.0267259
1.2675	1.2823	0.637688	0.759124	0.0267259
1.2675	1.2823	0.637688	0.759124	0.0267259
1.2675	1.18071	0.54768	0.169332	0.0115571
1.2675	1.09308	0.581291	-0.0894177	0.0106461
1.2675	1.27231	0.535413	0.493016	0.0120843
1.2675	1.15673	0.578807	0.113259	0.0110094
1.2675	1.15673	0.578807	0.113259	0.0110094
1.2675	1.11549	0.483645	0.0717817	0.00786678
1.2675	1.11549	0.616812	-0.00190861	0.0151645
1.2675	1.11549	0.616812	-0.00190861	0.0151645
1.2675	1.1647	0.549886	0.113304	0.00959055
1.2675	1.06792	0.461335	0.0900797	0.0100307
1.2675	1.06792	0.461335	0.0900797	0.0100307
1.2675	0.995464	0.548298	-0.253196	0.00475524
1.2675	1.05242	0.525563	-0.120576	0.0057175
1.2675	0.949397	0.599696	-0.347503	0.00544278
1.2675	0.949397	0.599696	-0.347503	0.00544278
1.2675	1.10913	0.614084	-0.0363782	0.0126149
1.2675	1.03547	0.604058	-0.211801	0.00989342
1.2675	1.03547	0.604058	-0.211801	0.00989342
1.2675	1.03547	0.604058	-0.211801	0.00989342
1.2675	0.99792	0.580297	-0.2621	0.00740793
1.2675	0.849815	0.654453	-0.426017	0.00605746
1.2675	0.827193	0.506725	-0.297502	0.008749
1.2675	0.827193	0.506725	-0.297502	0.008749
1.2675	0.977995	0.497498	-0.15867	0.00740492
1.2675	0.874915	0.576343	-0.410632	0.00407095
1.2675	1.02453	0.46649	-0.00967479	0.00949632
1.2675	1.19626	0.609345	0.263215	0.0179349
1.2675	1.09838	0.592665	-0.0690253	0.0132291
1.2675	1.0045	0.492659	-0.116073	0.00708439
1.2675	0.890811	0.422855	0.150957	0.0151717
1.2675	0.828158	0.389996	0.335897	0.0236761
1.2675	0.828158	0.389996	0.335897	0.0236761
1.2675	1.02753	0.354635	0.733831	0.0245846
1.2675	1.02753	0.354635	0.733831	0.0245846
1.2675	1.02753	0.354635	0.733831	0.0245846
1.2675	1.12184	0.39274	0.446798	0.013993
1.2675	1.05699	0.450103	0.106111	0.0102046
1.2675	1.10804	0.541679	-0.0266029	0.00741984
1.2675	1.07673	0.502821	-0.0338532	0.00677039
1.2675	0.984936	0.533983	-0.234901	0.00572228
1.2675	0.984936	0.533983	-0.234901	0.00572228
1.2675	0.848696	0.67537	-0.409449	0.00683636
1.2675	0.848696	0.67537	-0.409449	0.00683636
1.2675	0.714962	0.684448	-0.401414	0.00424065
1.2675	0.740981	0.579771	-0.425159	0.00338777
1.2675	0.594785	0.517813	-0.239262	0.00761528
1.26	0.746576	0.381472	0.419721	0.0241218
1.26	0.746576	0.381472	0.419721	0.0241218
1.26	0.746576	0.381472	0.419721	0.0241218
1.26	0.917752	0.376991	0.483692	0.0218973
1.26	0.917752	0.376991	0.483692	0.0218973
1.26	0.788124	0.506454	-0.313853	0.00816016
1.26	0.832015	0.64207	-0.440619	0.00553827
1.26	0.658188	0.693938	-0.36776	0.00477238
1.26	0.739891	0.71764	-0.393144	0.0052102
1.26	0.885447	0.775266	-0.24327	0.0175192
1.26	0.948679	0.848149	0.0866052	0.0334592
1.26	0.996269	0.723514	-0.159091	0.0160982
1.26	0.937425	0.670961	-0.344652	0.010522
1.26	1.12137	0.592079	-0.0166512	0.0115338
1.26	1.12137	0.592079	-0.0166512	0.0115338
1.26	0.967052	0.456774	-0.0111856	0.0102053
1.26	0.932178	0.509473	-0.242721	0.0068863
1.26	0.778451	0.655494	-0.434324	0.00347965
1.26	0.629391	0.614842	-0.352205	0.00417617
1.26	0.824404	0.557302	-0.406405	0.00483629
1.26	1.00293	0.694475	-0.191962	0.0144061
1.26	0.964134	0.683435	-0.279444	0.0138108
1.26	0.938084	0.763488	-0.214317	0.0159137
1.26	0.994869	0.773952	-0.0838356	0.0238008
1.26	0.848837	0.782708	-0.276806	0.0145151
1.26	0.819669	0.841946	-0.190694	0.0241612
