#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
       14733     1.60396     1.62296 0.000879851
       14734     1.59907     1.62296 0.000879793
       14735     1.59413     1.62296 0.000879736
       14736     1.58914     1.62295 0.000879679
       14737      1.5841     1.62295 0.000879623
       14738     1.57902     1.62295 0.000879569
       14739     1.57391     1.62294 0.000879515
       14740     1.56876     1.62294 0.000879463
       14741      1.5636     1.62294 0.000879413
       14742     1.55842     1.62293 0.000879364
       14743     1.55324     1.62293 0.000879317
       14744     1.54808     1.62292 0.000879272
       14745     1.54295     1.62292 0.000879229
       14746     1.53787     1.62291 0.000879188
       14747     1.53286     1.62291  0.00087915
       14748     1.52794      1.6229 0.000879114
       14749     1.52314     1.62289  0.00087908
       14750      1.5185     1.62288 0.000879049
       14751     1.51404     1.62288 0.000879021
       14752      1.5098     1.62287 0.000878995
       14753     1.50581     1.62286 0.000878971
       14754     1.50212     1.62285 0.000878949
       14755     1.49876     1.62285  0.00087893
       14756     1.49578     1.62284 0.000878913
       14757     1.49322     1.62283 0.000878897
       14758     1.49111     1.62282 0.000878883
       14759     1.48948     1.62281  0.00087887
       14760     1.48838      1.6228 0.000878857
       14761     1.48782     1.62279 0.000878845
       14762     1.48782     1.62278 0.000878833
       14763      1.4884     1.62277 0.000878821
       14764     1.48955     1.62276 0.000878808
       14765     1.49127     1.62276 0.000878793
       14766     1.49355     1.62275 0.000878777
       14767     1.49634     1.62274  0.00087876
       14768     1.49962     1.62273  0.00087874
       14769     1.50335     1.62272 0.000878717
       14770     1.50746     1.62271 0.000878692
       14771     1.51189     1.62271 0.000878665
       14772     1.51658      1.6227 0.000878635
       14773     1.52145     1.62269 0.000878602
       14774     1.52644     1.62269 0.000878567
       14775     1.53148     1.62268 0.000878529
       14776      1.5365     1.62267 0.000878489
       14777     1.54143     1.62267 0.000878447
       14778     1.54621     1.62266 0.000878402
       14779     1.55078     1.62266 0.000878356
       14780     1.55509     1.62265 0.000878309
       14781     1.55909     1.62265  0.00087826
       14782     1.56274     1.62265  0.00087821
       14783     1.56602     1.62264 0.000878159
       14784     1.56889     1.62264 0.000878107
       14785     1.57134     1.62263 0.000878055
       14786     1.57334     1.62263 0.000878001
       14787      1.5749     1.62263 0.000877948
       14788       1.576     1.62262 0.000877894
       14789     1.57665     1.62262  0.00087784
       14790     1.57686     1.62262 0.000877787
       14791     1.57662     1.62262 0.000877733
       14792     1.57595     1.62261 0.000877679
       14793     1.57487     1.62261 0.000877626
       14794      1.5734     1.62261 0.000877573
       14795     1.57155      1.6226  0.00087752
       14796     1.56934      1.6226 0.000877468
       14797      1.5668      1.6226 0.000877417
       14798     1.56395     1.62259 0.000877367
       14799     1.56083     1.62259 0.000877317
       14800     1.55746     1.62258 0.000877269
       14801     1.55386     1.62258 0.000877222
       14802     1.55008     1.62257 0.000877176
       14803     1.54614     1.62257 0.000877132
       14804     1.54207     1.62256  0.00087709
       14805     1.53792     1.62256 0.000877049
       14806     1.53372     1.62255 0.000877011
       14807     1.52951     1.62254 0.000876974
       14808     1.52531     1.62254 0.000876939
       14809     1.52118     1.62253 0.000876907
       14810     1.51715     1.62252 0.000876876
       14811     1.51326     1.62252 0.000876848
       14812     1.50955     1.62251 0.000876822
       14813     1.50605      1.6225 0.000876798
       14814     1.50281     1.62249 0.000876776
       14815     1.49986     1.62248 0.000876756
       14816     1.49723     1.62248 0.000876738
       14817     1.49497     1.62247 0.000876721
       14818     1.49308     1.62246 0.000876705
       14819     1.49161     1.62245  0.00087669
       14820     1.49058     1.62244 0.000876676
       14821        1.49     1.62243 0.000876663
       14822     1.48988     1.62242 0.000876649
       14823     1.49023     1.62241 0.000876636
       14824     1.49105     1.62241 0.000876621
       14825     1.49234      1.6224 0.000876606
       14826     1.49409     1.62239  0.00087659
       14827     1.49629     1.62238 0.000876572
       14828      1.4989     1.62237 0.000876552
       14829     1.50192     1.62236 0.000876531
       14830     1.50531     1.62236 0.000876507
       14831     1.50904     1.62235 0.000876481
       14832     1.51306     1.62234 0.000876453
       14833     1.51736     1.62233 0.000876423
       14834     1.52188     1.62233  0.00087639
       14835      1.5266     1.62232 0.000876354
       14836     1.53147     1.62231 0.000876317
       14837     1.53646     1.62231 0.000876277
       14838     1.54153      1.6223 0.000876235
       14839     1.54665      1.6223  0.00087619
       14840      1.5518     1.62229 0.000876144
       14841     1.55695     1.62229 0.000876096
       14842     1.56207     1.62228 0.000876047
       14843     1.56715     1.62228 0.000875996
       14844     1.57215     1.62228 0.000875943
       14845     1.57708     1.62227 0.000875889
       14846     1.58191     1.62227 0.000875835
       14847     1.58665     1.62227 0.000875779
       14848     1.59127     1.62227 0.000875722
       14849     1.59577     1.62227 0.000875665
       14850     1.60014     1.62226 0.000875607
       14851     1.60437     1.62226 0.000875549
       14852     1.60847     1.62226 0.000875491
       14853     1.61242     1.62226 0.000875432
       14854     1.61623     1.62226 0.000875373
       14855     1.61987     1.62226 0.000875314
       14856     1.62335     1.62226 0.000875255
       14857     1.62666     1.62226 0.000875197
       14858     1.62979     1.62226 0.000875138
       14859     1.63273     1.62226 0.000875079
       14860     1.63548     1.62226 0.000875021
       14861     1.63802     1.62226 0.000874963
       14862     1.64034     1.62227 0.000874905
       14863     1.64244     1.62227 0.000874847
       14864     1.64432     1.62227 0.000874789
       14865     1.64597     1.62227 0.000874732
       14866     1.64739     1.62227 0.000874675
       14867     1.64858     1.62227 0.000874618
       14868     1.64955     1.62227 0.000874561
       14869     1.65031     1.62228 0.000874504
       14870     1.65089     1.62228 0.000874447
       14871     1.65129     1.62228 0.000874391
       14872     1.65156     1.62228 0.000874334
       14873     1.65173     1.62228 0.000874277
       14874     1.65182     1.62229 0.000874221
       14875      1.6519     1.62229 0.000874164
       14876     1.65199     1.62229 0.000874108
       14877     1.65216     1.62229 0.000874051
       14878     1.65243     1.62229 0.000873995
       14879     1.65287      1.6223 0.000873939
       14880     1.65352      1.6223 0.000873882
       14881      1.6544      1.6223 0.000873826
       14882     1.65555      1.6223 0.000873771
       14883     1.65698     1.62231 0.000873715
       14884     1.65869     1.62231  0.00087366
       14885      1.6607     1.62231 0.000873605
       14886     1.66299     1.62231  0.00087355
       14887     1.66552     1.62232 0.000873497
       14888     1.66826     1.62232 0.000873443
       14889     1.67117     1.62232 0.000873391
       14890     1.67421     1.62233 0.000873339
       14891      1.6773     1.62233 0.000873288
       14892     1.68041     1.62233 0.000873238
       14893     1.68346     1.62234 0.000873189
       14894      1.6864     1.62234 0.000873141
       14895     1.68917     1.62235 0.000873094
       14896     1.69173     1.62235 0.000873048
       14897     1.69404     1.62236 0.000873003
       14898     1.69604     1.62236 0.000872958
       14899     1.69771     1.62237 0.000872914
       14900     1.69902     1.62237 0.000872871
       14901     1.69995     1.62238 0.000872828
       14902     1.70048     1.62238 0.000872785
       14903      1.7006     1.62239 0.000872742
       14904     1.70032     1.62239 0.000872699
       14905     1.69962      1.6224 0.000872656
       14906     1.69852      1.6224 0.000872612
       14907     1.69701     1.62241 0.000872568
       14908      1.6951     1.62241 0.000872523
       14909     1.69281     1.62242 0.000872478
       14910     1.69014     1.62242 0.000872431
       14911     1.68712     1.62243 0.000872383
       14912     1.68376     1.62243 0.000872334
       14913     1.68007     1.62243 0.000872284
       14914     1.67608     1.62244 0.000872233
       14915     1.67179     1.62244 0.000872181
       14916     1.66724     1.62244 0.000872128
       14917     1.66242     1.62245 0.000872073
       14918     1.65738     1.62245 0.000872018
       14919     1.65212     1.62245 0.000871962
       14920     1.64667     1.62245 0.000871905
       14921     1.64104     1.62245 0.000871847
       14922     1.63527     1.62245 0.000871789
       14923     1.62936     1.62245 0.000871731
       14924     1.62334     1.62245 0.000871673
       14925     1.61723     1.62245 0.000871614
       14926     1.61106     1.62245 0.000871556
       14927     1.60484     1.62245 0.000871499
       14928     1.59861     1.62245 0.000871442
       14929     1.59237     1.62245 0.000871386
       14930     1.58615     1.62245 0.000871331
       14931     1.57996     1.62244 0.000871277
       14932     1.57383     1.62244 0.000871225
       14933     1.56776     1.62244 0.000871174
       14934     1.56178     1.62243 0.000871125
       14935      1.5559     1.62243 0.000871078
       14936     1.55013     1.62242 0.000871034
       14937     1.54449     1.62242 0.000870991
       14938     1.53898     1.62241  0.00087095
       14939     1.53362     1.62241 0.000870912
       14940     1.52841      1.6224 0.000870877
       14941     1.52336     1.62239 0.000870844
       14942     1.51847     1.62239 0.000870813
       14943     1.51376     1.62238 0.000870785
       14944     1.50923     1.62237  0.00087076
       14945     1.50488     1.62236 0.000870737
       14946     1.50072     1.62236 0.000870717
       14947     1.49675     1.62235 0.000870699
       14948     1.49297     1.62234 0.000870684
       14949     1.48939     1.62233 0.000870671
       14950       1.486     1.62232 0.000870661
       14951      1.4828     1.62231 0.000870653
       14952     1.47979      1.6223 0.000870647
       14953     1.47697     1.62229 0.000870643
       14954     1.47432     1.62228 0.000870641
       14955     1.47186     1.62227  0.00087064
       14956     1.46957     1.62226 0.000870642
       14957     1.46744     1.62225 0.000870645
       14958     1.46547     1.62224  0.00087065
       14959     1.46366     1.62223 0.000870657
       14960     1.46197     1.62222 0.000870664
       14961     1.46042     1.62221 0.000870673
       14962       1.459      1.6222 0.000870683
       14963     1.45768     1.62219 0.000870695
       14964     1.45647     1.62218 0.000870707
       14965     1.45534     1.62216  0.00087072
       14966     1.45431     1.62215 0.000870734
       14967     1.45334     1.62214 0.000870749
       14968     1.45245     1.62213 0.000870765
       14969      1.4516     1.62212 0.000870781
       14970     1.45081     1.62211 0.000870798
       14971     1.45006      1.6221 0.000870816
       14972     1.44935     1.62209 0.000870834
       14973     1.44867     1.62207 0.000870853
       14974     1.44801     1.62206 0.000870872
       14975     1.44738     1.62205 0.000870892
       14976     1.44677     1.62204 0.000870913
       14977     1.44617     1.62203 0.000870934
       14978      1.4456     1.62202 0.000870955
       14979     1.44505       1.622 0.000870977
       14980     1.44451     1.62199    0.000871
       14981     1.44401     1.62198 0.000871022
       14982     1.44352     1.62197 0.000871046
       14983     1.44308     1.62196 0.000871069
       14984     1.44267     1.62194 0.000871094
       14985      1.4423     1.62193 0.000871118
       14986     1.44198     1.62192 0.000871143
       14987     1.44172     1.62191 0.000871167
       14988     1.44152      1.6219 0.000871192
       14989     1.44138     1.62188 0.000871217
       14990      1.4413     1.62187 0.000871243
       14991      1.4413     1.62186 0.000871268
       14992     1.44137     1.62185 0.000871293
       14993     1.44151     1.62184 0.000871318
       14994     1.44172     1.62182 0.000871342
       14995       1.442     1.62181 0.000871367
       14996     1.44234      1.6218 0.000871391
       14997     1.44275     1.62179 0.000871415
       14998     1.44321     1.62178 0.000871438
       14999     1.44371     1.62176 0.000871461
       15000     1.44426     1.62175 0.000871483
       15001     1.44484     1.62174 0.000871505
       15002     1.44546     1.62173 0.000871526
       15003     1.44609     1.62172 0.000871546
       15004     1.44674     1.62171 0.000871566
       15005      1.4474     1.62169 0.000871585
       15006     1.44808     1.62168 0.000871604
       15007     1.44876     1.62167 0.000871622
       15008     1.44944     1.62166  0.00087164
       15009     1.45014     1.62165 0.000871657
       15010     1.45084     1.62164 0.000871673
       15011     1.45156     1.62162 0.000871688
       15012     1.45229     1.62161 0.000871703
       15013     1.45305      1.6216 0.000871717
       15014     1.45384     1.62159 0.000871731
       15015     1.45468     1.62158 0.000871744
       15016     1.45557     1.62157 0.000871756
       15017     1.45652     1.62156 0.000871767
       15018     1.45755     1.62155 0.000871777
       15019     1.45865     1.62154 0.000871787
       15020     1.45986     1.62153 0.000871795
       15021     1.46116     1.62151 0.000871803
       15022     1.46258      1.6215 0.000871809
       15023     1.46411     1.62149 0.000871814
       15024     1.46577     1.62148 0.000871817
       15025     1.46757     1.62147 0.000871819
       15026     1.46949     1.62146  0.00087182
       15027     1.47156     1.62145 0.000871819
       15028     1.47375     1.62144 0.000871817
       15029     1.47608     1.62143 0.000871812
       15030     1.47853     1.62142 0.000871806
       15031     1.48111     1.62141 0.000871798
       15032      1.4838     1.62141 0.000871788
       15033     1.48659      1.6214 0.000871776
       15034     1.48948     1.62139 0.000871762
       15035     1.49245     1.62138 0.000871747
       15036     1.49548     1.62137 0.000871729
       15037     1.49857     1.62136 0.000871709
       15038      1.5017     1.62135 0.000871687
       15039     1.50485     1.62135 0.000871664
       15040     1.50801     1.62134 0.000871639
       15041     1.51116     1.62133 0.000871611
       15042     1.51429     1.62132 0.000871582
       15043     1.51737     1.62132 0.000871552
       15044      1.5204     1.62131  0.00087152
       15045     1.52336      1.6213 0.000871486
       15046     1.52624      1.6213 0.000871451
       15047     1.52903     1.62129 0.000871415
       15048     1.53171     1.62129 0.000871377
       15049     1.53429     1.62128 0.000871339
       15050     1.53675     1.62128 0.000871299
       15051     1.53909     1.62127 0.000871258
       15052     1.54131     1.62126 0.000871216
       15053      1.5434     1.62126 0.000871174
       15054     1.54537     1.62125  0.00087113
       15055     1.54723     1.62125 0.000871086
       15056     1.54897     1.62124 0.000871042
       15057      1.5506     1.62124 0.000870997
       15058     1.55214     1.62124 0.000870951
       15059      1.5536     1.62123 0.000870905
       15060     1.55498     1.62123 0.000870858
       15061      1.5563     1.62122 0.000870811
       15062     1.55758     1.62122 0.000870763
       15063     1.55882     1.62121 0.000870715
       15064     1.56004     1.62121 0.000870667
       15065     1.56125     1.62121 0.000870618
       15066     1.56247      1.6212 0.000870569
       15067     1.56371      1.6212  0.00087052
       15068     1.56497     1.62119  0.00087047
       15069     1.56627     1.62119  0.00087042
       15070     1.56762     1.62119 0.000870369
       15071     1.56901     1.62118 0.000870318
       15072     1.57046     1.62118 0.000870267
       15073     1.57197     1.62118 0.000870216
       15074     1.57352     1.62117 0.000870164
       15075     1.57512     1.62117 0.000870111
       15076     1.57677     1.62117 0.000870059
       15077     1.57845     1.62116 0.000870005
       15078     1.58016     1.62116 0.000869952
       15079     1.58189     1.62116 0.000869898
       15080     1.58362     1.62116 0.000869844
       15081     1.58534     1.62115  0.00086979
       15082     1.58704     1.62115 0.000869735
       15083     1.58871     1.62115  0.00086968
       15084     1.59033     1.62115 0.000869625
       15085      1.5919     1.62115 0.000869569
       15086     1.59341     1.62114 0.000869513
       15087     1.59484     1.62114 0.000869458
       15088     1.59619     1.62114 0.000869402
       15089     1.59745     1.62114 0.000869345
       15090     1.59863     1.62114 0.000869289
       15091     1.59972     1.62114 0.000869233
       15092     1.60071     1.62114 0.000869176
       15093     1.60162     1.62113 0.000869119
       15094     1.60245     1.62113 0.000869063
       15095      1.6032     1.62113 0.000869006
       15096     1.60388     1.62113 0.000868949
       15097     1.60449     1.62113 0.000868892
       15098     1.60504     1.62113 0.000868835
       15099     1.60554     1.62113 0.000868778
       15100       1.606     1.62113 0.000868721
       15101     1.60641     1.62112 0.000868664
       15102     1.60679     1.62112 0.000868607
       15103     1.60715     1.62112  0.00086855
       15104     1.60748     1.62112 0.000868493
       15105     1.60778     1.62112 0.000868436
       15106     1.60807     1.62112 0.000868379
       15107     1.60833     1.62112 0.000868322
       15108     1.60857     1.62112 0.000868265
       15109     1.60877     1.62112 0.000868208
       15110     1.60894     1.62112 0.000868151
       15111     1.60907     1.62112 0.000868094
       15112     1.60915     1.62112 0.000868037
       15113     1.60917     1.62111  0.00086798
       15114     1.60913     1.62111 0.000867923
       15115     1.60901     1.62111 0.000867866
       15116     1.60879     1.62111 0.000867809
       15117     1.60848     1.62111 0.000867752
       15118     1.60805     1.62111 0.000867695
       15119     1.60751     1.62111 0.000867638
       15120     1.60683     1.62111 0.000867581
       15121     1.60602     1.62111 0.000867524
       15122     1.60507     1.62111 0.000867467
       15123     1.60397     1.62111 0.000867411
       15124      1.6027      1.6211 0.000867354
       15125     1.60128      1.6211 0.000867298
       15126     1.59969      1.6211 0.000867242
       15127     1.59795      1.6211 0.000867186
       15128     1.59604      1.6211  0.00086713
       15129     1.59399      1.6211 0.000867074
       15130     1.59179     1.62109 0.000867019
       15131     1.58945     1.62109 0.000866965
       15132     1.58699     1.62109  0.00086691
       15133     1.58441     1.62109 0.000866856
       15134     1.58174     1.62109 0.000866803
       15135       1.579     1.62108  0.00086675
       15136     1.57619     1.62108 0.000866698
       15137     1.57335     1.62108 0.000866646
       15138      1.5705     1.62107 0.000866596
       15139     1.56767     1.62107 0.000866545
       15140     1.56487     1.62107 0.000866496
       15141     1.56215     1.62106 0.000866448
       15142     1.55952     1.62106   0.0008664
       15143     1.55702     1.62105 0.000866353
       15144     1.55469     1.62105 0.000866307
       15145     1.55254     1.62104 0.000866262
       15146     1.55061     1.62104 0.000866217
       15147     1.54892     1.62104 0.000866173
       15148     1.54751     1.62103 0.000866129
       15149      1.5464     1.62103 0.000866086
       15150      1.5456     1.62102 0.000866043
       15151     1.54516     1.62102 0.000866001
       15152     1.54507     1.62101 0.000865958
       15153     1.54536     1.62101 0.000865915
       15154     1.54603       1.621 0.000865872
       15155     1.54709       1.621 0.000865829
       15156     1.54855     1.62099 0.000865785
       15157     1.55041     1.62099  0.00086574
       15158     1.55265     1.62098 0.000865695
       15159     1.55528     1.62098 0.000865649
       15160     1.55828     1.62097 0.000865601
       15161     1.56164     1.62097 0.000865553
       15162     1.56532     1.62097 0.000865504
       15163     1.56931     1.62096 0.000865453
       15164     1.57358     1.62096 0.000865402
       15165      1.5781     1.62096  0.00086535
       15166     1.58283     1.62095 0.000865296
       15167     1.58774     1.62095 0.000865242
       15168      1.5928     1.62095 0.000865187
       15169     1.59796     1.62095 0.000865131
       15170     1.60318     1.62095 0.000865075
       15171     1.60843     1.62095 0.000865018
       15172     1.61366     1.62095 0.000864961
       15173     1.61883     1.62095 0.000864904
       15174     1.62391     1.62095 0.000864847
       15175     1.62887     1.62095 0.000864791
       15176     1.63365     1.62095 0.000864734
       15177     1.63823     1.62095 0.000864678
       15178     1.64258     1.62095 0.000864622
       15179     1.64666     1.62095 0.000864567
       15180     1.65045     1.62095 0.000864512
       15181     1.65391     1.62096 0.000864458
       15182     1.65704     1.62096 0.000864404
       15183      1.6598     1.62096 0.000864351
       15184     1.66219     1.62096 0.000864298
       15185     1.66419     1.62097 0.000864246
       15186      1.6658     1.62097 0.000864194
       15187       1.667     1.62097 0.000864142
       15188      1.6678     1.62098 0.000864091
       15189     1.66819     1.62098  0.00086404
       15190     1.66819     1.62098 0.000863988
       15191      1.6678     1.62098 0.000863937
       15192     1.66704     1.62099 0.000863886
       15193     1.66591     1.62099 0.000863834
       15194     1.66446     1.62099 0.000863782
       15195     1.66269       1.621 0.000863729
       15196     1.66063       1.621 0.000863676
       15197     1.65831       1.621 0.000863623
       15198     1.65577       1.621 0.000863569
       15199     1.65303     1.62101 0.000863515
       15200     1.65014     1.62101  0.00086346
       15201     1.64713     1.62101 0.000863405
       15202     1.64403     1.62101  0.00086335
       15203     1.64089     1.62101 0.000863294
       15204     1.63773     1.62101 0.000863238
       15205      1.6346     1.62101 0.000863181
       15206     1.63152     1.62101 0.000863125
       15207     1.62854     1.62102 0.000863068
       15208     1.62567     1.62102 0.000863012
       15209     1.62296     1.62102 0.000862955
       15210     1.62041     1.62102 0.000862898
       15211     1.61805     1.62102 0.000862841
       15212      1.6159     1.62102 0.000862785
       15213     1.61397     1.62101 0.000862728
       15214     1.61227     1.62101 0.000862672
       15215     1.61082     1.62101 0.000862615
       15216      1.6096     1.62101 0.000862559
       15217     1.60862     1.62101 0.000862503
       15218     1.60789     1.62101 0.000862446
       15219      1.6074     1.62101  0.00086239
       15220     1.60715     1.62101 0.000862334
       15221     1.60714     1.62101 0.000862278
       15222     1.60737     1.62101 0.000862222
       15223     1.60783     1.62101 0.000862165
       15224     1.60852     1.62101 0.000862109
       15225     1.60945       1.621 0.000862053
       15226      1.6106       1.621 0.000861997
       15227     1.61199       1.621  0.00086194
       15228      1.6136       1.621 0.000861884
       15229     1.61544       1.621 0.000861827
       15230     1.61751       1.621 0.000861771
       15231     1.61981       1.621 0.000861714
       15232     1.62232       1.621 0.000861657
       15233     1.62506       1.621 0.000861601
       15234     1.62801       1.621 0.000861544
       15235     1.63118       1.621 0.000861488
       15236     1.63454       1.621 0.000861432
       15237      1.6381     1.62101 0.000861376
       15238     1.64183     1.62101 0.000861321
       15239     1.64573     1.62101 0.000861266
       15240     1.64978     1.62101 0.000861211
       15241     1.65396     1.62101 0.000861158
       15242     1.65825     1.62102 0.000861105
       15243     1.66264     1.62102 0.000861052
       15244      1.6671     1.62102 0.000861001
       15245     1.67161     1.62102 0.000860951
       15246     1.67614     1.62103 0.000860902
       15247     1.68069     1.62103 0.000860855
       15248     1.68522     1.62104 0.000860809
       15249     1.68971     1.62104 0.000860764
       15250     1.69415     1.62105 0.000860721
       15251     1.69852     1.62105 0.000860679
       15252     1.70279     1.62106  0.00086064
       15253     1.70695     1.62106 0.000860602
       15254     1.71098     1.62107 0.000860565
       15255     1.71486     1.62107 0.000860531
       15256     1.71859     1.62108 0.000860498
       15257     1.72214     1.62109 0.000860467
       15258     1.72551     1.62109 0.000860438
       15259     1.72867      1.6211 0.000860411
       15260     1.73163     1.62111 0.000860385
       15261     1.73435     1.62112  0.00086036
       15262     1.73685     1.62112 0.000860337
       15263     1.73909     1.62113 0.000860316
       15264     1.74108     1.62114 0.000860295
       15265     1.74281     1.62115 0.000860276
       15266     1.74427     1.62115 0.000860257
       15267     1.74544     1.62116 0.000860239
       15268     1.74634     1.62117 0.000860222
       15269     1.74694     1.62118 0.000860205
       15270     1.74725     1.62119 0.000860189
       15271     1.74726      1.6212 0.000860172
       15272     1.74697      1.6212 0.000860155
       15273     1.74639     1.62121 0.000860138
       15274      1.7455     1.62122  0.00086012
       15275     1.74433     1.62123 0.000860101
       15276     1.74286     1.62124 0.000860082
       15277     1.74111     1.62124 0.000860061
       15278     1.73909     1.62125  0.00086004
       15279      1.7368     1.62126 0.000860017
       15280     1.73426     1.62127 0.000859992
       15281     1.73147     1.62127 0.000859966
       15282     1.72847     1.62128 0.000859938
       15283     1.72526     1.62129 0.000859909
       15284     1.72186     1.62129 0.000859878
       15285      1.7183      1.6213 0.000859845
       15286     1.71458     1.62131 0.000859811
       15287     1.71073     1.62131 0.000859774
       15288     1.70677     1.62132 0.000859736
       15289     1.70272     1.62132 0.000859696
       15290     1.69859     1.62133 0.000859655
       15291     1.69442     1.62133 0.000859612
       15292     1.69021     1.62134 0.000859568
       15293     1.68598     1.62134 0.000859522
       15294     1.68175     1.62135 0.000859475
       15295     1.67754     1.62135 0.000859426
       15296     1.67334     1.62135 0.000859377
       15297     1.66918     1.62136 0.000859326
       15298     1.66506     1.62136 0.000859275
       15299     1.66099     1.62136 0.000859223
       15300     1.65696     1.62136  0.00085917
       15301     1.65299     1.62137 0.000859116
       15302     1.64906     1.62137 0.000859062
       15303     1.64518     1.62137 0.000859007
       15304     1.64135     1.62137 0.000858952
       15305     1.63757     1.62137 0.000858897
       15306     1.63382     1.62137 0.000858841
       15307      1.6301     1.62137 0.000858785
       15308     1.62642     1.62137 0.000858729
       15309     1.62277     1.62137 0.000858673
       15310     1.61914     1.62137 0.000858617
       15311     1.61555     1.62137 0.000858561
       15312     1.61198     1.62137 0.000858505
       15313     1.60846     1.62137 0.000858449
       15314     1.60498     1.62137 0.000858394
       15315     1.60155     1.62137 0.000858339
       15316     1.59819     1.62137 0.000858284
       15317     1.59492     1.62137  0.00085823
       15318     1.59175     1.62136 0.000858176
       15319      1.5887     1.62136 0.000858122
       15320     1.58581     1.62136  0.00085807
       15321     1.58308     1.62136 0.000858017
       15322     1.58056     1.62135 0.000857965
       15323     1.57826     1.62135 0.000857914
       15324     1.57622     1.62135 0.000857863
       15325     1.57446     1.62135 0.000857813
       15326     1.57302     1.62134 0.000857762
       15327     1.57192     1.62134 0.000857712
       15328     1.57117     1.62134 0.000857663
       15329     1.57081     1.62133 0.000857613
       15330     1.57084     1.62133 0.000857564
       15331     1.57129     1.62133 0.000857514
       15332     1.57215     1.62132 0.000857464
       15333     1.57344     1.62132 0.000857414
       15334     1.57516     1.62132 0.000857363
       15335     1.57729     1.62131 0.000857312
       15336     1.57983     1.62131  0.00085726
       15337     1.58276     1.62131 0.000857208
       15338     1.58606     1.62131 0.000857155
       15339      1.5897      1.6213 0.000857102
       15340     1.59366      1.6213 0.000857048
       15341     1.59791      1.6213 0.000856993
       15342      1.6024      1.6213 0.000856938
       15343     1.60711      1.6213 0.000856883
       15344       1.612      1.6213 0.000856827
       15345     1.61704      1.6213 0.000856772
       15346     1.62218      1.6213 0.000856716
       15347     1.62739      1.6213  0.00085666
       15348     1.63265      1.6213 0.000856605
       15349     1.63792      1.6213 0.000856549
       15350     1.64316      1.6213 0.000856495
       15351     1.64837      1.6213 0.000856441
       15352      1.6535     1.62131 0.000856388
       15353     1.65855     1.62131 0.000856335
       15354     1.66349     1.62131 0.000856284
       15355     1.66832     1.62131 0.000856234
       15356     1.67302     1.62132 0.000856184
       15357     1.67759     1.62132 0.000856137
       15358     1.68202     1.62132  0.00085609
       15359      1.6863     1.62133 0.000856045
       15360     1.69043     1.62133 0.000856001
       15361     1.69442     1.62134 0.000855958
       15362     1.69825     1.62134 0.000855917
       15363     1.70194     1.62135 0.000855877
       15364     1.70548     1.62135 0.000855839
       15365     1.70887     1.62136 0.000855803
       15366     1.71212     1.62137 0.000855767
       15367     1.71522     1.62137 0.000855733
       15368     1.71818     1.62138 0.000855701
       15369     1.72099     1.62138  0.00085567
       15370     1.72365     1.62139  0.00085564
       15371     1.72616      1.6214 0.000855611
       15372     1.72852      1.6214 0.000855584
       15373     1.73072     1.62141 0.000855558
       15374     1.73275     1.62142 0.000855533
       15375      1.7346     1.62143 0.000855509
       15376     1.73628     1.62143 0.000855486
       15377     1.73778     1.62144 0.000855464
       15378     1.73908     1.62145 0.000855442
       15379     1.74017     1.62146 0.000855422
       15380     1.74106     1.62146 0.000855401
       15381     1.74173     1.62147 0.000855381
       15382     1.74217     1.62148 0.000855362
       15383      1.7424     1.62149 0.000855342
       15384     1.74239      1.6215 0.000855323
       15385     1.74214      1.6215 0.000855303
       15386     1.74166     1.62151 0.000855283
       15387     1.74094     1.62152 0.000855263
       15388     1.73999     1.62153 0.000855242
       15389      1.7388     1.62153  0.00085522
       15390     1.73739     1.62154 0.000855198
       15391     1.73576     1.62155 0.000855175
       15392     1.73392     1.62156  0.00085515
       15393     1.73188     1.62156 0.000855125
       15394     1.72966     1.62157 0.000855098
       15395     1.72727     1.62158  0.00085507
       15396     1.72472     1.62158 0.000855041
       15397     1.72202     1.62159  0.00085501
       15398     1.71921      1.6216 0.000854978
       15399     1.71629      1.6216 0.000854945
       15400     1.71328     1.62161  0.00085491
       15401      1.7102     1.62162 0.000854874
       15402     1.70707     1.62162 0.000854836
       15403     1.70391     1.62163 0.000854797
       15404     1.70073     1.62163 0.000854757
       15405     1.69755     1.62164 0.000854716
       15406     1.69439     1.62164 0.000854674
       15407     1.69125     1.62165  0.00085463
       15408     1.68815     1.62165 0.000854585
       15409     1.68509     1.62165  0.00085454
       15410     1.68208     1.62166 0.000854493
       15411     1.67912     1.62166 0.000854446
       15412     1.67622     1.62167 0.000854398
       15413     1.67338     1.62167 0.000854349
       15414     1.67059     1.62167   0.0008543
       15415     1.66786     1.62167 0.000854249
       15416     1.66518     1.62168 0.000854199
       15417     1.66254     1.62168 0.000854147
       15418     1.65995     1.62168 0.000854096
       15419      1.6574     1.62169 0.000854043
       15420     1.65488     1.62169 0.000853991
       15421      1.6524     1.62169 0.000853938
       15422     1.64995     1.62169 0.000853884
       15423     1.64752     1.62169  0.00085383
       15424     1.64512     1.62169 0.000853776
       15425     1.64276      1.6217 0.000853722
       15426     1.64042      1.6217 0.000853668
       15427     1.63813      1.6217 0.000853613
       15428     1.63587      1.6217 0.000853558
       15429     1.63367      1.6217 0.000853503
       15430     1.63153      1.6217 0.000853448
       15431     1.62945      1.6217 0.000853393
