#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        5253     1.51391     1.62041  0.00204034
        5254     1.51057     1.62039  0.00204006
        5255     1.50703     1.62037  0.00203978
        5256     1.50333     1.62035  0.00203951
        5257     1.49949     1.62033  0.00203926
        5258     1.49553      1.6203  0.00203901
        5259     1.49148     1.62028  0.00203877
        5260     1.48737     1.62025  0.00203853
        5261     1.48322     1.62023  0.00203831
        5262     1.47908      1.6202   0.0020381
        5263     1.47497     1.62017   0.0020379
        5264     1.47093     1.62014  0.00203771
        5265     1.46698     1.62011  0.00203753
        5266     1.46317     1.62008  0.00203736
        5267     1.45952     1.62005  0.00203721
        5268     1.45608     1.62002  0.00203706
        5269     1.45287     1.61999  0.00203692
        5270     1.44993     1.61996  0.00203679
        5271      1.4473     1.61993  0.00203666
        5272       1.445     1.61989  0.00203655
        5273     1.44306     1.61986  0.00203644
        5274      1.4415     1.61983  0.00203633
        5275     1.44036     1.61979  0.00203623
        5276     1.43965     1.61976  0.00203613
        5277     1.43938     1.61972  0.00203603
        5278     1.43957     1.61969  0.00203593
        5279     1.44021     1.61966  0.00203583
        5280     1.44131     1.61962  0.00203572
        5281     1.44286     1.61959  0.00203561
        5282     1.44484     1.61955   0.0020355
        5283     1.44724     1.61952  0.00203537
        5284     1.45002     1.61949  0.00203524
        5285     1.45316     1.61946   0.0020351
        5286     1.45662     1.61943  0.00203495
        5287     1.46037      1.6194  0.00203478
        5288     1.46437     1.61937  0.00203461
        5289     1.46857     1.61934  0.00203443
        5290     1.47293     1.61931  0.00203423
        5291     1.47741     1.61929  0.00203402
        5292     1.48198     1.61926   0.0020338
        5293     1.48659     1.61923  0.00203357
        5294     1.49122     1.61921  0.00203333
        5295     1.49584     1.61919  0.00203308
        5296     1.50042     1.61916  0.00203282
        5297     1.50494     1.61914  0.00203255
        5298      1.5094     1.61912  0.00203227
        5299     1.51378      1.6191  0.00203199
        5300     1.51808     1.61908  0.00203169
        5301     1.52229     1.61906  0.00203139
        5302     1.52644     1.61905  0.00203109
        5303     1.53052     1.61903  0.00203077
        5304     1.53454     1.61901  0.00203045
        5305     1.53852       1.619  0.00203012
        5306     1.54248     1.61899  0.00202979
        5307     1.54643     1.61897  0.00202946
        5308      1.5504     1.61896  0.00202912
        5309     1.55439     1.61895  0.00202877
        5310     1.55842     1.61894  0.00202842
        5311     1.56251     1.61892  0.00202807
        5312     1.56667     1.61891  0.00202771
        5313      1.5709     1.61891  0.00202735
        5314     1.57522      1.6189  0.00202698
        5315     1.57962     1.61889  0.00202661
        5316      1.5841     1.61888  0.00202624
        5317     1.58865     1.61888  0.00202587
        5318     1.59327     1.61887  0.00202549
        5319     1.59793     1.61887  0.00202512
        5320     1.60264     1.61887  0.00202474
        5321     1.60736     1.61886  0.00202436
        5322     1.61208     1.61886  0.00202398
        5323     1.61676     1.61886   0.0020236
        5324      1.6214     1.61886  0.00202322
        5325     1.62595     1.61886  0.00202284
        5326      1.6304     1.61887  0.00202246
        5327     1.63472     1.61887  0.00202208
        5328     1.63889     1.61887  0.00202171
        5329     1.64288     1.61888  0.00202133
        5330     1.64666     1.61888  0.00202096
        5331     1.65022     1.61889  0.00202059
        5332     1.65353     1.61889  0.00202022
        5333     1.65658      1.6189  0.00201986
        5334     1.65935     1.61891  0.00201949
        5335     1.66182     1.61892  0.00201913
        5336     1.66399     1.61893  0.00201877
        5337     1.66585     1.61893  0.00201841
        5338     1.66738     1.61894  0.00201805
        5339      1.6686     1.61895  0.00201769
        5340     1.66948     1.61896  0.00201734
        5341     1.67005     1.61897  0.00201698
        5342     1.67029     1.61898  0.00201663
        5343     1.67022     1.61899  0.00201627
        5344     1.66985       1.619  0.00201592
        5345     1.66919     1.61901  0.00201556
        5346     1.66825     1.61902  0.00201521
        5347     1.66705     1.61903  0.00201485
        5348     1.66561     1.61904  0.00201449
        5349     1.66394     1.61905  0.00201413
        5350     1.66208     1.61905  0.00201377
        5351     1.66004     1.61906  0.00201341
        5352     1.65784     1.61907  0.00201305
        5353     1.65552     1.61908  0.00201268
        5354     1.65311     1.61908  0.00201232
        5355     1.65062     1.61909  0.00201195
        5356     1.64809     1.61909  0.00201158
        5357     1.64554      1.6191  0.00201121
        5358     1.64301      1.6191  0.00201084
        5359     1.64051     1.61911  0.00201047
        5360     1.63809     1.61911   0.0020101
        5361     1.63575     1.61911  0.00200973
        5362     1.63351     1.61912  0.00200935
        5363     1.63141     1.61912  0.00200898
        5364     1.62946     1.61912  0.00200861
        5365     1.62766     1.61912  0.00200823
        5366     1.62604     1.61912  0.00200786
        5367      1.6246     1.61912  0.00200749
        5368     1.62335     1.61912  0.00200711
        5369     1.62229     1.61913  0.00200674
        5370     1.62142     1.61913  0.00200636
        5371     1.62074     1.61913  0.00200599
        5372     1.62024     1.61913  0.00200562
        5373     1.61992     1.61913  0.00200524
        5374     1.61977     1.61913  0.00200487
        5375     1.61977     1.61913   0.0020045
        5376     1.61992     1.61913  0.00200413
        5377     1.62019     1.61913  0.00200375
        5378     1.62056     1.61913  0.00200338
        5379     1.62103     1.61913  0.00200301
        5380     1.62156     1.61913  0.00200264
        5381     1.62215     1.61913  0.00200226
        5382     1.62276     1.61913  0.00200189
        5383     1.62338     1.61913  0.00200152
        5384       1.624     1.61913  0.00200115
        5385     1.62457     1.61913  0.00200078
        5386      1.6251     1.61913  0.00200041
        5387     1.62555     1.61913  0.00200003
        5388      1.6259     1.61914  0.00199966
        5389     1.62613     1.61914  0.00199929
        5390     1.62623     1.61914  0.00199892
        5391     1.62617     1.61914  0.00199855
        5392     1.62594     1.61914  0.00199818
        5393     1.62552     1.61914  0.00199781
        5394     1.62489     1.61914  0.00199744
        5395     1.62403     1.61914  0.00199707
        5396     1.62294     1.61914   0.0019967
        5397      1.6216     1.61914  0.00199633
        5398        1.62     1.61915  0.00199596
        5399     1.61813     1.61914  0.00199559
        5400     1.61598     1.61914  0.00199522
        5401     1.61357     1.61914  0.00199485
        5402     1.61088     1.61914  0.00199448
        5403     1.60793     1.61914  0.00199412
        5404     1.60472     1.61914  0.00199375
        5405     1.60126     1.61913  0.00199338
        5406     1.59758     1.61913  0.00199302
        5407     1.59369     1.61913  0.00199266
        5408     1.58962     1.61912  0.00199229
        5409     1.58541     1.61911  0.00199194
        5410     1.58109     1.61911  0.00199158
        5411      1.5767      1.6191  0.00199123
        5412     1.57229     1.61909  0.00199088
        5413     1.56789     1.61908  0.00199053
        5414     1.56357     1.61907  0.00199019
        5415     1.55936     1.61906  0.00198986
        5416     1.55533     1.61905  0.00198952
        5417     1.55151     1.61903  0.00198919
        5418     1.54795     1.61902  0.00198887
        5419     1.54469     1.61901  0.00198855
        5420     1.54176     1.61899  0.00198823
        5421      1.5392     1.61898  0.00198792
        5422     1.53701     1.61896  0.00198761
        5423     1.53522     1.61895  0.00198731
        5424     1.53382     1.61893    0.001987
        5425     1.53282     1.61892   0.0019867
        5426      1.5322      1.6189   0.0019864
        5427     1.53195     1.61888   0.0019861
        5428     1.53203     1.61887  0.00198579
        5429     1.53241     1.61885  0.00198549
        5430     1.53308     1.61884  0.00198519
        5431     1.53397     1.61882  0.00198489
        5432     1.53507     1.61881  0.00198458
        5433     1.53632     1.61879  0.00198427
        5434      1.5377     1.61878  0.00198396
        5435     1.53916     1.61876  0.00198365
        5436     1.54067     1.61875  0.00198334
        5437     1.54221     1.61873  0.00198303
        5438     1.54374     1.61872  0.00198271
        5439     1.54524     1.61871  0.00198239
        5440     1.54669     1.61869  0.00198207
        5441     1.54807     1.61868  0.00198175
        5442     1.54938     1.61867  0.00198143
        5443      1.5506     1.61865   0.0019811
        5444     1.55173     1.61864  0.00198077
        5445     1.55277     1.61863  0.00198045
        5446     1.55372     1.61862  0.00198012
        5447     1.55458     1.61861  0.00197979
        5448     1.55537     1.61859  0.00197946
        5449     1.55609     1.61858  0.00197913
        5450     1.55676     1.61857   0.0019788
        5451     1.55738     1.61856  0.00197847
        5452     1.55797     1.61855  0.00197814
        5453     1.55855     1.61854  0.00197781
        5454     1.55912     1.61853  0.00197747
        5455     1.55971     1.61852  0.00197714
        5456     1.56032     1.61851  0.00197681
        5457     1.56096      1.6185  0.00197647
        5458     1.56165     1.61849  0.00197614
        5459      1.5624     1.61847   0.0019758
        5460     1.56322     1.61846  0.00197547
        5461     1.56412     1.61845  0.00197513
        5462      1.5651     1.61844  0.00197479
        5463     1.56618     1.61844  0.00197445
        5464     1.56736     1.61843  0.00197412
        5465     1.56865     1.61842  0.00197378
        5466     1.57004     1.61841  0.00197343
        5467     1.57154      1.6184  0.00197309
        5468     1.57315     1.61839  0.00197275
        5469     1.57487     1.61838   0.0019724
        5470     1.57671     1.61838  0.00197206
        5471     1.57865     1.61837  0.00197171
        5472      1.5807     1.61836  0.00197136
        5473     1.58285     1.61836  0.00197101
        5474      1.5851     1.61835  0.00197066
        5475     1.58745     1.61834  0.00197031
        5476     1.58989     1.61834  0.00196996
        5477     1.59241     1.61833   0.0019696
        5478     1.59502     1.61833  0.00196925
        5479     1.59769     1.61833  0.00196889
        5480     1.60043     1.61832  0.00196854
        5481     1.60322     1.61832  0.00196818
        5482     1.60606     1.61832  0.00196782
        5483     1.60894     1.61832  0.00196746
        5484     1.61185     1.61831   0.0019671
        5485     1.61477     1.61831  0.00196675
        5486     1.61771     1.61831  0.00196639
        5487     1.62065     1.61831  0.00196603
        5488     1.62357     1.61831  0.00196567
        5489     1.62647     1.61832  0.00196531
        5490     1.62934     1.61832  0.00196496
        5491     1.63216     1.61832   0.0019646
        5492     1.63492     1.61832  0.00196424
        5493     1.63762     1.61833  0.00196389
        5494     1.64025     1.61833  0.00196354
        5495     1.64279     1.61834  0.00196318
        5496     1.64524     1.61834  0.00196283
        5497     1.64759     1.61835  0.00196248
        5498     1.64983     1.61835  0.00196214
        5499     1.65196     1.61836  0.00196179
        5500     1.65398     1.61836  0.00196144
        5501     1.65589     1.61837   0.0019611
        5502     1.65768     1.61838  0.00196075
        5503     1.65936     1.61839  0.00196041
        5504     1.66093     1.61839  0.00196007
        5505     1.66238      1.6184  0.00195973
        5506     1.66374     1.61841  0.00195939
        5507     1.66501     1.61842  0.00195905
        5508     1.66619     1.61843  0.00195872
        5509      1.6673     1.61844  0.00195838
        5510     1.66835     1.61844  0.00195805
        5511     1.66935     1.61845  0.00195771
        5512     1.67031     1.61846  0.00195738
        5513     1.67125     1.61847  0.00195705
        5514      1.6722     1.61848  0.00195672
        5515     1.67315     1.61849  0.00195639
        5516     1.67414      1.6185  0.00195606
        5517     1.67517     1.61851  0.00195573
        5518     1.67626     1.61852  0.00195541
        5519     1.67744     1.61853  0.00195508
        5520     1.67871     1.61855  0.00195476
        5521      1.6801     1.61856  0.00195444
        5522     1.68161     1.61857  0.00195412
        5523     1.68326     1.61858   0.0019538
        5524     1.68504     1.61859  0.00195348
        5525     1.68698      1.6186  0.00195317
        5526     1.68908     1.61862  0.00195285
        5527     1.69133     1.61863  0.00195255
        5528     1.69373     1.61864  0.00195224
        5529     1.69628     1.61866  0.00195194
        5530     1.69898     1.61867  0.00195164
        5531     1.70181     1.61869  0.00195134
        5532     1.70476      1.6187  0.00195105
        5533     1.70782     1.61872  0.00195077
        5534     1.71097     1.61874  0.00195048
        5535     1.71419     1.61875  0.00195021
        5536     1.71747     1.61877  0.00194994
        5537     1.72078     1.61879  0.00194967
        5538     1.72409     1.61881  0.00194941
        5539     1.72739     1.61883  0.00194916
        5540     1.73065     1.61885  0.00194891
        5541     1.73386     1.61887  0.00194867
        5542     1.73698     1.61889  0.00194844
        5543     1.73998     1.61891  0.00194821
        5544     1.74286     1.61893  0.00194798
        5545     1.74558     1.61896  0.00194777
        5546     1.74812     1.61898  0.00194755
        5547     1.75046       1.619  0.00194735
        5548     1.75259     1.61903  0.00194715
        5549     1.75447     1.61905  0.00194695
        5550     1.75611     1.61908  0.00194675
        5551     1.75749      1.6191  0.00194656
        5552     1.75859     1.61913  0.00194637
        5553      1.7594     1.61915  0.00194619
        5554     1.75992     1.61918    0.001946
        5555     1.76014      1.6192  0.00194582
        5556     1.76006     1.61923  0.00194563
        5557     1.75967     1.61925  0.00194545
        5558     1.75898     1.61928  0.00194526
        5559     1.75798      1.6193  0.00194507
        5560     1.75669     1.61933  0.00194488
        5561     1.75512     1.61935  0.00194468
        5562     1.75326     1.61938  0.00194448
        5563     1.75114      1.6194  0.00194427
        5564     1.74877     1.61942  0.00194406
        5565     1.74617     1.61945  0.00194385
        5566     1.74337     1.61947  0.00194363
        5567     1.74038     1.61949   0.0019434
        5568     1.73723     1.61951  0.00194316
        5569     1.73396     1.61953  0.00194292
        5570     1.73059     1.61955  0.00194268
        5571     1.72715     1.61957  0.00194242
        5572     1.72368     1.61959  0.00194217
        5573     1.72021     1.61961   0.0019419
        5574     1.71677     1.61963  0.00194163
        5575      1.7134     1.61964  0.00194136
        5576     1.71012     1.61966  0.00194107
        5577     1.70696     1.61967  0.00194079
        5578     1.70395     1.61969   0.0019405
        5579     1.70111      1.6197  0.00194021
        5580     1.69845     1.61972  0.00193991
        5581     1.69599     1.61973  0.00193961
        5582     1.69374     1.61975  0.00193931
        5583     1.69169     1.61976  0.00193901
        5584     1.68986     1.61977   0.0019387
        5585     1.68822     1.61978  0.00193839
        5586     1.68677     1.61979  0.00193808
        5587     1.68549     1.61981  0.00193777
        5588     1.68436     1.61982  0.00193746
        5589     1.68337     1.61983  0.00193714
        5590     1.68249     1.61984  0.00193683
        5591     1.68169     1.61985  0.00193651
        5592     1.68095     1.61986   0.0019362
        5593     1.68026     1.61987  0.00193588
        5594     1.67958     1.61988  0.00193557
        5595     1.67889     1.61989  0.00193525
        5596     1.67818     1.61991  0.00193493
        5597     1.67742     1.61992  0.00193461
        5598     1.67662     1.61993  0.00193429
        5599     1.67575     1.61994  0.00193397
        5600     1.67482     1.61995  0.00193365
        5601      1.6738     1.61995  0.00193333
        5602     1.67272     1.61996  0.00193301
        5603     1.67156     1.61997  0.00193269
        5604     1.67033     1.61998  0.00193236
        5605     1.66904     1.61999  0.00193204
        5606      1.6677        1.62  0.00193171
        5607     1.66631     1.62001  0.00193139
        5608      1.6649     1.62002  0.00193106
        5609     1.66347     1.62002  0.00193073
        5610     1.66204     1.62003   0.0019304
        5611     1.66061     1.62004  0.00193007
        5612     1.65921     1.62005  0.00192974
        5613     1.65783     1.62005  0.00192941
        5614     1.65651     1.62006  0.00192907
        5615     1.65523     1.62006  0.00192874
        5616     1.65401     1.62007  0.00192841
        5617     1.65285     1.62008  0.00192807
        5618     1.65175     1.62008  0.00192774
        5619     1.65071     1.62009   0.0019274
        5620     1.64973     1.62009  0.00192706
        5621     1.64879      1.6201  0.00192673
        5622     1.64789      1.6201  0.00192639
        5623     1.64702     1.62011  0.00192606
        5624     1.64615     1.62011  0.00192572
        5625     1.64527     1.62012  0.00192538
        5626     1.64437     1.62012  0.00192504
        5627     1.64342     1.62013  0.00192471
        5628     1.64241     1.62013  0.00192437
        5629     1.64132     1.62013  0.00192403
        5630     1.64014     1.62014  0.00192369
        5631     1.63886     1.62014  0.00192335
        5632     1.63746     1.62014  0.00192301
        5633     1.63594     1.62015  0.00192267
        5634     1.63431     1.62015  0.00192234
        5635     1.63257     1.62015    0.001922
        5636     1.63072     1.62015  0.00192166
        5637     1.62879     1.62015  0.00192131
        5638     1.62678     1.62016  0.00192097
        5639     1.62474     1.62016  0.00192063
        5640     1.62267     1.62016  0.00192029
        5641     1.62062     1.62016  0.00191995
        5642     1.61862     1.62016  0.00191961
        5643      1.6167     1.62016  0.00191927
        5644     1.61489     1.62015  0.00191893
        5645     1.61321     1.62015  0.00191859
        5646     1.61171     1.62015  0.00191825
        5647     1.61039     1.62015  0.00191792
        5648     1.60929     1.62015  0.00191758
        5649     1.60841     1.62015  0.00191724
        5650     1.60776     1.62014   0.0019169
        5651     1.60734     1.62014  0.00191656
        5652     1.60714     1.62014  0.00191622
        5653     1.60716     1.62014  0.00191589
        5654     1.60736     1.62014  0.00191555
        5655     1.60773     1.62013  0.00191521
        5656     1.60823     1.62013  0.00191487
        5657     1.60884     1.62013  0.00191454
        5658     1.60952     1.62013   0.0019142
        5659     1.61022     1.62013  0.00191386
        5660     1.61092     1.62012  0.00191352
        5661     1.61158     1.62012  0.00191319
        5662     1.61216     1.62012  0.00191285
        5663     1.61262     1.62012  0.00191251
        5664     1.61294     1.62012  0.00191218
        5665     1.61309     1.62012  0.00191184
        5666     1.61303     1.62012   0.0019115
        5667     1.61275     1.62011  0.00191116
        5668     1.61223     1.62011  0.00191083
        5669     1.61146     1.62011  0.00191049
        5670     1.61041     1.62011  0.00191015
        5671     1.60909     1.62011  0.00190982
        5672     1.60749     1.62011  0.00190948
        5673     1.60561      1.6201  0.00190915
        5674     1.60346      1.6201  0.00190881
        5675     1.60103      1.6201  0.00190848
        5676     1.59834     1.62009  0.00190815
        5677     1.59541     1.62009  0.00190782
        5678     1.59225     1.62008  0.00190749
        5679     1.58888     1.62008  0.00190716
        5680     1.58532     1.62007  0.00190683
        5681      1.5816     1.62007  0.00190651
        5682     1.57774     1.62006  0.00190619
        5683     1.57377     1.62005  0.00190587
        5684     1.56973     1.62004  0.00190556
        5685     1.56565     1.62003  0.00190525
        5686     1.56157     1.62002  0.00190494
        5687     1.55751     1.62001  0.00190463
        5688     1.55351        1.62  0.00190434
        5689     1.54961     1.61999  0.00190404
        5690     1.54585     1.61997  0.00190375
        5691     1.54226     1.61996  0.00190347
        5692     1.53887     1.61994  0.00190318
        5693     1.53571     1.61993  0.00190291
        5694     1.53281     1.61991  0.00190264
        5695      1.5302      1.6199  0.00190237
        5696     1.52788     1.61988   0.0019021
        5697     1.52588     1.61987  0.00190184
        5698     1.52421     1.61985  0.00190158
        5699     1.52288     1.61983  0.00190132
        5700     1.52189     1.61982  0.00190107
        5701     1.52123      1.6198  0.00190081
        5702      1.5209     1.61978  0.00190056
        5703      1.5209     1.61976   0.0019003
        5704      1.5212     1.61975  0.00190005
        5705     1.52179     1.61973  0.00189979
        5706     1.52266     1.61971  0.00189954
        5707     1.52379      1.6197  0.00189928
        5708     1.52516     1.61968  0.00189902
        5709     1.52675     1.61966  0.00189875
        5710     1.52855     1.61965  0.00189849
        5711     1.53052     1.61963  0.00189822
        5712     1.53266     1.61962  0.00189795
        5713     1.53494      1.6196  0.00189767
        5714     1.53736     1.61959   0.0018974
        5715     1.53989     1.61957  0.00189712
        5716     1.54253     1.61956  0.00189683
        5717     1.54525     1.61955  0.00189654
        5718     1.54806     1.61953  0.00189625
        5719     1.55093     1.61952  0.00189596
        5720     1.55385     1.61951  0.00189566
        5721     1.55683      1.6195  0.00189536
        5722     1.55985     1.61949  0.00189506
        5723     1.56291     1.61948  0.00189476
        5724       1.566     1.61947  0.00189445
        5725     1.56911     1.61946  0.00189414
        5726     1.57225     1.61945  0.00189382
        5727     1.57541     1.61944  0.00189351
        5728     1.57859     1.61944  0.00189319
        5729     1.58179     1.61943  0.00189287
        5730     1.58501     1.61942  0.00189255
        5731     1.58825     1.61942  0.00189223
        5732     1.59151     1.61941  0.00189191
        5733     1.59479     1.61941  0.00189158
        5734     1.59809     1.61941  0.00189126
        5735     1.60144      1.6194  0.00189093
        5736     1.60482      1.6194   0.0018906
        5737     1.60824      1.6194  0.00189027
        5738     1.61172      1.6194  0.00188994
        5739     1.61525      1.6194  0.00188961
        5740     1.61886      1.6194  0.00188928
        5741     1.62253      1.6194  0.00188896
        5742     1.62628      1.6194  0.00188863
        5743     1.63011      1.6194   0.0018883
        5744     1.63404      1.6194  0.00188797
        5745     1.63805     1.61941  0.00188765
        5746     1.64217     1.61941  0.00188732
        5747     1.64639     1.61941    0.001887
        5748     1.65071     1.61942  0.00188668
        5749     1.65513     1.61943  0.00188636
        5750     1.65966     1.61943  0.00188605
        5751     1.66429     1.61944  0.00188573
        5752       1.669     1.61945  0.00188543
        5753      1.6738     1.61946  0.00188512
        5754     1.67868     1.61947  0.00188482
        5755     1.68363     1.61948  0.00188453
        5756     1.68863     1.61949  0.00188424
        5757     1.69366     1.61951  0.00188395
        5758     1.69873     1.61952  0.00188368
        5759      1.7038     1.61953  0.00188341
        5760     1.70886     1.61955  0.00188314
        5761     1.71389     1.61957  0.00188289
        5762     1.71887     1.61958  0.00188264
        5763     1.72379      1.6196   0.0018824
        5764     1.72861     1.61962  0.00188217
        5765     1.73333     1.61964  0.00188195
        5766     1.73792     1.61966  0.00188173
        5767     1.74236     1.61968  0.00188153
        5768     1.74663      1.6197  0.00188133
        5769     1.75072     1.61973  0.00188114
        5770     1.75462     1.61975  0.00188096
        5771      1.7583     1.61977  0.00188079
        5772     1.76175      1.6198  0.00188062
        5773     1.76497     1.61982  0.00188046
        5774     1.76794     1.61985  0.00188031
        5775     1.77066     1.61988  0.00188017
        5776      1.7731      1.6199  0.00188003
        5777     1.77527     1.61993   0.0018799
        5778     1.77716     1.61996  0.00187977
        5779     1.77878     1.61998  0.00187964
        5780      1.7801     1.62001  0.00187952
        5781     1.78114     1.62004   0.0018794
        5782     1.78189     1.62007  0.00187929
        5783     1.78235     1.62009  0.00187917
        5784     1.78252     1.62012  0.00187906
        5785     1.78241     1.62015  0.00187894
        5786     1.78201     1.62018  0.00187883
        5787     1.78134     1.62021  0.00187871
        5788     1.78039     1.62023  0.00187859
        5789     1.77917     1.62026  0.00187846
        5790     1.77767     1.62029  0.00187833
        5791     1.77592     1.62032   0.0018782
        5792      1.7739     1.62034  0.00187807
        5793     1.77163     1.62037  0.00187792
        5794     1.76912     1.62039  0.00187777
        5795     1.76636     1.62042  0.00187762
        5796     1.76336     1.62044  0.00187746
        5797     1.76014     1.62047  0.00187729
        5798      1.7567     1.62049  0.00187711
        5799     1.75304     1.62051  0.00187693
        5800     1.74918     1.62054  0.00187673
        5801     1.74512     1.62056  0.00187653
        5802     1.74088     1.62058  0.00187632
        5803     1.73646      1.6206  0.00187611
        5804     1.73187     1.62062  0.00187588
        5805     1.72712     1.62064  0.00187565
        5806     1.72222     1.62065  0.00187541
        5807     1.71718     1.62067  0.00187516
        5808     1.71202     1.62069   0.0018749
        5809     1.70674      1.6207  0.00187464
        5810     1.70137     1.62072  0.00187437
        5811      1.6959     1.62073  0.00187409
        5812     1.69036     1.62074   0.0018738
        5813     1.68477     1.62075  0.00187351
        5814     1.67913     1.62076  0.00187322
        5815     1.67346     1.62077  0.00187292
        5816     1.66778     1.62078  0.00187261
        5817     1.66211     1.62079  0.00187231
        5818     1.65646     1.62079  0.00187199
        5819     1.65085      1.6208  0.00187168
        5820      1.6453      1.6208  0.00187136
        5821     1.63984      1.6208  0.00187104
        5822     1.63447     1.62081  0.00187072
        5823     1.62923     1.62081   0.0018704
        5824     1.62413     1.62081  0.00187008
        5825     1.61919     1.62081  0.00186976
        5826     1.61443     1.62081  0.00186944
        5827     1.60987     1.62081  0.00186912
        5828     1.60554      1.6208   0.0018688
        5829     1.60144      1.6208  0.00186848
        5830     1.59759      1.6208  0.00186817
        5831     1.59402     1.62079  0.00186785
        5832     1.59073     1.62079  0.00186754
        5833     1.58773     1.62078  0.00186723
        5834     1.58504     1.62077  0.00186692
        5835     1.58265     1.62077  0.00186661
        5836     1.58059     1.62076   0.0018663
        5837     1.57885     1.62075    0.001866
        5838     1.57743     1.62075  0.00186569
        5839     1.57634     1.62074  0.00186539
        5840     1.57558     1.62073  0.00186508
        5841     1.57515     1.62072  0.00186478
        5842     1.57503     1.62071  0.00186448
        5843     1.57523     1.62071  0.00186418
        5844     1.57574      1.6207  0.00186387
        5845     1.57655     1.62069  0.00186357
        5846     1.57765     1.62068  0.00186326
        5847     1.57904     1.62068  0.00186296
        5848      1.5807     1.62067  0.00186265
        5849     1.58262     1.62066  0.00186235
        5850     1.58478     1.62066  0.00186204
        5851     1.58717     1.62065  0.00186173
        5852     1.58976     1.62065  0.00186142
        5853     1.59254     1.62064  0.00186111
        5854     1.59549     1.62064  0.00186079
        5855     1.59856     1.62063  0.00186048
        5856     1.60175     1.62063  0.00186016
        5857     1.60501     1.62063  0.00185985
        5858     1.60833     1.62063  0.00185953
        5859     1.61167     1.62062  0.00185922
        5860       1.615     1.62062   0.0018589
        5861      1.6183     1.62062  0.00185858
        5862     1.62154     1.62062  0.00185826
        5863      1.6247     1.62062  0.00185795
        5864     1.62775     1.62063  0.00185763
        5865     1.63067     1.62063  0.00185731
        5866     1.63345     1.62063    0.001857
        5867     1.63609     1.62063  0.00185668
        5868     1.63856     1.62063  0.00185637
        5869     1.64087     1.62064  0.00185606
        5870     1.64301     1.62064  0.00185575
        5871     1.64499     1.62065  0.00185543
        5872     1.64681     1.62065  0.00185512
        5873     1.64847     1.62066  0.00185481
        5874     1.64999     1.62066   0.0018545
        5875     1.65138     1.62067   0.0018542
        5876     1.65263     1.62067  0.00185389
        5877     1.65378     1.62068  0.00185358
        5878     1.65481     1.62068  0.00185328
        5879     1.65575     1.62069  0.00185297
        5880      1.6566     1.62069  0.00185267
        5881     1.65737      1.6207  0.00185236
        5882     1.65806     1.62071  0.00185206
        5883     1.65868     1.62071  0.00185175
        5884     1.65924     1.62072  0.00185145
        5885     1.65972     1.62073  0.00185115
        5886     1.66012     1.62073  0.00185084
        5887     1.66045     1.62074  0.00185054
        5888     1.66069     1.62075  0.00185024
        5889     1.66083     1.62075  0.00184994
        5890     1.66087     1.62076  0.00184964
        5891     1.66079     1.62077  0.00184934
        5892     1.66059     1.62077  0.00184903
        5893     1.66024     1.62078  0.00184873
        5894     1.65973     1.62079  0.00184843
        5895     1.65904     1.62079  0.00184813
        5896     1.65817      1.6208  0.00184783
        5897     1.65709     1.62081  0.00184752
        5898      1.6558     1.62081  0.00184722
        5899     1.65427     1.62082  0.00184691
        5900      1.6525     1.62082  0.00184661
        5901     1.65047     1.62083   0.0018463
        5902     1.64818     1.62083    0.001846
        5903     1.64563     1.62084  0.00184569
        5904     1.64279     1.62084  0.00184538
        5905     1.63968     1.62084  0.00184507
        5906     1.63629     1.62085  0.00184476
        5907     1.63263     1.62085  0.00184445
        5908     1.62871     1.62085  0.00184414
        5909     1.62452     1.62085  0.00184382
        5910     1.62008     1.62085  0.00184351
        5911     1.61541     1.62085   0.0018432
        5912     1.61053     1.62085  0.00184289
        5913     1.60545     1.62085  0.00184258
        5914     1.60021     1.62084  0.00184227
        5915     1.59482     1.62084  0.00184197
        5916     1.58933     1.62083  0.00184166
        5917     1.58375     1.62083  0.00184136
        5918     1.57813     1.62082  0.00184106
        5919      1.5725     1.62081  0.00184077
        5920     1.56691      1.6208  0.00184048
        5921     1.56138     1.62079   0.0018402
        5922     1.55597     1.62078  0.00183992
        5923     1.55071     1.62077  0.00183965
        5924     1.54563     1.62076  0.00183938
        5925     1.54079     1.62074  0.00183912
        5926      1.5362     1.62073  0.00183887
        5927     1.53191     1.62071  0.00183862
        5928     1.52794      1.6207  0.00183837
        5929     1.52433     1.62068  0.00183814
        5930     1.52108     1.62066   0.0018379
        5931     1.51823     1.62065  0.00183767
        5932     1.51578     1.62063  0.00183745
        5933     1.51375     1.62061  0.00183723
        5934     1.51214     1.62059  0.00183701
        5935     1.51095     1.62057  0.00183679
        5936     1.51019     1.62056  0.00183658
        5937     1.50984     1.62054  0.00183636
        5938      1.5099     1.62052  0.00183615
        5939     1.51036      1.6205  0.00183593
        5940      1.5112     1.62048  0.00183571
        5941     1.51241     1.62046   0.0018355
        5942     1.51397     1.62045  0.00183527
        5943     1.51586     1.62043  0.00183505
        5944     1.51807     1.62041  0.00183482
        5945     1.52056     1.62039  0.00183459
        5946     1.52332     1.62038  0.00183435
        5947     1.52633     1.62036  0.00183411
        5948     1.52957     1.62035  0.00183387
        5949     1.53302     1.62033  0.00183362
        5950     1.53666     1.62032  0.00183337
        5951     1.54047      1.6203  0.00183311
