#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
        3610     1.03441     1.08081  0.00192253
        3611     1.03657      1.0808  0.00192203
        3612     1.03891     1.08079  0.00192154
        3613     1.04142     1.08077  0.00192104
        3614     1.04409     1.08076  0.00192053
        3615     1.04693     1.08075  0.00192002
        3616      1.0499     1.08075  0.00191951
        3617       1.053     1.08074    0.001919
        3618     1.05621     1.08073  0.00191848
        3619     1.05952     1.08073  0.00191796
        3620      1.0629     1.08072  0.00191743
        3621     1.06635     1.08072  0.00191691
        3622     1.06983     1.08071  0.00191638
        3623     1.07333     1.08071  0.00191585
        3624     1.07683     1.08071  0.00191532
        3625      1.0803     1.08071   0.0019148
        3626     1.08372     1.08071  0.00191427
        3627     1.08707     1.08071  0.00191374
        3628     1.09034     1.08072  0.00191322
        3629     1.09349     1.08072  0.00191269
        3630     1.09651     1.08072  0.00191217
        3631     1.09938     1.08073  0.00191165
        3632     1.10209     1.08073  0.00191113
        3633     1.10462     1.08074  0.00191062
        3634     1.10696     1.08075  0.00191011
        3635     1.10911     1.08076   0.0019096
        3636     1.11104     1.08076  0.00190909
        3637     1.11277     1.08077  0.00190858
        3638     1.11427     1.08078  0.00190808
        3639     1.11556     1.08079  0.00190758
        3640     1.11664      1.0808  0.00190708
        3641     1.11751     1.08081  0.00190659
        3642     1.11817     1.08082  0.00190609
        3643     1.11863     1.08083  0.00190559
        3644     1.11891     1.08084   0.0019051
        3645     1.11901     1.08085  0.00190461
        3646     1.11895     1.08086  0.00190411
        3647     1.11873     1.08087  0.00190362
        3648     1.11838     1.08088  0.00190312
        3649     1.11791      1.0809  0.00190263
        3650     1.11734     1.08091  0.00190214
        3651     1.11668     1.08091  0.00190164
        3652     1.11595     1.08092  0.00190114
        3653     1.11516     1.08093  0.00190065
        3654     1.11433     1.08094  0.00190015
        3655     1.11348     1.08095  0.00189965
        3656     1.11262     1.08096  0.00189915
        3657     1.11177     1.08097  0.00189865
        3658     1.11093     1.08098  0.00189815
        3659     1.11013     1.08099  0.00189764
        3660     1.10937     1.08099  0.00189714
        3661     1.10865       1.081  0.00189664
        3662       1.108     1.08101  0.00189614
        3663      1.1074     1.08101  0.00189563
        3664     1.10688     1.08102  0.00189513
        3665     1.10642     1.08103  0.00189462
        3666     1.10603     1.08104  0.00189412
        3667     1.10572     1.08104  0.00189361
        3668     1.10547     1.08105  0.00189311
        3669     1.10529     1.08106   0.0018926
        3670     1.10518     1.08106   0.0018921
        3671     1.10511     1.08107   0.0018916
        3672      1.1051     1.08108  0.00189109
        3673     1.10513     1.08108  0.00189059
        3674      1.1052     1.08109  0.00189009
        3675      1.1053      1.0811  0.00188958
        3676     1.10542      1.0811  0.00188908
        3677     1.10556     1.08111  0.00188858
        3678      1.1057     1.08112  0.00188808
        3679     1.10584     1.08112  0.00188758
        3680     1.10598     1.08113  0.00188707
        3681     1.10609     1.08114  0.00188657
        3682     1.10619     1.08114  0.00188607
        3683     1.10626     1.08115  0.00188557
        3684     1.10629     1.08116  0.00188507
        3685     1.10628     1.08116  0.00188458
        3686     1.10623     1.08117  0.00188408
        3687     1.10613     1.08118  0.00188358
        3688     1.10597     1.08118  0.00188308
        3689     1.10577     1.08119  0.00188258
        3690      1.1055      1.0812  0.00188208
        3691     1.10518      1.0812  0.00188158
        3692     1.10481     1.08121  0.00188108
        3693     1.10437     1.08122  0.00188059
        3694     1.10387     1.08122  0.00188009
        3695     1.10331     1.08123  0.00187959
        3696      1.1027     1.08123  0.00187909
        3697     1.10203     1.08124  0.00187859
        3698      1.1013     1.08124  0.00187809
        3699     1.10051     1.08125  0.00187759
        3700     1.09968     1.08125  0.00187709
        3701     1.09879     1.08126  0.00187658
        3702     1.09786     1.08126  0.00187608
        3703     1.09689     1.08127  0.00187558
        3704     1.09589     1.08127  0.00187508
        3705     1.09486     1.08128  0.00187458
        3706      1.0938     1.08128  0.00187407
        3707     1.09273     1.08128  0.00187357
        3708     1.09165     1.08128  0.00187307
        3709     1.09057     1.08129  0.00187256
        3710      1.0895     1.08129  0.00187206
        3711     1.08845     1.08129  0.00187156
        3712     1.08742     1.08129  0.00187105
        3713     1.08642     1.08129  0.00187055
        3714     1.08546      1.0813  0.00187005
        3715     1.08455      1.0813  0.00186954
        3716      1.0837      1.0813  0.00186904
        3717     1.08291      1.0813  0.00186854
        3718     1.08218      1.0813  0.00186804
        3719     1.08153      1.0813  0.00186753
        3720     1.08095      1.0813  0.00186703
        3721     1.08044      1.0813  0.00186653
        3722     1.08001      1.0813  0.00186603
        3723     1.07967      1.0813  0.00186553
        3724      1.0794      1.0813  0.00186503
        3725     1.07921      1.0813  0.00186453
        3726     1.07909      1.0813  0.00186403
        3727     1.07904     1.08129  0.00186353
        3728     1.07906     1.08129  0.00186303
        3729     1.07913     1.08129  0.00186253
        3730     1.07927     1.08129  0.00186203
        3731     1.07945     1.08129  0.00186153
        3732     1.07968     1.08129  0.00186103
        3733     1.07994     1.08129  0.00186053
        3734     1.08023     1.08129  0.00186003
        3735     1.08055     1.08129  0.00185953
        3736     1.08088     1.08129  0.00185904
        3737     1.08124     1.08129  0.00185854
        3738     1.08159     1.08129  0.00185804
        3739     1.08196     1.08129  0.00185754
        3740     1.08232     1.08129  0.00185705
        3741     1.08267     1.08129  0.00185655
        3742     1.08301     1.08129  0.00185606
        3743     1.08334     1.08129  0.00185556
        3744     1.08366     1.08129  0.00185506
        3745     1.08395     1.08129  0.00185457
        3746     1.08423     1.08129  0.00185407
        3747     1.08449      1.0813  0.00185358
        3748     1.08471      1.0813  0.00185309
        3749     1.08492      1.0813  0.00185259
        3750      1.0851      1.0813   0.0018521
        3751     1.08526      1.0813   0.0018516
        3752      1.0854      1.0813  0.00185111
        3753     1.08551      1.0813  0.00185062
        3754      1.0856      1.0813  0.00185013
        3755     1.08566      1.0813  0.00184963
        3756      1.0857     1.08131  0.00184914
        3757     1.08572     1.08131  0.00184865
        3758     1.08572     1.08131  0.00184816
        3759     1.08569     1.08131  0.00184767
        3760     1.08563     1.08131  0.00184718
        3761     1.08555     1.08131  0.00184668
        3762     1.08543     1.08131  0.00184619
        3763     1.08528     1.08131   0.0018457
        3764     1.08509     1.08131  0.00184521
        3765     1.08486     1.08132  0.00184472
        3766     1.08457     1.08132  0.00184423
        3767     1.08423     1.08132  0.00184374
        3768     1.08383     1.08132  0.00184326
        3769     1.08335     1.08132  0.00184277
        3770      1.0828     1.08132  0.00184228
        3771     1.08216     1.08132  0.00184179
        3772     1.08142     1.08132   0.0018413
        3773     1.08057     1.08132  0.00184081
        3774     1.07962     1.08132  0.00184033
        3775     1.07853     1.08132  0.00183984
        3776     1.07732     1.08132  0.00183935
        3777     1.07597     1.08131  0.00183886
        3778     1.07448     1.08131  0.00183838
        3779     1.07284     1.08131  0.00183789
        3780     1.07104     1.08131  0.00183741
        3781     1.06907      1.0813  0.00183693
        3782     1.06695      1.0813  0.00183644
        3783     1.06466      1.0813  0.00183596
        3784     1.06221     1.08129  0.00183549
        3785      1.0596     1.08129  0.00183501
        3786     1.05684     1.08128  0.00183454
        3787     1.05394     1.08127  0.00183407
        3788      1.0509     1.08126   0.0018336
        3789     1.04775     1.08126  0.00183314
        3790     1.04449     1.08125  0.00183268
        3791     1.04116     1.08124  0.00183223
        3792     1.03776     1.08122  0.00183178
        3793     1.03433     1.08121  0.00183134
        3794      1.0309      1.0812   0.0018309
        3795     1.02749     1.08118  0.00183048
        3796     1.02414     1.08117  0.00183005
        3797     1.02088     1.08115  0.00182964
        3798     1.01776     1.08114  0.00182924
        3799     1.01481     1.08112  0.00182884
        3800     1.01207      1.0811  0.00182845
        3801     1.00958     1.08108  0.00182806
        3802     1.00738     1.08106  0.00182768
        3803      1.0055     1.08104  0.00182731
        3804     1.00399     1.08102  0.00182694
        3805     1.00287       1.081  0.00182658
        3806     1.00217     1.08098  0.00182622
        3807     1.00191     1.08096  0.00182586
        3808     1.00212     1.08094  0.00182549
        3809     1.00279     1.08092  0.00182513
        3810     1.00395      1.0809  0.00182476
        3811     1.00559     1.08088  0.00182439
        3812      1.0077     1.08086  0.00182401
        3813     1.01027     1.08084  0.00182363
        3814     1.01329     1.08082  0.00182324
        3815     1.01673     1.08081  0.00182284
        3816     1.02058     1.08079  0.00182243
        3817     1.02479     1.08078  0.00182201
        3818     1.02933     1.08076  0.00182158
        3819     1.03418     1.08075  0.00182114
        3820     1.03929     1.08074   0.0018207
        3821     1.04463     1.08073  0.00182025
        3822     1.05017     1.08072  0.00181979
        3823     1.05586     1.08072  0.00181932
        3824     1.06166     1.08071  0.00181886
        3825     1.06755     1.08071  0.00181838
        3826     1.07349     1.08071  0.00181791
        3827     1.07945     1.08071  0.00181743
        3828     1.08538     1.08071  0.00181696
        3829     1.09127     1.08071  0.00181649
        3830     1.09708     1.08071  0.00181602
        3831     1.10278     1.08072  0.00181555
        3832     1.10836     1.08073  0.00181509
        3833     1.11379     1.08074  0.00181464
        3834     1.11906     1.08075  0.00181419
        3835     1.12413     1.08076  0.00181376
        3836       1.129     1.08077  0.00181333
        3837     1.13365     1.08078  0.00181291
        3838     1.13807      1.0808   0.0018125
        3839     1.14224     1.08081   0.0018121
        3840     1.14615     1.08083   0.0018117
        3841     1.14981     1.08085  0.00181132
        3842     1.15319     1.08087  0.00181095
        3843      1.1563     1.08089  0.00181058
        3844     1.15914     1.08091  0.00181023
        3845     1.16169     1.08093  0.00180988
        3846     1.16396     1.08095  0.00180953
        3847     1.16596     1.08097   0.0018092
        3848     1.16768     1.08099  0.00180887
        3849     1.16912     1.08102  0.00180854
        3850      1.1703     1.08104  0.00180822
        3851     1.17121     1.08106  0.00180791
        3852     1.17186     1.08109  0.00180759
        3853     1.17226     1.08111  0.00180728
        3854     1.17242     1.08114  0.00180696
        3855     1.17234     1.08116  0.00180665
        3856     1.17203     1.08118  0.00180633
        3857     1.17152     1.08121  0.00180602
        3858     1.17079     1.08123   0.0018057
        3859     1.16987     1.08125  0.00180538
        3860     1.16877     1.08127  0.00180505
        3861     1.16749      1.0813  0.00180472
        3862     1.16604     1.08132  0.00180439
        3863     1.16444     1.08134  0.00180405
        3864      1.1627     1.08136   0.0018037
        3865     1.16081     1.08138  0.00180335
        3866      1.1588      1.0814    0.001803
        3867     1.15666     1.08142  0.00180264
        3868      1.1544     1.08144  0.00180227
        3869     1.15204     1.08146   0.0018019
        3870     1.14957     1.08148  0.00180152
        3871       1.147     1.08149  0.00180113
        3872     1.14434     1.08151  0.00180074
        3873     1.14158     1.08153  0.00180034
        3874     1.13874     1.08154  0.00179994
        3875      1.1358     1.08155  0.00179953
        3876     1.13278     1.08157  0.00179911
        3877     1.12967     1.08158  0.00179869
        3878     1.12648     1.08159  0.00179826
        3879     1.12321      1.0816  0.00179783
        3880     1.11985     1.08161   0.0017974
        3881     1.11642     1.08162  0.00179696
        3882     1.11292     1.08163  0.00179651
        3883     1.10935     1.08164  0.00179606
        3884     1.10571     1.08164  0.00179561
        3885     1.10202     1.08165  0.00179516
        3886     1.09826     1.08165   0.0017947
        3887     1.09447     1.08165  0.00179424
        3888     1.09063     1.08166  0.00179378
        3889     1.08677     1.08166  0.00179332
        3890     1.08289     1.08166  0.00179286
        3891       1.079     1.08166   0.0017924
        3892     1.07513     1.08166  0.00179194
        3893     1.07127     1.08165  0.00179148
        3894     1.06744     1.08165  0.00179102
        3895     1.06366     1.08165  0.00179057
        3896     1.05993     1.08164  0.00179012
        3897     1.05629     1.08163  0.00178967
        3898     1.05272     1.08163  0.00178923
        3899     1.04926     1.08162  0.00178879
        3900     1.04592     1.08161  0.00178835
        3901      1.0427      1.0816  0.00178792
        3902     1.03963     1.08159   0.0017875
        3903     1.03671     1.08158  0.00178708
        3904     1.03396     1.08156  0.00178666
        3905     1.03139     1.08155  0.00178625
        3906     1.02901     1.08154  0.00178584
        3907     1.02683     1.08152  0.00178544
        3908     1.02487     1.08151  0.00178504
        3909     1.02313     1.08149  0.00178465
        3910     1.02163     1.08148  0.00178426
        3911     1.02036     1.08146  0.00178387
        3912     1.01935     1.08145  0.00178348
        3913     1.01859     1.08143   0.0017831
        3914     1.01809     1.08142  0.00178272
        3915     1.01785      1.0814  0.00178234
        3916     1.01787     1.08138  0.00178195
        3917     1.01816     1.08137  0.00178157
        3918     1.01871     1.08135  0.00178119
        3919     1.01952     1.08133  0.00178081
        3920     1.02057     1.08132  0.00178042
        3921     1.02187      1.0813  0.00178003
        3922     1.02341     1.08129  0.00177964
        3923     1.02517     1.08128  0.00177924
        3924     1.02713     1.08126  0.00177884
        3925      1.0293     1.08125  0.00177844
        3926     1.03165     1.08124  0.00177803
        3927     1.03416     1.08122  0.00177762
        3928     1.03682     1.08121   0.0017772
        3929     1.03962      1.0812  0.00177678
        3930     1.04255     1.08119  0.00177635
        3931     1.04557     1.08118  0.00177592
        3932     1.04869     1.08117  0.00177549
        3933     1.05188     1.08117  0.00177506
        3934     1.05514     1.08116  0.00177462
        3935     1.05844     1.08115  0.00177418
        3936     1.06177     1.08115  0.00177373
        3937     1.06512     1.08115  0.00177329
        3938     1.06848     1.08114  0.00177284
        3939     1.07184     1.08114  0.00177239
        3940     1.07517     1.08114  0.00177194
        3941     1.07846     1.08114  0.00177149
        3942     1.08172     1.08114  0.00177104
        3943     1.08491     1.08114  0.00177059
        3944     1.08802     1.08114  0.00177015
        3945     1.09106     1.08114   0.0017697
        3946     1.09399     1.08115  0.00176925
        3947     1.09682     1.08115  0.00176881
        3948     1.09953     1.08116  0.00176837
        3949     1.10212     1.08116  0.00176793
        3950     1.10457     1.08117  0.00176749
        3951     1.10687     1.08117  0.00176705
        3952     1.10902     1.08118  0.00176662
        3953     1.11103     1.08119  0.00176619
        3954     1.11287      1.0812  0.00176576
        3955     1.11455      1.0812  0.00176534
        3956     1.11607     1.08121  0.00176491
        3957     1.11743     1.08122  0.00176449
        3958     1.11863     1.08123  0.00176407
        3959     1.11967     1.08124  0.00176365
        3960     1.12055     1.08125  0.00176323
        3961     1.12127     1.08126  0.00176282
        3962     1.12185     1.08127   0.0017624
        3963     1.12228     1.08128  0.00176199
        3964     1.12256     1.08129  0.00176157
        3965     1.12271      1.0813  0.00176116
        3966     1.12273     1.08131  0.00176075
        3967     1.12261     1.08132  0.00176033
        3968     1.12238     1.08133  0.00175992
        3969     1.12202     1.08134  0.00175951
        3970     1.12155     1.08135  0.00175909
        3971     1.12096     1.08136  0.00175868
        3972     1.12027     1.08137  0.00175826
        3973     1.11948     1.08138  0.00175785
        3974     1.11858     1.08139  0.00175743
        3975     1.11759      1.0814  0.00175701
        3976     1.11651     1.08141  0.00175659
        3977     1.11534     1.08142  0.00175617
        3978     1.11407     1.08143  0.00175575
        3979     1.11272     1.08144  0.00175532
        3980     1.11129     1.08144   0.0017549
        3981     1.10978     1.08145  0.00175447
        3982     1.10819     1.08146  0.00175404
        3983     1.10653     1.08146  0.00175362
        3984      1.1048     1.08147  0.00175318
        3985     1.10299     1.08147  0.00175275
        3986     1.10112     1.08148  0.00175232
        3987     1.09918     1.08148  0.00175189
        3988     1.09718     1.08149  0.00175145
        3989     1.09514     1.08149  0.00175102
        3990     1.09304     1.08149  0.00175058
        3991      1.0909      1.0815  0.00175014
        3992     1.08872      1.0815   0.0017497
        3993     1.08651      1.0815  0.00174927
        3994     1.08428      1.0815  0.00174883
        3995     1.08204      1.0815  0.00174839
        3996      1.0798      1.0815  0.00174795
        3997     1.07756      1.0815  0.00174752
        3998     1.07534      1.0815  0.00174708
        3999     1.07314      1.0815  0.00174665
        4000     1.07097     1.08149  0.00174621
        4001     1.06884     1.08149  0.00174578
        4002     1.06675     1.08149  0.00174534
        4003     1.06472     1.08148  0.00174491
        4004     1.06274     1.08148  0.00174448
        4005     1.06082     1.08147  0.00174406
        4006     1.05897     1.08147  0.00174363
        4007     1.05717     1.08146  0.00174321
        4008     1.05543     1.08145  0.00174278
        4009     1.05375     1.08145  0.00174236
        4010     1.05213     1.08144  0.00174194
        4011     1.05055     1.08143  0.00174152
        4012     1.04903     1.08142  0.00174111
        4013     1.04756     1.08141   0.0017407
        4014     1.04613     1.08141  0.00174028
        4015     1.04475      1.0814  0.00173988
        4016     1.04341     1.08139  0.00173947
        4017     1.04213     1.08138  0.00173906
        4018     1.04089     1.08137  0.00173866
        4019     1.03971     1.08136  0.00173826
        4020      1.0386     1.08135  0.00173786
        4021     1.03754     1.08134  0.00173746
        4022     1.03656     1.08132  0.00173706
        4023     1.03566     1.08131  0.00173667
        4024     1.03483      1.0813  0.00173627
        4025      1.0341     1.08129  0.00173588
        4026     1.03347     1.08128  0.00173549
        4027     1.03293     1.08127   0.0017351
        4028     1.03251     1.08125  0.00173471
        4029      1.0322     1.08124  0.00173433
        4030     1.03201     1.08123  0.00173394
        4031     1.03194     1.08122  0.00173355
        4032     1.03199     1.08121  0.00173317
        4033     1.03218     1.08119  0.00173278
        4034     1.03249     1.08118  0.00173239
        4035     1.03293     1.08117    0.001732
        4036     1.03351     1.08116  0.00173161
        4037     1.03422     1.08115  0.00173122
        4038     1.03505     1.08113  0.00173083
        4039     1.03602     1.08112  0.00173044
        4040     1.03711     1.08111  0.00173005
        4041     1.03833      1.0811  0.00172965
        4042     1.03966     1.08109  0.00172925
        4043     1.04111     1.08108  0.00172885
        4044     1.04267     1.08107  0.00172845
        4045     1.04434     1.08106  0.00172805
        4046     1.04609     1.08105  0.00172764
        4047     1.04793     1.08105  0.00172724
        4048     1.04985     1.08104  0.00172683
        4049     1.05183     1.08103  0.00172641
        4050     1.05387     1.08102    0.001726
        4051     1.05594     1.08102  0.00172559
        4052     1.05803     1.08101  0.00172517
        4053     1.06014     1.08101  0.00172475
        4054     1.06223       1.081  0.00172433
        4055     1.06429       1.081  0.00172391
        4056     1.06631     1.08099  0.00172349
        4057     1.06827     1.08099  0.00172307
        4058     1.07016     1.08099  0.00172265
        4059     1.07194     1.08099  0.00172222
        4060     1.07362     1.08099   0.0017218
        4061     1.07516     1.08098  0.00172138
        4062     1.07656     1.08098  0.00172095
        4063      1.0778     1.08098  0.00172053
        4064     1.07886     1.08098  0.00172011
        4065     1.07975     1.08098  0.00171968
        4066     1.08043     1.08098  0.00171926
        4067     1.08091     1.08098  0.00171884
        4068     1.08117     1.08098  0.00171842
        4069     1.08122     1.08098  0.00171799
        4070     1.08104     1.08098  0.00171757
        4071     1.08064     1.08098  0.00171715
        4072     1.08002     1.08098  0.00171673
        4073     1.07918     1.08098  0.00171631
        4074     1.07812     1.08098  0.00171588
        4075     1.07687     1.08098  0.00171546
        4076     1.07542     1.08098  0.00171504
        4077     1.07379     1.08098  0.00171462
        4078       1.072     1.08097   0.0017142
        4079     1.07006     1.08097  0.00171379
        4080     1.06801     1.08097  0.00171337
        4081     1.06585     1.08096  0.00171295
        4082     1.06362     1.08096  0.00171254
        4083     1.06134     1.08095  0.00171213
        4084     1.05904     1.08095  0.00171172
        4085     1.05674     1.08094  0.00171131
        4086     1.05446     1.08094   0.0017109
        4087     1.05223     1.08093   0.0017105
        4088     1.05007     1.08092  0.00171009
        4089     1.04801     1.08091   0.0017097
        4090     1.04605     1.08091   0.0017093
        4091     1.04422      1.0809   0.0017089
        4092     1.04252     1.08089  0.00170851
        4093     1.04095     1.08088  0.00170812
        4094     1.03954     1.08087  0.00170774
        4095     1.03826     1.08086  0.00170735
        4096     1.03713     1.08085  0.00170697
        4097     1.03613     1.08084  0.00170659
        4098     1.03525     1.08082   0.0017062
        4099     1.03449     1.08081  0.00170583
        4100     1.03383      1.0808  0.00170545
        4101     1.03326     1.08079  0.00170507
        4102     1.03277     1.08078   0.0017047
        4103     1.03234     1.08077  0.00170432
        4104     1.03196     1.08075  0.00170395
        4105     1.03161     1.08074  0.00170358
        4106      1.0313     1.08073   0.0017032
        4107       1.031     1.08072  0.00170283
        4108      1.0307     1.08071  0.00170246
        4109     1.03041     1.08069  0.00170209
        4110     1.03012     1.08068  0.00170172
        4111     1.02982     1.08067  0.00170135
        4112     1.02951     1.08066  0.00170098
        4113     1.02919     1.08064  0.00170062
        4114     1.02887     1.08063  0.00170025
        4115     1.02854     1.08062  0.00169988
        4116     1.02822     1.08061  0.00169952
        4117      1.0279     1.08059  0.00169915
        4118      1.0276     1.08058  0.00169879
        4119     1.02731     1.08057  0.00169843
        4120     1.02704     1.08055  0.00169806
        4121     1.02681     1.08054   0.0016977
        4122      1.0266     1.08053  0.00169734
        4123     1.02644     1.08052  0.00169698
        4124     1.02632      1.0805  0.00169662
        4125     1.02626     1.08049  0.00169626
        4126     1.02624     1.08048   0.0016959
        4127     1.02629     1.08046  0.00169554
        4128      1.0264     1.08045  0.00169518
        4129     1.02657     1.08044  0.00169482
        4130     1.02681     1.08042  0.00169446
        4131     1.02712     1.08041   0.0016941
        4132      1.0275      1.0804  0.00169373
        4133     1.02796     1.08039  0.00169337
        4134     1.02849     1.08037  0.00169301
        4135     1.02909     1.08036  0.00169264
        4136     1.02977     1.08035  0.00169228
        4137     1.03054     1.08034  0.00169191
        4138     1.03138     1.08032  0.00169155
        4139     1.03229     1.08031  0.00169118
        4140     1.03329      1.0803  0.00169081
        4141     1.03437     1.08029  0.00169043
        4142     1.03552     1.08028  0.00169006
        4143     1.03676     1.08027  0.00168969
        4144     1.03808     1.08026  0.00168931
        4145     1.03949     1.08025  0.00168893
        4146     1.04097     1.08024  0.00168855
        4147     1.04254     1.08023  0.00168817
        4148     1.04418     1.08022  0.00168778
        4149     1.04591     1.08021  0.00168739
        4150     1.04771     1.08021  0.00168701
        4151     1.04959      1.0802  0.00168662
        4152     1.05155     1.08019  0.00168622
        4153     1.05358     1.08018  0.00168583
        4154     1.05568     1.08018  0.00168543
        4155     1.05785     1.08017  0.00168504
        4156     1.06008     1.08017  0.00168464
        4157     1.06237     1.08016  0.00168424
        4158     1.06472     1.08016  0.00168384
        4159     1.06712     1.08016  0.00168344
        4160     1.06956     1.08016  0.00168303
        4161     1.07205     1.08015  0.00168263
        4162     1.07457     1.08015  0.00168223
        4163     1.07711     1.08015  0.00168182
        4164     1.07969     1.08015  0.00168142
        4165     1.08227     1.08015  0.00168102
        4166     1.08486     1.08015  0.00168061
        4167     1.08746     1.08015  0.00168021
        4168     1.09005     1.08016  0.00167981
        4169     1.09263     1.08016  0.00167941
        4170     1.09519     1.08016  0.00167901
        4171     1.09773     1.08017  0.00167861
        4172     1.10023     1.08017  0.00167822
        4173      1.1027     1.08018  0.00167782
        4174     1.10512     1.08018  0.00167743
        4175     1.10749     1.08019  0.00167704
        4176      1.1098      1.0802  0.00167666
        4177     1.11206     1.08021  0.00167627
        4178     1.11424     1.08021  0.00167589
        4179     1.11635     1.08022  0.00167551
        4180     1.11837     1.08023  0.00167514
        4181     1.12032     1.08024  0.00167476
        4182     1.12217     1.08025  0.00167439
        4183     1.12392     1.08026  0.00167402
        4184     1.12556     1.08027  0.00167366
        4185      1.1271     1.08028   0.0016733
        4186      1.1285     1.08029  0.00167294
        4187     1.12978     1.08031  0.00167258
        4188     1.13092     1.08032  0.00167222
        4189     1.13192     1.08033  0.00167187
        4190     1.13275     1.08034  0.00167152
        4191     1.13342     1.08036  0.00167117
        4192     1.13392     1.08037  0.00167082
        4193     1.13422     1.08038  0.00167047
        4194     1.13434     1.08039  0.00167012
        4195     1.13425     1.08041  0.00166977
        4196     1.13395     1.08042  0.00166942
        4197     1.13343     1.08043  0.00166907
        4198     1.13269     1.08045  0.00166872
        4199     1.13171     1.08046  0.00166837
        4200     1.13049     1.08047  0.00166801
        4201     1.12903     1.08048  0.00166765
        4202     1.12733     1.08049   0.0016673
        4203     1.12539      1.0805  0.00166693
        4204      1.1232     1.08051  0.00166657
        4205     1.12079     1.08052   0.0016662
        4206     1.11815     1.08053  0.00166583
        4207      1.1153     1.08054  0.00166545
        4208     1.11224     1.08055  0.00166507
        4209     1.10901     1.08055  0.00166469
        4210     1.10561     1.08056  0.00166431
        4211     1.10208     1.08056  0.00166392
        4212     1.09843     1.08057  0.00166353
        4213     1.09468     1.08057  0.00166314
        4214     1.09088     1.08057  0.00166274
        4215     1.08704     1.08058  0.00166235
        4216     1.08321     1.08058  0.00166196
        4217      1.0794     1.08058  0.00166156
        4218     1.07565     1.08058  0.00166117
        4219       1.072     1.08057  0.00166078
        4220     1.06847     1.08057  0.00166038
        4221     1.06509     1.08057     0.00166
        4222     1.06189     1.08056  0.00165961
        4223      1.0589     1.08056  0.00165922
        4224     1.05612     1.08055  0.00165884
        4225     1.05358     1.08055  0.00165846
        4226     1.05129     1.08054  0.00165808
        4227     1.04928     1.08053  0.00165771
        4228     1.04753     1.08052  0.00165733
        4229     1.04606     1.08052  0.00165696
        4230     1.04487     1.08051  0.00165659
        4231     1.04396      1.0805  0.00165622
        4232     1.04332     1.08049  0.00165585
        4233     1.04294     1.08048  0.00165549
        4234     1.04281     1.08047  0.00165512
        4235     1.04294     1.08046  0.00165475
        4236     1.04329     1.08045  0.00165438
        4237     1.04385     1.08045  0.00165402
        4238     1.04462     1.08044  0.00165365
        4239     1.04556     1.08043  0.00165328
        4240     1.04667     1.08042  0.00165291
        4241     1.04792     1.08041  0.00165254
        4242      1.0493     1.08041  0.00165216
        4243     1.05078      1.0804  0.00165179
        4244     1.05235     1.08039  0.00165141
        4245       1.054     1.08039  0.00165103
        4246     1.05569     1.08038  0.00165066
        4247     1.05743     1.08037  0.00165028
        4248     1.05919     1.08037  0.00164989
        4249     1.06096     1.08037  0.00164951
        4250     1.06273     1.08036  0.00164913
        4251     1.06449     1.08036  0.00164875
        4252     1.06624     1.08035  0.00164836
        4253     1.06796     1.08035  0.00164798
        4254     1.06965     1.08035  0.00164759
        4255      1.0713     1.08035  0.00164721
        4256     1.07291     1.08034  0.00164682
        4257     1.07448     1.08034  0.00164643
        4258       1.076     1.08034  0.00164605
        4259     1.07748     1.08034  0.00164566
        4260     1.07892     1.08034  0.00164527
        4261     1.08031     1.08034  0.00164489
        4262     1.08167     1.08034   0.0016445
        4263     1.08298     1.08034  0.00164412
        4264     1.08425     1.08034  0.00164373
        4265     1.08548     1.08034  0.00164335
        4266     1.08667     1.08035  0.00164296
        4267     1.08783     1.08035  0.00164258
        4268     1.08894     1.08035  0.00164219
        4269     1.09002     1.08035  0.00164181
        4270     1.09107     1.08035  0.00164143
        4271     1.09207     1.08036  0.00164105
        4272     1.09304     1.08036  0.00164066
        4273     1.09396     1.08036  0.00164028
        4274     1.09484     1.08037   0.0016399
        4275     1.09568     1.08037  0.00163952
        4276     1.09648     1.08037  0.00163914
        4277     1.09722     1.08038  0.00163877
        4278     1.09791     1.08038  0.00163839
        4279     1.09854     1.08039  0.00163801
        4280     1.09912     1.08039  0.00163763
        4281     1.09964     1.08039  0.00163726
        4282     1.10009      1.0804  0.00163688
        4283     1.10049      1.0804  0.00163651
        4284     1.10082     1.08041  0.00163613
        4285     1.10108     1.08041  0.00163576
        4286     1.10129     1.08042  0.00163538
        4287     1.10143     1.08042  0.00163501
        4288     1.10151     1.08043  0.00163463
        4289     1.10153     1.08043  0.00163426
        4290      1.1015     1.08044  0.00163389
        4291     1.10142     1.08044  0.00163351
        4292      1.1013     1.08045  0.00163314
        4293     1.10115     1.08045  0.00163277
        4294     1.10097     1.08046  0.00163239
        4295     1.10078     1.08046  0.00163202
        4296     1.10058     1.08047  0.00163165
        4297      1.1004     1.08047  0.00163127
        4298     1.10023     1.08048   0.0016309
        4299      1.1001     1.08048  0.00163053
        4300     1.10003     1.08049  0.00163016
        4301     1.10001     1.08049  0.00162978
        4302     1.10008     1.08049  0.00162941
        4303     1.10023      1.0805  0.00162904
        4304     1.10049      1.0805  0.00162867
        4305     1.10085     1.08051  0.00162829
        4306     1.10133     1.08051  0.00162792
        4307     1.10194     1.08052  0.00162755
        4308     1.10266     1.08052  0.00162718
