#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
       23772     1.18707     1.08091 0.000422184
       23773     1.18812     1.08091  0.00042219
       23774     1.18904     1.08092 0.000422197
       23775     1.18984     1.08092 0.000422204
       23776     1.19048     1.08093 0.000422211
       23777     1.19098     1.08093 0.000422219
       23778     1.19133     1.08094 0.000422227
       23779      1.1915     1.08094 0.000422235
       23780      1.1915     1.08095 0.000422242
       23781     1.19132     1.08095  0.00042225
       23782     1.19094     1.08096 0.000422258
       23783     1.19037     1.08096 0.000422265
       23784     1.18959     1.08096 0.000422272
       23785     1.18859     1.08097 0.000422278
       23786     1.18737     1.08097 0.000422284
       23787     1.18592     1.08098  0.00042229
       23788     1.18422     1.08098 0.000422294
       23789     1.18228     1.08099 0.000422298
       23790     1.18008     1.08099 0.000422301
       23791     1.17763     1.08099 0.000422303
       23792      1.1749       1.081 0.000422303
       23793      1.1719       1.081 0.000422303
       23794     1.16862     1.08101 0.000422301
       23795     1.16506     1.08101 0.000422298
       23796     1.16121     1.08101 0.000422294
       23797     1.15708     1.08102 0.000422288
       23798     1.15265     1.08102 0.000422281
       23799     1.14794     1.08102 0.000422273
       23800     1.14295     1.08102 0.000422263
       23801     1.13767     1.08103 0.000422252
       23802     1.13212     1.08103  0.00042224
       23803      1.1263     1.08103 0.000422226
       23804     1.12024     1.08103 0.000422212
       23805     1.11394     1.08103 0.000422196
       23806     1.10742     1.08104  0.00042218
       23807     1.10072     1.08104 0.000422163
       23808     1.09385     1.08104 0.000422146
       23809     1.08686     1.08104 0.000422128
       23810     1.07979     1.08104  0.00042211
       23811     1.07267     1.08104 0.000422093
       23812     1.06556     1.08104 0.000422075
       23813     1.05852     1.08103 0.000422059
       23814      1.0516     1.08103 0.000422043
       23815     1.04486     1.08103 0.000422028
       23816     1.03838     1.08103 0.000422014
       23817     1.03221     1.08103 0.000422001
       23818     1.02642     1.08103  0.00042199
       23819     1.02108     1.08102  0.00042198
       23820     1.01623     1.08102 0.000421971
       23821     1.01192     1.08102 0.000421963
       23822     1.00819     1.08101 0.000421956
       23823     1.00506     1.08101 0.000421951
       23824     1.00255     1.08101 0.000421946
       23825     1.00065       1.081 0.000421941
       23826    0.999352       1.081 0.000421938
       23827    0.998618       1.081 0.000421934
       23828     0.99841     1.08099 0.000421931
       23829    0.998678     1.08099 0.000421927
       23830    0.999363     1.08099 0.000421923
       23831      1.0004     1.08098 0.000421919
       23832     1.00173     1.08098 0.000421915
       23833     1.00328     1.08098 0.000421909
       23834     1.00499     1.08097 0.000421904
       23835     1.00681     1.08097 0.000421898
       23836     1.00868     1.08097 0.000421891
       23837     1.01056     1.08097 0.000421883
       23838      1.0124     1.08096 0.000421875
       23839     1.01418     1.08096 0.000421867
       23840     1.01588     1.08096 0.000421858
       23841     1.01747     1.08095 0.000421849
       23842     1.01895     1.08095 0.000421839
       23843     1.02031     1.08095 0.000421829
       23844     1.02154     1.08095 0.000421819
       23845     1.02265     1.08094 0.000421808
       23846     1.02363     1.08094 0.000421797
       23847     1.02451     1.08094 0.000421786
       23848     1.02528     1.08094 0.000421775
       23849     1.02595     1.08093 0.000421764
       23850     1.02653     1.08093 0.000421752
       23851     1.02702     1.08093 0.000421741
       23852     1.02745     1.08093 0.000421729
       23853     1.02782     1.08093 0.000421717
       23854     1.02813     1.08092 0.000421705
       23855      1.0284     1.08092 0.000421693
       23856     1.02864     1.08092 0.000421681
       23857     1.02885     1.08092 0.000421669
       23858     1.02905     1.08091 0.000421657
       23859     1.02925     1.08091 0.000421645
       23860     1.02947     1.08091 0.000421633
       23861      1.0297     1.08091 0.000421621
       23862     1.02998     1.08091 0.000421608
       23863     1.03031      1.0809 0.000421596
       23864     1.03071      1.0809 0.000421584
       23865     1.03119      1.0809 0.000421571
       23866     1.03177      1.0809 0.000421559
       23867     1.03247      1.0809 0.000421546
       23868     1.03329     1.08089 0.000421533
       23869     1.03426     1.08089  0.00042152
       23870     1.03538     1.08089 0.000421506
       23871     1.03667     1.08089 0.000421493
       23872     1.03812     1.08089 0.000421479
       23873     1.03976     1.08088 0.000421465
       23874     1.04157     1.08088  0.00042145
       23875     1.04355     1.08088 0.000421436
       23876     1.04571     1.08088 0.000421421
       23877     1.04804     1.08088 0.000421405
       23878     1.05052     1.08088 0.000421389
       23879     1.05314     1.08088 0.000421373
       23880     1.05588     1.08088 0.000421357
       23881     1.05873     1.08087  0.00042134
       23882     1.06168     1.08087 0.000421324
       23883     1.06469     1.08087 0.000421306
       23884     1.06776     1.08087 0.000421289
       23885     1.07085     1.08087 0.000421272
       23886     1.07395     1.08087 0.000421254
       23887     1.07703     1.08087 0.000421237
       23888     1.08009     1.08087 0.000421219
       23889      1.0831     1.08087 0.000421201
       23890     1.08603     1.08087 0.000421184
       23891     1.08889     1.08087 0.000421166
       23892     1.09164     1.08087 0.000421149
       23893     1.09428     1.08087 0.000421132
       23894     1.09679     1.08087 0.000421115
       23895     1.09917     1.08087 0.000421098
       23896      1.1014     1.08088 0.000421081
       23897     1.10346     1.08088 0.000421064
       23898     1.10537     1.08088 0.000421048
       23899     1.10709     1.08088 0.000421032
       23900     1.10864     1.08088 0.000421016
       23901        1.11     1.08088    0.000421
       23902     1.11118     1.08088 0.000420984
       23903     1.11216     1.08088 0.000420969
       23904     1.11295     1.08088 0.000420953
       23905     1.11354     1.08089 0.000420938
       23906     1.11392     1.08089 0.000420922
       23907     1.11411     1.08089 0.000420907
       23908      1.1141     1.08089 0.000420892
       23909     1.11389     1.08089 0.000420876
       23910     1.11349     1.08089 0.000420861
       23911     1.11289     1.08089 0.000420846
       23912     1.11209      1.0809  0.00042083
       23913     1.11112      1.0809 0.000420814
       23914     1.10996      1.0809 0.000420798
       23915     1.10862      1.0809 0.000420782
       23916     1.10711      1.0809 0.000420766
       23917     1.10544      1.0809  0.00042075
       23918     1.10362      1.0809 0.000420733
       23919     1.10165      1.0809 0.000420717
       23920     1.09954      1.0809   0.0004207
       23921      1.0973      1.0809 0.000420683
       23922     1.09494     1.08091 0.000420666
       23923     1.09248     1.08091 0.000420648
       23924     1.08992     1.08091 0.000420631
       23925     1.08728     1.08091 0.000420613
       23926     1.08456     1.08091 0.000420596
       23927     1.08179     1.08091 0.000420578
       23928     1.07898     1.08091 0.000420561
       23929     1.07614     1.08091 0.000420543
       23930     1.07328     1.08091 0.000420526
       23931     1.07042     1.08091 0.000420508
       23932     1.06757      1.0809 0.000420491
       23933     1.06476      1.0809 0.000420474
       23934     1.06198      1.0809 0.000420457
       23935     1.05926      1.0809 0.000420441
       23936     1.05661      1.0809 0.000420424
       23937     1.05405      1.0809 0.000420408
       23938     1.05159      1.0809 0.000420393
       23939     1.04924      1.0809 0.000420377
       23940     1.04702      1.0809 0.000420362
       23941     1.04493     1.08089 0.000420347
       23942     1.04299     1.08089 0.000420332
       23943      1.0412     1.08089 0.000420318
       23944     1.03958     1.08089 0.000420304
       23945     1.03813     1.08089  0.00042029
       23946     1.03686     1.08089 0.000420277
       23947     1.03577     1.08088 0.000420263
       23948     1.03487     1.08088  0.00042025
       23949     1.03415     1.08088 0.000420237
       23950     1.03361     1.08088 0.000420224
       23951     1.03325     1.08088 0.000420212
       23952     1.03307     1.08087 0.000420199
       23953     1.03306     1.08087 0.000420186
       23954     1.03321     1.08087 0.000420173
       23955     1.03352     1.08087  0.00042016
       23956     1.03397     1.08087 0.000420147
       23957     1.03456     1.08086 0.000420134
       23958     1.03526     1.08086 0.000420121
       23959     1.03607     1.08086 0.000420108
       23960     1.03698     1.08086 0.000420094
       23961     1.03797     1.08086  0.00042008
       23962     1.03901     1.08086 0.000420066
       23963     1.04011     1.08085 0.000420052
       23964     1.04124     1.08085 0.000420038
       23965     1.04238     1.08085 0.000420024
       23966     1.04351     1.08085 0.000420009
       23967     1.04463     1.08085 0.000419994
       23968      1.0457     1.08085 0.000419979
       23969     1.04672     1.08084 0.000419964
       23970     1.04767     1.08084 0.000419949
       23971     1.04852     1.08084 0.000419933
       23972     1.04926     1.08084 0.000419918
       23973     1.04987     1.08084 0.000419903
       23974     1.05034     1.08084 0.000419887
       23975     1.05065     1.08084 0.000419871
       23976     1.05079     1.08084 0.000419856
       23977     1.05074     1.08083  0.00041984
       23978      1.0505     1.08083 0.000419824
       23979     1.05004     1.08083 0.000419809
       23980     1.04937     1.08083 0.000419793
       23981     1.04848     1.08083 0.000419778
       23982     1.04737     1.08083 0.000419763
       23983     1.04604     1.08083 0.000419748
       23984      1.0445     1.08082 0.000419733
       23985     1.04275     1.08082 0.000419719
       23986     1.04081     1.08082 0.000419704
       23987     1.03871     1.08082 0.000419691
       23988     1.03645     1.08082 0.000419677
       23989     1.03408     1.08082 0.000419664
       23990     1.03162     1.08081 0.000419652
       23991     1.02912     1.08081  0.00041964
       23992      1.0266     1.08081 0.000419628
       23993      1.0241     1.08081 0.000419618
       23994     1.02168      1.0808 0.000419607
       23995     1.01936      1.0808 0.000419598
       23996      1.0172      1.0808 0.000419588
       23997     1.01522      1.0808  0.00041958
       23998     1.01346     1.08079 0.000419572
       23999     1.01195     1.08079 0.000419564
       24000     1.01072     1.08079 0.000419557
       24001     1.00978     1.08079  0.00041955
       24002     1.00914     1.08078 0.000419543
       24003     1.00882     1.08078 0.000419536
       24004     1.00882     1.08078 0.000419529
       24005     1.00913     1.08077 0.000419522
       24006     1.00975     1.08077 0.000419515
       24007     1.01067     1.08077 0.000419508
       24008     1.01188     1.08076   0.0004195
       24009     1.01337     1.08076 0.000419492
       24010     1.01512     1.08076 0.000419484
       24011     1.01711     1.08076 0.000419475
       24012     1.01935     1.08075 0.000419465
       24013     1.02181     1.08075 0.000419455
       24014      1.0245     1.08075 0.000419444
       24015     1.02739     1.08075 0.000419432
       24016      1.0305     1.08074  0.00041942
       24017      1.0338     1.08074 0.000419407
       24018     1.03729     1.08074 0.000419394
       24019     1.04098     1.08074 0.000419379
       24020     1.04487     1.08074 0.000419365
       24021     1.04893     1.08074 0.000419349
       24022     1.05319     1.08074 0.000419333
       24023     1.05763     1.08073 0.000419317
       24024     1.06225     1.08073   0.0004193
       24025     1.06703     1.08073 0.000419283
       24026     1.07199     1.08073 0.000419266
       24027      1.0771     1.08073 0.000419248
       24028     1.08235     1.08073 0.000419231
       24029     1.08773     1.08073 0.000419214
       24030     1.09322     1.08073 0.000419197
       24031      1.0988     1.08073  0.00041918
       24032     1.10445     1.08073 0.000419163
       24033     1.11015     1.08074 0.000419148
       24034     1.11586     1.08074 0.000419133
       24035     1.12156     1.08074 0.000419119
       24036     1.12721     1.08074 0.000419106
       24037     1.13281     1.08074 0.000419094
       24038      1.1383     1.08075 0.000419084
       24039     1.14367     1.08075 0.000419074
       24040     1.14889     1.08075 0.000419066
       24041     1.15392     1.08075  0.00041906
       24042     1.15875     1.08076 0.000419055
       24043     1.16335     1.08076 0.000419052
       24044     1.16771     1.08076  0.00041905
       24045     1.17179     1.08077  0.00041905
       24046     1.17558     1.08077 0.000419051
       24047     1.17908     1.08078 0.000419053
       24048     1.18226     1.08078 0.000419057
       24049     1.18513     1.08078 0.000419062
       24050     1.18766     1.08079 0.000419068
       24051     1.18987     1.08079 0.000419075
       24052     1.19174      1.0808 0.000419083
       24053     1.19327      1.0808 0.000419092
       24054     1.19447     1.08081 0.000419101
       24055     1.19534     1.08081 0.000419111
       24056     1.19588     1.08082 0.000419121
       24057      1.1961     1.08082 0.000419131
       24058     1.19601     1.08083 0.000419141
       24059     1.19561     1.08083  0.00041915
       24060     1.19492     1.08084  0.00041916
       24061     1.19395     1.08084 0.000419169
       24062     1.19271     1.08085 0.000419177
       24063      1.1912     1.08085 0.000419185
       24064     1.18945     1.08086 0.000419192
       24065     1.18747     1.08086 0.000419198
       24066     1.18528     1.08086 0.000419203
       24067     1.18288     1.08087 0.000419207
       24068      1.1803     1.08087  0.00041921
       24069     1.17756     1.08088 0.000419211
       24070     1.17466     1.08088 0.000419212
       24071     1.17163     1.08088 0.000419212
       24072     1.16849     1.08089  0.00041921
       24073     1.16524     1.08089 0.000419207
       24074     1.16191     1.08089 0.000419203
       24075      1.1585      1.0809 0.000419198
       24076     1.15504      1.0809 0.000419192
       24077     1.15154      1.0809 0.000419185
       24078       1.148     1.08091 0.000419177
       24079     1.14444     1.08091 0.000419168
       24080     1.14087     1.08091 0.000419158
       24081     1.13728     1.08091 0.000419147
       24082      1.1337     1.08092 0.000419135
       24083     1.13013     1.08092 0.000419123
       24084     1.12656     1.08092  0.00041911
       24085     1.12302     1.08092 0.000419096
       24086     1.11949     1.08092 0.000419082
       24087     1.11599     1.08092 0.000419067
       24088     1.11252     1.08093 0.000419051
       24089     1.10909     1.08093 0.000419036
       24090      1.1057     1.08093  0.00041902
       24091     1.10236     1.08093 0.000419003
       24092     1.09908     1.08093 0.000418986
       24093     1.09586     1.08093 0.000418969
       24094     1.09273     1.08093 0.000418952
       24095     1.08968     1.08093 0.000418935
       24096     1.08673     1.08093 0.000418918
       24097     1.08391     1.08093   0.0004189
       24098     1.08122     1.08093 0.000418883
       24099     1.07869     1.08093 0.000418866
       24100     1.07633     1.08093 0.000418848
       24101     1.07417     1.08093 0.000418831
       24102     1.07222     1.08093 0.000418814
       24103     1.07051     1.08093 0.000418797
       24104     1.06905     1.08093  0.00041878
       24105     1.06786     1.08093 0.000418763
       24106     1.06697     1.08093 0.000418746
       24107     1.06637     1.08093 0.000418729
       24108      1.0661     1.08093 0.000418712
       24109     1.06615     1.08093 0.000418695
       24110     1.06652     1.08093 0.000418678
       24111     1.06723     1.08093 0.000418661
       24112     1.06827     1.08093 0.000418644
       24113     1.06963     1.08092 0.000418627
       24114     1.07129     1.08092  0.00041861
       24115     1.07325     1.08092 0.000418592
       24116     1.07548     1.08092 0.000418575
       24117     1.07795     1.08092 0.000418558
       24118     1.08064     1.08092  0.00041854
       24119     1.08352     1.08092 0.000418523
       24120     1.08655     1.08092 0.000418506
       24121     1.08969     1.08092 0.000418489
       24122     1.09292     1.08092 0.000418471
       24123     1.09619     1.08093 0.000418455
       24124     1.09948     1.08093 0.000418438
       24125     1.10274     1.08093 0.000418422
       24126     1.10595     1.08093 0.000418406
       24127     1.10908     1.08093  0.00041839
       24128     1.11209     1.08093 0.000418375
       24129     1.11496     1.08093  0.00041836
       24130     1.11768     1.08093 0.000418345
       24131     1.12022     1.08094 0.000418331
       24132     1.12257     1.08094 0.000418317
       24133     1.12472     1.08094 0.000418304
       24134     1.12665     1.08094 0.000418291
       24135     1.12836     1.08094 0.000418278
       24136     1.12986     1.08094 0.000418265
       24137     1.13112     1.08095 0.000418253
       24138     1.13217     1.08095 0.000418241
       24139       1.133     1.08095  0.00041823
       24140      1.1336     1.08095 0.000418218
       24141       1.134     1.08096 0.000418206
       24142     1.13419     1.08096 0.000418195
       24143     1.13419     1.08096 0.000418183
       24144       1.134     1.08096 0.000418172
       24145     1.13364     1.08096  0.00041816
       24146      1.1331     1.08097 0.000418148
       24147     1.13239     1.08097 0.000418137
       24148     1.13154     1.08097 0.000418124
       24149     1.13053     1.08097 0.000418112
       24150     1.12939     1.08097   0.0004181
       24151     1.12812     1.08098 0.000418087
       24152     1.12673     1.08098 0.000418074
       24153     1.12522     1.08098 0.000418061
       24154      1.1236     1.08098 0.000418047
       24155     1.12187     1.08098 0.000418033
       24156     1.12004     1.08099 0.000418019
       24157     1.11812     1.08099 0.000418005
       24158      1.1161     1.08099  0.00041799
       24159     1.11399     1.08099 0.000417975
       24160      1.1118     1.08099 0.000417959
       24161     1.10952     1.08099 0.000417944
       24162     1.10715     1.08099 0.000417928
       24163      1.1047     1.08099 0.000417912
       24164     1.10217       1.081 0.000417895
       24165     1.09956       1.081 0.000417879
       24166     1.09687       1.081 0.000417862
       24167      1.0941       1.081 0.000417845
       24168     1.09126       1.081 0.000417828
       24169     1.08833       1.081 0.000417811
       24170     1.08534       1.081 0.000417793
       24171     1.08228       1.081 0.000417776
       24172     1.07915       1.081 0.000417759
       24173     1.07597       1.081 0.000417742
       24174     1.07273       1.081 0.000417725
       24175     1.06944       1.081 0.000417708
       24176     1.06612       1.081 0.000417691
       24177     1.06277       1.081 0.000417674
       24178     1.05941     1.08099 0.000417658
       24179     1.05605     1.08099 0.000417642
       24180     1.05271     1.08099 0.000417626
       24181     1.04939     1.08099 0.000417611
       24182     1.04612     1.08099 0.000417596
       24183     1.04291     1.08099 0.000417582
       24184     1.03979     1.08099 0.000417568
       24185     1.03677     1.08098 0.000417555
       24186     1.03387     1.08098 0.000417542
       24187     1.03112     1.08098  0.00041753
       24188     1.02853     1.08098 0.000417518
       24189     1.02613     1.08098 0.000417507
       24190     1.02393     1.08097 0.000417497
       24191     1.02195     1.08097 0.000417486
       24192     1.02021     1.08097 0.000417477
       24193     1.01872     1.08097 0.000417467
       24194      1.0175     1.08096 0.000417458
       24195     1.01655     1.08096  0.00041745
       24196     1.01588     1.08096 0.000417441
       24197     1.01551     1.08096 0.000417433
       24198     1.01543     1.08095 0.000417424
       24199     1.01565     1.08095 0.000417416
       24200     1.01616     1.08095 0.000417407
       24201     1.01696     1.08095 0.000417398
       24202     1.01804     1.08094 0.000417389
       24203     1.01939     1.08094 0.000417379
       24204       1.021     1.08094 0.000417369
       24205     1.02286     1.08094 0.000417359
       24206     1.02495     1.08093 0.000417348
       24207     1.02726     1.08093 0.000417337
       24208     1.02977     1.08093 0.000417325
       24209     1.03246     1.08093 0.000417313
       24210     1.03533     1.08092   0.0004173
       24211     1.03834     1.08092 0.000417286
       24212     1.04148     1.08092 0.000417272
       24213     1.04474     1.08092 0.000417257
       24214      1.0481     1.08092 0.000417242
       24215     1.05154     1.08092 0.000417227
       24216     1.05505     1.08092 0.000417211
       24217     1.05862     1.08092 0.000417195
       24218     1.06223     1.08091 0.000417178
       24219     1.06588     1.08091 0.000417162
       24220     1.06954     1.08091 0.000417145
       24221     1.07321     1.08091 0.000417128
       24222     1.07689     1.08091  0.00041711
       24223     1.08055     1.08091 0.000417093
       24224      1.0842     1.08091 0.000417076
       24225     1.08782     1.08091 0.000417059
       24226     1.09141     1.08091 0.000417042
       24227     1.09496     1.08091 0.000417025
       24228     1.09847     1.08091 0.000417008
       24229     1.10192     1.08092 0.000416992
       24230     1.10531     1.08092 0.000416976
       24231     1.10863     1.08092 0.000416961
       24232     1.11187     1.08092 0.000416945
       24233     1.11503     1.08092  0.00041693
       24234     1.11809     1.08092 0.000416916
       24235     1.12105     1.08092 0.000416902
       24236     1.12389     1.08093 0.000416889
       24237     1.12662     1.08093 0.000416876
       24238     1.12922     1.08093 0.000416863
       24239     1.13167     1.08093 0.000416851
       24240     1.13397     1.08093  0.00041684
       24241     1.13611     1.08094 0.000416829
       24242     1.13807     1.08094 0.000416818
       24243     1.13985     1.08094 0.000416808
       24244     1.14144     1.08094 0.000416799
       24245     1.14282     1.08095 0.000416789
       24246     1.14398     1.08095  0.00041678
       24247     1.14493     1.08095 0.000416771
       24248     1.14564     1.08095 0.000416763
       24249     1.14611     1.08096 0.000416754
       24250     1.14635     1.08096 0.000416746
       24251     1.14633     1.08096 0.000416737
       24252     1.14606     1.08096 0.000416729
       24253     1.14555     1.08097  0.00041672
       24254     1.14479     1.08097 0.000416711
       24255     1.14379     1.08097 0.000416702
       24256     1.14257     1.08097 0.000416693
       24257     1.14113     1.08098 0.000416683
       24258      1.1395     1.08098 0.000416673
       24259     1.13768     1.08098 0.000416662
       24260     1.13571     1.08098 0.000416651
       24261     1.13362     1.08099 0.000416639
       24262     1.13143     1.08099 0.000416627
       24263     1.12919     1.08099 0.000416615
       24264     1.12692     1.08099 0.000416602
       24265     1.12467     1.08099 0.000416589
       24266     1.12248       1.081 0.000416575
       24267     1.12038       1.081 0.000416561
       24268     1.11842       1.081 0.000416547
       24269     1.11661       1.081 0.000416532
       24270       1.115       1.081 0.000416517
       24271     1.11361       1.081 0.000416502
       24272     1.11245       1.081 0.000416487
       24273     1.11155     1.08101 0.000416472
       24274     1.11091     1.08101 0.000416457
       24275     1.11052     1.08101 0.000416441
       24276     1.11038     1.08101 0.000416426
       24277     1.11047     1.08101  0.00041641
       24278     1.11078     1.08101 0.000416395
       24279     1.11129     1.08101  0.00041638
       24280     1.11196     1.08101 0.000416365
       24281     1.11276     1.08102  0.00041635
       24282     1.11366     1.08102 0.000416335
       24283     1.11464     1.08102  0.00041632
       24284     1.11566     1.08102 0.000416305
       24285     1.11668     1.08102 0.000416291
       24286     1.11768     1.08102 0.000416276
       24287     1.11863     1.08102 0.000416262
       24288      1.1195     1.08103 0.000416248
       24289     1.12026     1.08103 0.000416234
       24290     1.12089     1.08103  0.00041622
       24291     1.12137     1.08103 0.000416206
       24292     1.12169     1.08103 0.000416192
       24293     1.12182     1.08103 0.000416178
       24294     1.12175     1.08104 0.000416165
       24295     1.12148     1.08104 0.000416151
       24296     1.12098     1.08104 0.000416137
       24297     1.12025     1.08104 0.000416123
       24298     1.11928     1.08104 0.000416109
       24299     1.11807     1.08104 0.000416095
       24300     1.11661     1.08105  0.00041608
       24301     1.11491     1.08105 0.000416065
       24302     1.11295     1.08105  0.00041605
       24303     1.11074     1.08105 0.000416035
       24304     1.10828     1.08105 0.000416019
       24305     1.10558     1.08105 0.000416003
       24306     1.10265     1.08105 0.000415987
       24307     1.09948     1.08105 0.000415971
       24308     1.09609     1.08105 0.000415954
       24309     1.09249     1.08105 0.000415937
       24310     1.08869     1.08105  0.00041592
       24311      1.0847     1.08105 0.000415903
       24312     1.08053     1.08105 0.000415886
       24313     1.07621     1.08105 0.000415869
       24314     1.07174     1.08105 0.000415852
       24315     1.06714     1.08105 0.000415835
       24316     1.06243     1.08105 0.000415819
       24317     1.05763     1.08105 0.000415803
       24318     1.05275     1.08105 0.000415788
       24319     1.04781     1.08105 0.000415773
       24320     1.04282     1.08105 0.000415759
       24321     1.03781     1.08105 0.000415745
       24322      1.0328     1.08104 0.000415733
       24323     1.02778     1.08104 0.000415722
       24324      1.0228     1.08104 0.000415711
       24325     1.01785     1.08104 0.000415702
       24326     1.01295     1.08103 0.000415695
       24327     1.00812     1.08103 0.000415688
       24328     1.00337     1.08103 0.000415684
       24329    0.998717     1.08102  0.00041568
       24330    0.994163     1.08102 0.000415679
       24331    0.989725     1.08102 0.000415678
       24332    0.985412     1.08101  0.00041568
       24333    0.981235     1.08101 0.000415683
       24334    0.977205       1.081 0.000415688
       24335    0.973329       1.081 0.000415694
       24336    0.969617       1.081 0.000415702
       24337    0.966075     1.08099 0.000415712
       24338    0.962714     1.08099 0.000415723
       24339    0.959541     1.08098 0.000415736
       24340    0.956565     1.08098 0.000415751
       24341    0.953794     1.08097 0.000415766
       24342    0.951237     1.08097 0.000415784
       24343    0.948899     1.08096 0.000415802
       24344     0.94679     1.08095 0.000415821
       24345    0.944915     1.08095 0.000415842
       24346    0.943279     1.08094 0.000415863
       24347    0.941889     1.08094 0.000415885
       24348    0.940749     1.08093 0.000415908
       24349     0.93986     1.08093 0.000415931
       24350    0.939224     1.08092 0.000415955
       24351    0.938839     1.08091 0.000415979
       24352    0.938706     1.08091 0.000416003
       24353    0.938819      1.0809 0.000416026
       24354    0.939173      1.0809  0.00041605
       24355    0.939762     1.08089 0.000416073
       24356    0.940574     1.08089 0.000416096
       24357    0.941602     1.08088 0.000416118
       24358    0.942832     1.08087  0.00041614
       24359    0.944251     1.08087 0.000416161
       24360    0.945844     1.08086  0.00041618
       24361    0.947599     1.08086 0.000416199
       24362    0.949498     1.08085 0.000416217
       24363    0.951528     1.08085 0.000416234
       24364    0.953672     1.08084  0.00041625
       24365    0.955915     1.08084 0.000416264
       24366    0.958244     1.08083 0.000416277
       24367    0.960645     1.08083  0.00041629
       24368    0.963107     1.08082   0.0004163
       24369    0.965618     1.08082  0.00041631
       24370    0.968168     1.08081 0.000416319
       24371     0.97075     1.08081 0.000416326
       24372    0.973358      1.0808 0.000416332
       24373    0.975986      1.0808 0.000416338
       24374     0.97863     1.08079 0.000416342
       24375    0.981289     1.08079 0.000416345
       24376     0.98396     1.08079 0.000416346
       24377    0.986643     1.08078 0.000416347
       24378    0.989341     1.08078 0.000416347
       24379    0.992056     1.08078 0.000416346
       24380    0.994788     1.08077 0.000416344
       24381     0.99754     1.08077 0.000416341
       24382     1.00031     1.08077 0.000416337
       24383     1.00311     1.08076 0.000416332
       24384     1.00594     1.08076 0.000416326
       24385     1.00879     1.08076 0.000416319
       24386     1.01166     1.08075 0.000416312
       24387     1.01456     1.08075 0.000416304
       24388     1.01749     1.08075 0.000416295
       24389     1.02042     1.08075 0.000416285
       24390     1.02337     1.08074 0.000416275
       24391     1.02632     1.08074 0.000416264
       24392     1.02927     1.08074 0.000416252
       24393     1.03219     1.08074  0.00041624
       24394     1.03509     1.08073 0.000416227
       24395     1.03794     1.08073 0.000416213
       24396     1.04074     1.08073 0.000416199
       24397     1.04345     1.08073 0.000416185
       24398     1.04608     1.08073 0.000416171
       24399     1.04859     1.08073 0.000416156
       24400     1.05098     1.08073  0.00041614
       24401     1.05323     1.08072 0.000416125
       24402     1.05532     1.08072 0.000416109
       24403     1.05723     1.08072 0.000416093
       24404     1.05895     1.08072 0.000416077
       24405     1.06046     1.08072 0.000416061
       24406     1.06174     1.08072 0.000416044
       24407      1.0628     1.08072 0.000416028
       24408      1.0636     1.08072 0.000416012
       24409     1.06416     1.08072 0.000415995
       24410     1.06445     1.08072 0.000415979
       24411     1.06447     1.08072 0.000415962
       24412     1.06423     1.08072 0.000415946
       24413     1.06372     1.08072 0.000415929
       24414     1.06295     1.08071 0.000415913
       24415     1.06191     1.08071 0.000415896
       24416     1.06062     1.08071  0.00041588
       24417     1.05909     1.08071 0.000415864
       24418     1.05733     1.08071 0.000415848
       24419     1.05535     1.08071 0.000415832
       24420     1.05317     1.08071 0.000415817
       24421     1.05081     1.08071 0.000415802
       24422     1.04829     1.08071 0.000415787
       24423     1.04564     1.08071 0.000415772
       24424     1.04288      1.0807 0.000415758
       24425     1.04003      1.0807 0.000415744
       24426     1.03712      1.0807 0.000415731
       24427     1.03418      1.0807 0.000415719
       24428     1.03124      1.0807 0.000415707
       24429     1.02832     1.08069 0.000415695
       24430     1.02545     1.08069 0.000415684
       24431     1.02265     1.08069 0.000415674
       24432     1.01996     1.08069 0.000415664
       24433     1.01738     1.08068 0.000415655
       24434     1.01494     1.08068 0.000415647
       24435     1.01267     1.08068 0.000415639
       24436     1.01058     1.08068 0.000415632
       24437     1.00868     1.08067 0.000415626
       24438     1.00699     1.08067  0.00041562
       24439      1.0055     1.08067 0.000415614
       24440     1.00424     1.08066 0.000415609
       24441      1.0032     1.08066 0.000415604
       24442     1.00239     1.08066 0.000415599
       24443     1.00181     1.08065 0.000415595
       24444     1.00144     1.08065  0.00041559
       24445     1.00129     1.08065 0.000415586
       24446     1.00134     1.08064 0.000415582
       24447      1.0016     1.08064 0.000415577
       24448     1.00205     1.08064 0.000415573
       24449     1.00268     1.08064 0.000415568
       24450     1.00348     1.08063 0.000415563
       24451     1.00443     1.08063 0.000415558
       24452     1.00551     1.08063 0.000415552
       24453     1.00673     1.08062 0.000415546
       24454     1.00806     1.08062  0.00041554
       24455     1.00949     1.08062 0.000415533
       24456     1.01101     1.08061 0.000415526
       24457     1.01261     1.08061 0.000415518
       24458     1.01427     1.08061  0.00041551
       24459     1.01599     1.08061 0.000415501
       24460     1.01775      1.0806 0.000415492
       24461     1.01954      1.0806 0.000415483
       24462     1.02136      1.0806 0.000415473
       24463      1.0232      1.0806 0.000415462
       24464     1.02506     1.08059 0.000415452
       24465     1.02692     1.08059  0.00041544
       24466     1.02879     1.08059 0.000415429
       24467     1.03066     1.08059 0.000415417
       24468     1.03254     1.08059 0.000415404
       24469     1.03441     1.08058 0.000415392
       24470     1.03629     1.08058 0.000415379
       24471     1.03816     1.08058 0.000415365
