           0 0.000481481 0.000282567
    0.326599  0.00344907 0.000824591
    0.653197    0.017088  0.00315678
    0.979796   0.0248611  0.00468621
     1.30639   0.0341667  0.00705126
     1.63299   0.0584306  0.00846039
     1.95959    0.121468   0.0105935
     2.28619    0.378935   0.0438694
     2.61279    0.219028   0.0109507
     2.93939   0.0694028  0.00930682
     3.26599    0.039713  0.00798269
     3.59258   0.0155509  0.00251552
     3.91918     0.01375  0.00291163
     4.24578  0.00314815  0.00128625
     4.57238 0.000527778 0.000356217
     4.89898           0           0
     5.22558           0           0
     5.55218           0           0
     5.87878           0           0
     6.20537           0           0
     6.53197           0           0
     6.85857           0           0
     7.18517           0           0
     7.51177           0           0
     7.83837           0           0
     8.16497           0           0
     8.49156           0           0
     8.81816           0           0
     9.14476           0           0
     9.47136           0           0
