           0  0.00304815  0.00099434
    0.326599   0.0127019  0.00168493
    0.653197   0.0384481  0.00465737
    0.979796   0.0662213  0.00630238
     1.30639   0.0887481  0.00771434
     1.63299    0.105003  0.00766456
     1.95959    0.136361  0.00551587
     2.28619    0.183417   0.0287491
     2.61279    0.138686   0.0109419
     2.93939   0.0781019  0.00515731
     3.26599   0.0567148  0.00514826
     3.59258   0.0347296  0.00288993
     3.91918   0.0237981  0.00249679
     4.24578   0.0149417  0.00192173
     4.57238  0.00658889  0.00121136
     4.89898  0.00558519  0.00102977
     5.22558  0.00552315   0.0013969
     5.55218  0.00123519 0.000440309
     5.87878 0.000147222 7.42068e-05
     6.20537           0           0
     6.53197           0           0
     6.85857           0           0
     7.18517           0           0
     7.51177           0           0
     7.83837           0           0
     8.16497           0           0
     8.49156           0           0
     8.81816           0           0
     9.14476           0           0
     9.47136           0           0
